doc_idx,text,true_label
43,giffords rocky road recovery health news,0
44,complete list super bowl commercial advertiser youtube,10
45,senator avoiding tea party caucus,30
46,watch volkswagen superbowl commercial youtube ad blitz channel escarabaajoos,10
47,washington legislature wade immigration debate oregonlive summary requires employe verify,31
48,te boozing news starbucks huge trenta cup hold entire bottle wine,32
49,carney obama press secretary,33
50,kardashians pier morgan stupid answer question perfect,12
51,chavez mark year office venezuelan president hugo chavez mark year power promising press,34
52,rite safe horror film devil time plain dealer,1
53,chipotle fire hundred immigration raid immigration probe forced mexican chain chipotle fire,35
54,beetle commercial creative superbowl great teaser,10
55,yemen thousand protest government worldnomads travelsafety,6
56,going amazing constitutional showdown reach supreme court,36
57,aquarium fish aquarium success good common sense will fir,5
58,justice extend protection workplace retaliation supreme court ruled employer sued,37
59,white house press secretary jay carney,33
60,oscar reaction guess king speech,25
61,cnn hack facebook unlocks security facebook adding security feature pa,11
62,nfl concussion people survey wix jsquared concussion,38
63,national guard called chicago snow storm woow snow chill people,39
64,loooooooooooove ncis,40
65,weight loss diet plan acai juice equal nutritional claim acai,17
66,traffic depot update oceanside green light red light camera ticket traffic,41
67,christina aguilera mess national anthem start super bowl xlv,15
68,definitely forward superbowl commercial year esp steve martin cameo,10
69,acai berry diet succeed hoodia gordonii site acai berry cultivated acai palm,17
70,hugo chavez apologizes venezuelan people ahead election,34
71,fishing news banner website,5
72,keith olbermann join current tv report keith olbermann controversial liberal pundit ho,14
73,chicago rahm emanuel ballot,19
74,tanning iced coffee tazo iced tea hello trenta,32
75,watching kourtney kim khloe loving waiting forever,12
76,vincent tabak appears court charged murder,42
77,casserole recipe bruschetta chicken bake submitted heather simple creative chicken meal mimic,27
78,honor epic fail national anthem top ten list time worst,15
79,info topic fish tank heater aquarium stuff technorati tag aquarium heater aquariu,5
80,grilled chicken tomato salad,27
81,today read concerned gasland movie stand set record straight,43
82,king speech top film producer award ap ap king speech claimed crown be,25
83,sag prediction award tracker hmmmm,25
84,kia spent lot money optimum superbowl commercial,10
85,doritos commercial raising dead best night superbowl nfl,10
86,idf intelligence chief iran nuclear bomb year haaretz,44
87,yeah don csis nciss enjoy mentalist,40
88,uk robert kubica injured rally accident italian polish medium,45
89,breaking news king speech take top honor hollywood actor honor best sunday night annual screen ac,25
90,obamacare reagan appointed federal district judge florida ruled key portion obama,36
91,st tunisia egypt yemen,6
92,best superbowl commercial year chrysler comeback,10
93,horrible journalist attacked detained egypt yahoo news,13
94,list journalist hurt harassed egypt,13
95,famous facebook flip flop social networking goliath number hasty move year,11
96,yikes list journalist attacked egypt hour abc news,13
97,lady press ahead fitness campaign daily caller obama tell abc good morning america,46
98,judge rule obama health care law,36
99,watch christina aguilera screw national anthem super bowl post,15
100,acai berry powder content health weight loss hard figure,17
101,facebook privacy setting user,11
102,taco bell beef convenience cost,47
103,jordan thousand protest demand pm step wave mass protest arab spread opposition supporter,48
104,yap palau sport fishing promotional sport fishing video produced video rating,5
105,court third party bias protection broad washington jan upi supreme court ruled unanimously,37
106,yell cast jr hartley ad digital era author search fly fishing book dj hunt book read,5
107,boatsshopping fishing headline oklahoma metro trout fishing pond instructional clinic pave exciting winter angling html,5
108,three ton striped bass seized illegal fishing net,5
109,federal judge strike health care reform call insurance purchase mandate aba journal,36
110,love khloe kardashian,12
111,fighter king speech lead nominee tonight sag award beverly hill courier,25
112,check video christina aguilera super bowl national anthem mistake mess err,15
113,murray djokovic happened,49
114,pressure grows myanmar sanction call growing western sanction myanmar,3
115,poll gop catch dems social medium,23
116,nobel war prize wikileaks nuke fired cablegate wikileaks assange anonymous,50
117,bbc news police lose officer,51
118,lololol doritos pepsi max killing superbowl commercial,10
119,federal judge healthcare law,36
120,king speech notch top director award movie running darren aronofsky,25
121,yummy recipe tuesday chicken fricasse,27
122,secret natural weight loss food acai berry benefit,17
123,job wrong place memo president dear president state union add,52
124,employment gaining speed jobless rate,53
125,ten thousand yemeni protest sanaa ten thousand yemeni staged day rage calling,6
126,awful watched don text drive video driving class,54
127,netgear bos astonishing attack steve job,21
128,bronco christina aguilera flub national anthem kmgh denver,15
129,governor proposes sweeping cut funding york school medicaid program slashed,55
130,check article fox news sideline test detect concussion minute,38
131,eye will definetely glued tv screen love kardashians,12
132,don text drive pledge,54
133,fishing technique fishing maine surf fishing striped bass,5
134,tsa unveils body scanner software doesn naked alternet,24
135,oscar king speech haven black swan,25
136,teen creates anti bullying school program,56
137,bedbug rapidly evolving fight pesticide tech news,57
138,super bowl commercial report card ranking winner loser bleacher report,10
139,fast food caught immigration crosshairs reuters,35
140,vice president communication director jay carney named white house press secretary,33
141,high court third party sue retaliation case,37
142,kold aguilera repeat national anthem,15
143,volkswagon commercial superbowl,10
144,deadbedbugs fact bed bug cover,57
145,gross taco bell sued bogus beef,47
146,great bbc piece summarising unrest north africa middle east,6
147,sidney crosby concussion rule change braine hope pray doesn sight,38
148,charlie sheen leaf hospital medical emergency,20
149,trenta cup hold entire bottle wine wrong,32
150,healthy school food pay save attention going,58
151,post financial aid college lt gt financial advice lt gt popular lt gt lt gt,29
152,teacher talking texting driving haaayy,54
153,financial aid help woman school hispanic scholarship,29
154,mubarak silencing voice egypt journalist targeted read jan tahrir,13
155,video favorite superbowl commercial cute,10
156,remember alex brown,54
157,enjoyed vw beetle commercial superbowl favorite,10
158,join campaign texting driving save life future will help,54
159,crazy lake shore drive downtown chicago shut,39
160,blog post potential replacement steve job apple,21
161,acai berry chocolate tasting weight loss diet plan adi news scientifically prov,17
162,red cabbage add color noodle salad soba salad chicken cabbage,27
163,boosting america fashion,59
164,news workshop preventing bullying positive behavior support school,56
165,yemen president won election,6
166,best buy launch electronics buy program ap ap timing shopping gadget,60
167,force strong great ad volkswagon superbowl commercial,10
168,dragon cute drinking cola superbowl cocacola commercial,10
169,latest headline king speech lead oscar field british star colin firth helena bonham carter nominate,25
170,klassy breeze music blog black eyed aguilera love,15
171,journalist social medium report egyptian demonstration journalist,23
172,hooper earns top dga prize king speech hooper won david fincher social network,25
173,ap maker academy award favorite social network king speech competi,25
174,congrats novak djokovic played brilliant tennis definitely deserve title,49
175,breaknews yemen street day rage yemeni filled street sanaa,6
176,protest start yemen despite concession president hundred anti government protest,6
177,al jazeera journalist detained cairo police hotel room equipment confiscated jan,13
178,update michael steele resigns rnc,2
179,egypt yemen demand change government well gt news tcot,6
180,orange student dish school lunch white house chef orlando sentinel fl schoollunch letsmove,58
181,successful ice fishing perch depth finder successful ice,5
182,acai berry weight loss diet plan healthy weight reduction number diet plan,17
183,thought beef lawsuit pr response,47
184,chris hemsworth lead celebrity storm tao sundance ministry appreciates sundance film festival founder,16
185,chipotle face ice inspection state reuters reuters chipotle mexican grill,35
186,love kim kardashian ur hot wooohoooo lol,12
187,ten thousand march yemen president sanaa yemen ten thousand lukewilliamss,6
188,best commercial super bowl imported detroit best,10
189,late night time watch crime solving tv ncis csi sky looooove,40
190,doritos commercial vote funniest superbowl commercial,10
191,budweiser wild west tiny dancer commercial definitely favorite superbowl,10
192,best deal fishing bait lure ebay best price,5
193,fallon follow tip save energy included site tip will help beat hig,61
194,uk foreign office urgently checking briton caught explosion uk news,62
195,government spending cut leave north east forestry commission base saveourforests,51
196,starbucks trenta hold entire bottle wine people cougartown,32
197,interested giffords improves watch hour tv gabrielle giffords watched hour television,0
198,doc river ll wait chris forsberg boston celtic captain paul pierce departed thursday,9
199,facebook privacy setting user,11
200,daily review murdoch ipad newspaper rupert murdoch ipad launch daily offer glitzy graphic,63
201,commercial video eminem lipton brisk super bowl commercial,10
202,updated rehab aim giffords life,0
203,breakingnews looter broke museum destroyed pharaonic mummy late friday nation top archaeologist reuters egypt,64
204,grant fishing smile set grant arizona game fish department ki,5
205,tech cnn hack facebook unlocks security facebook adding security feature,11
206,black swan amazing natalie portman deserves award doubt will,18
207,recipe chicken cutlet,27
208,favorited youtube video gm chevy super bowl commercial bumblebee,10
209,thousand protest jordan middle east,48
210,sundance today tobey maguire demi moore kate bosworth tobey maguire waitin,16
211,extraordinary stuff arrested beaten egypt police,13
212,florida top freshwater fishing destination,5
213,best fly fishing website,5
214,weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,17
215,super bowl commercial,10
216,asia center graduate summer grant harvard university usa beasiswa scholarship,29
217,yemen girds day rage saleh vow step bloomberg,6
218,king speech lead academy award nomination including best picture,25
219,freemont tribune safety tip atm tip safety,65
220,man charged joanna yeates murder,42
221,internet news steve job medical problem affect apple stock latest internet news steve job,21
222,gop voter active social networking site political purpose washing artimpactnetpr,23
223,obama campaign playbook promote agenda social medium,23
224,don text drive makeachange,54
225,yemen arrest anti government activist yemen,6
226,king speech win top honor director guild award,25
227,mobile market grew smartphones android driver will drive marke,8
228,fishing report fishnotes caught bass gofishn,5
229,uk news lady take campaign childhood obesity army base,46
230,watch rite free movie online movie online,1
231,fly box folly north american fly fishing forum ongoing effort achieve system perfection,5
232,king speech dominates sag award win best picture osacrs sagawards thekingsspeech,25
233,arizona bid block citizenship illegal immigrant anchor baby tcot tlot,31
234,acai berry diet sexy acai berry scam warning acai berry diet,17
235,lmao didn feistyoldpeople chevy commercial superbowl,10
236,mouratoglou murray djokovic classic yahoo,49
237,endsmeat christina aguilera mess lyric national anthem super bowl,15
238,wilmington nc inshore winter fishing report,5
239,oscar nomination full list academy award nominee,25
240,indicator point great fall steelhead fishing,5
241,yemen protest intensify arrest journalist tawakkol karman,6
242,rash report social medium tool social unrest john rash tunisian mohamed bouazizi cou,23
243,commerce bos immigration reform,31
244,acai berry diet side effect lose weight fast acai berry diet side effe,17
245,great win packer christina land blunder,15
246,celebrity gossip fishing madison river montana,5
247,conan blast christina super bowl anthem blunder time,15
248,identity theft cost create problem business deal reaching fake provider showz,65
249,florida judge strike obamacare america,36
250,king speech rule obvious batch oscar bait news cnews canada,25
251,check price fly fishing lure ebay store info,5
252,debt consolidation help avoid bankruptcy debt consolidation involves single loan,22
253,acai berry acai berry juice weight loss,17
254,daddy prefers vw commercial messing mini darth superbowl dadstalking,10
255,slow news day chicago ll live bloggin mayoral debate cdt,19
256,super bowl commercial coca cola commercial coke,10
257,wished looked lucy hale kourtney kardashian pretty,12
258,reuters celebs hollywood actor honor king speech los angeles reuters oscar front runner king,25
259,best recipe caesar salad caesarsalad,27
260,school tackling cut teen concussion bull ring drill football,38
261,reason acai berry weight loss diet case half popula,17
262,court allows emanuel ballot chicago mayor nytimes tlot news illinois dems,19
263,trout steelhead fly fishing supply stretched canvas poster steelhead trout image,5
264,fatal blast reported moscow airport terminal russian authority monday reported fatal explosion,62
265,simple easy prepare vintage fried chicken recipe,27
266,huffingtonpost sundance film festival james franco three company installation,16
267,australia flooding cost enormous,66
268,win djokovic won australian open,49
269,cnn killed injured terror blast moscow airport terrorist suicide bomber blamed mosco,62
270,fishing bait bait trout fishing trout fishing type equipment dictate,5
271,actress farmiga sundance directing debut reuters reuters vera farmiga big breakout,16
272,dc medium opt tea party tea party caucus remains vigilant teaparty tcot tlot gop dem,30
273,youtube video eminem lipton brisk super bowl commercial,10
274,jordan protester gather country demanding prime minister step al jazeera,48
275,credit card debt consolidation gt credit card studentloans info conso,22
276,sow bug round north american fly fishing forum time march mountain,5
277,meat high quality mediapost beef brouhaha taco bell buzz suffering mediapost,47
278,clinton bugun misir hk nededi secretary clinton condemns attack demonstrator journalist egypt vide jan,13
279,weight loss diet plan south american acai berry currently american lose,17
280,acai berry weight loss diet plan healthy weight reduction,17
281,missouri court rule immigrant adoption right terminated illegally missouri supreme court tuesday ove,31
282,king speech usurps throne oscar leader ap,25
283,coming airport modesty change,24
284,super bowl national anthem singer christina aguilera fail video,15
285,chrysler telling story well check chrysler commercial imported detroit,10
286,top story illinois supreme court rahm emanuel ballot illinois supreme court issued ruling,19
287,weight loss diet acai berry weight loss diet plan diet diet food weight loss beauty sally beauty bea,17
288,entent complete list nomination annual academy award,25
289,hella funnny drt superbowl funniest doritos commercial,10
290,undergraduate scholarship international college hotel management australia beasiswa schola,29
291,hott cold sundance film festival lola blog,16
292,discus fish aquarium,5
293,netherlands recall iran ambassador dutch woman execution foreign policy outrage,67
294,video volkswagen invades super bowl darth vader starwars superbowl,10
295,best buy launch electronics buy program,60
296,workshop offer help student aid form regional workshop open help faf,29
297,drive text,54
298,heard acai berry diet acai berry heard diet purchasing,17
299,continuing cooking winning streak awesome lemon fennel pot roast chicken chicken boring,27
300,red fishing knot book book fishing harry,5
301,wikileaks pushed uk sanction iranian bank cable view britain settin jpost,3
302,king speech wint twee screen actor guild award,25
303,beck rating plummeted,68
304,aaron rodgers helmet saved concussion bear green bay packer qb aaron rodgers believ,38
305,don text drive,54
306,aguilera repeat national anthem,15
307,facebook privacy setting user,11
308,watching superbowl darth vader commercial awesome love dude,10
309,ncis stupidest fucking television,40
310,international scholarship bangor university uk beasiswa scholarship,29
311,fish eat complete fishing guide,5
312,live state massachusetts financial aid college,29
313,bbc yemeni rally president thousand yemeni demonstrating capital sanaa calling president ali abdullah,6
314,applying financial aid groundless myth,29
315,dutch government end official contact iran protest hanging dutch iranian woman al jazeera,67
316,reporting arrest journalist cairo,13
317,rnc money ronald reagan birthday,2
318,charlottesville city school offering student vegetarian option lunch,58
319,prettyman annual fish porn provider coming fly fishing film festival bring subject called,5
320,three journalist tf detained cairo jan mubarak egypt egipto fb,13
321,egypt ripple ally yemeni prez ali abdullah saleh power year won seek term,6
322,eastern sport outdoor harrisburg hunting fishing idea marcus schneck patrio,5
323,don care starbucks trenta cup bigger stomach,32
324,al jazeera report region yemen pres extend term protest call syria,6
325,revolt contagious anti government protest spread yemen tcot tlot jan sidibouzid,6
326,american fishing book guide value,5
327,king speech win big dgas award season tight race social network,25
328,vw black beetle commercial favorite super bowl ad night,10
329,canadian journalist detained harassed foreign journalist targeted cairo,13
330,sidney crosby concussion raise safety debate hockey spark discussion,38
331,omg oprah plege wouldn text drive didn seriously lol xd bbl,54
332,wlcentral yemen day rage february egypt jan yemen feb,6
333,law suit taco bell beef filler find taco bell chihuahua,47
334,chipotle caught immigration crosshairs yahoo news knew genuine mexican working,35
335,love kardashian doll fave doll khloe gt,12
336,elizabeth olsen sundance film festival debut sister footstep theatrical,16
337,screen actor guild award list winner sag king speech reign supreme edie falco,25
338,facebook finally offer http change setting,11
339,competitive fishing tactic fly everyday fisherman thinking man,5
340,creamy recipe fettuccine alfredo chicken recipe,27
341,ice fishing bro brohsdahl jason mitchell byron eckhardt special ice fishing schtick,5
342,flyfishing big earth publishing flyfishing barry reynolds bass walleye buy john,5
343,interview venezuela sweetheart champion chavez venezuelan president hugo chavez speaks meeting,34
344,court emanuel eligible chicago mayor ny time pa habit sur place assez longtemps,19
345,jay carney white house press secretary richard adam guardian,33
346,king speech top screen actor guild award winner mtv movie music,25
347,insurance news federal judge reject health reform law district court judge roger vinson agreed,36
348,attorney general office identity theft prevention tip west virginia attorney general darrell mcgraw,65
349,duraflame log beef taco bell,47
350,superbowl volkswagen commercial force,10
351,hilarious super bowl commercial,10
352,web daily stunning slow day launch daily ipad newspaper ipad,63
353,sundance familiar territory elizabeth bank omg,16
354,hellothere king speech win sag award king speech win best actor trophy sunday bythere,25
355,reporter attacked attack journalist send message,13
356,case haven brilliant motorola xoom ad super bowl,10
357,justin bieber address danger texting driving extreme makeover music celebrity justin bieber,54
358,fda approved injectable drug called makena reduce risk preterm delivery week,69
359,yemeni president ruled decade ll seek extend term pas power son reuters,6
360,brytec fly fishing box brytec fishing,5
361,aquarium fish basic plant container garden pl,5
362,school tackling cut teen concussion,38
363,dont text drive,54
364,thousand jordan protest demand pm step day protest opposition supporter stre,48
365,novak djokovic win australian open well deserved played amazing couldn help feel andy murray,49
366,bad best commercial movie trailer random urge buy doritos bud light superbowl,10
367,type identity theft dark dragon grownup identity theft,65
368,guided fly fishing muskegon river trout,5
369,love khloe alexandra kardashian biggest fan kuwait will meet,12
370,king speech rule obvious batch oscar bait ap,25
371,recap steve job will good time apple,21
372,gt annual academy award nomination announced man ve best picture noms,25
373,today stock market dow jones industrial average dji nasdaq,70
374,doctor giffords face rocky road recovery day week rep gabrielle giffords recovery,0
375,france fox piven defies death threat taunt anchorman glenn beck mental,71
376,reuters top news yemen president won extend term pas son,6
377,oscar nominated gasland director josh fox gas drilling barnett shale dallas observer blog,43
378,full video super bowl national anthem singer christina aguilera fail imalive,15
379,political power social medium foreign affair,23
380,identity theft steal social security number theft,65
381,complete book fly fishing,5
382,college best financial aid arizona state university,29
383,spreading thousand protest jordan demand pm step aljazeera net,48
384,manchester austerity cut hit frontline service leisure centre library swimming pool public toile,51
385,thing social medium revolution,23
386,best buy launch electronics buy program ap,60
387,social network king speech aim oscar ap ap academy award voter poised set showd,25
388,ticker thousand yemeni call president quit,6
389,australian open final novak djokovic andy murray live blog bleacher report contributor scott,49
390,yemen republican guard dispatched roaming street sana reliable source,6
391,cbc ticker southeast australia brace flood australia deadly flood crisis forced people,66
392,fda approves pharma preterm birth drug embattled drugmaker pharmaceutical reported health reg,69
393,acai berry weight loss confusing helen arsenault january talk mogul op,17
394,update fly fishing tip beginner ultimate guide learn fly fish pro,5
395,ufo paranormal terrorist bombing moscow airport,62
396,hawaii won release obama birth info,72
397,horse racing oc tavern bar state offer track horse betting,73
398,starbucks size trente hold entire bottle wine enjoy,32
399,super bowl recipe todd dirt dirt man shared recipe patch ve ta,27
400,spicy food popular child quick thai style chicken soup will hit,27
401,crystal clear kim kardashian single fucking idiot,12
402,drug rehab work charlie sheen reportedly receiving help clearest benefit pat,20
403,social network king speech aim oscar ap ap academy award voter poised set,25
404,real acai berry supplement deal rapid fast weight loss well ordered acai berry blast,17
405,watching extreme makeover don text drive,54
406,gotta luv video jesse ventura strike lawsuit tsa,24
407,acai berry social bookmarking net acai berry latest weight loss buy acai berry best colon cleanse,17
408,worst best super bowl commercial video,10
409,st andrew st michael school hold second annual bullying awareness conference,56
410,supreme court temporarily halt georgia execution,37
411,acai berry powder ehow acai berry powder acai berry extraordinarily,17
412,chicken vegetable herb brown rice,27
413,egypt military secures famed antiquity museum,64
414,completely freaky sense sony xperia play commercial kind awesome creepy thumb superbowl,10
415,love coke commercial dragon superbowl,10
416,al jazeera thousand egyptian youth form human shield protect egyptian museum museum egypt jan,64
417,tceltics davis leaf game sun sore hamstring boston celtic nbanewsfeed,9
418,street yemen day rage sanaa reuters yemeni,6
419,rahm emanuel ballot chicago alternet,19
420,judge rule health care law foxnews,36
421,fishing striped bass ll fight hard fish pull force lake norman st,5
422,charlie rating soar big bonus short rehab,20
423,cash college workshop tomorrow find location,29
424,audi super bowl commercial online video audi,10
425,fishing report jan illinois winter steelhead fishing good driftboaters cop,5
426,patrick asks obama intervene fishing regulation dispute,5
427,expert differ sanction debate,3
428,chipotle face ice inspection state reuters,35
429,skinny burn fat,17
430,walmart embrace lady nutrition campaign,46
431,fishing rapala original floater fishing lure original floating rapala fished fishingkahuna,5
432,super bowl prediction volkswagen commercial force beat audi goodnight commercial seo,10
433,autism awareness month education key bully,56
434,rioter destroy mummy egyptian museum cairo filed art culture history learning afric,64
435,bottega veneta rtw spring beautiful fashion art gt,26
436,mainenance fishing rod preserving rod read,5
437,lt gt acai berry lt gt weight loss side effect improvement,17
438,blizzard break chicago snow record inch expected,39
439,suicide bomber blamed moscow airport attack killed russian state tv report,62
440,save text save life don text driving text life imagine dream inspire,54
441,ford paid shit load commercial air time superbowl,10
442,smart money future mixed ahead data earnings market update stock future mi investing money,70
443,starbucks terrifying trenta cup hold entire bottle wine,32
444,msn today joanna yeates suspect court,42
445,illinois state appeal court declared rahm emanuel ineligible mayor chicago born kenya,19
446,exactly acai berry diet pill wrk yahoo answer acai berry diet pill,17
447,buck belief nba concussion protocol three year ago ucla luc richard mbah moute sust,38
448,tip help reduce energy bill control electricity save money power bill,61
449,breaking news fluid buildup rep giffords brain will delay start full fledged rehabilitation hou,0
450,toledo bend report chicken coop providing hot crappie action love bass fishing bu,5
451,rid bedbug,57
452,favorite superbowl motorola xoom tablet swipe apple tonight,10
453,awesome bold superbowl commercial seriously going consider xoom tablet ipad,10
454,identity theft cost infographic,65
455,tip fly fishing brook trout stream manual angler ten tip fly,5
456,sixth annual avnet tech game offer scholarship networking opportunity winning student will,29
457,dorritos pepsi commercial tyrant superbowl commercial,10
458,rite movie review fan movie deal battle good,1
459,gang hunt journalist right worker egypt nytimes jatkhs,13
460,kardashians episode good,12
461,social medium blast christina aguilera national anthem super bowl flub day social medium,15
462,sinfully spicy easy easy eat reshmi chicken kebab roll indianfood recipe indianfastfood,27
463,identity theft cost infographic online fraud crime rise mo,65
464,commercial motorola xoom suck people apple tool sb superbowl,10
465,white stripe breaking performance record winnipeg free press,28
466,mercedes benz class coupe sl amg roadster revealed superbowl commercial tmr,10
467,murray congratulation djokovic winning men australianopen championship nice work going bed,49
468,portman firth speech win sag award los angeles jan upi star king speech ho,25
469,police open fire yemen protester sanaa yemen ap witness police opened fire break,6
470,variety freshwater aquarium fish,5
471,save poptarts tmr chicago foot snow hour forecaster,39
472,rnc best shot knocking debt time race leading pack,2
473,pound test bass fishing rod yahoo answer,5
474,watched solid acting anthony hopkins sr beauty alice braga rite view,1
475,acai berry weight loss diet plan healthy weight reduction number diet plan,17
476,master phd scholarship university manitoba canada beasiswa scholarship,29
477,best worm bait fishing thom conroy helium,5
478,acai berry work lose weight lose weight heard acai berry pe,17
479,journalist targeted pro mubarak force egypt video,13
480,bbc news king speech lead oscar field,25
481,student juvenile arthritis apply college scholarship staff report arthritis foundation,29
482,love ncis arc outcome funeral,40
483,leon payn bottega veneta coming,26
484,egypt protest gauntlet officer beating stick,13
485,yemen president quit february updated,6
486,suicide bomber kill moscow airport explosion ripped interna lukewilliamss,62
487,starbucks trenta cup hold entire bottle wine random starbucks trenta college,32
488,vincent tabak man accused jo yeates murder deeply saddened death telegraph,42
489,florida judge declares entire healthcare law void month half ago virginia judge key pr,36
490,motorola xoom super bowl commercial tip hat apple spot video,10
491,fly fishing magazine guide,5
492,cost financial aid chicago school professional psychology,29
493,eminem brisk super bowl commercial,10
494,american journalist bloodied detained egyptian force dozen foreign journalist egypt attac,13
495,gallery celebrity sighting sundance film festival,16
496,whycollegenow present college scholarship fantastic post college scholar,29
497,ll sporting mine will mac wednesday february anti bullying day,56
498,identity theft cost infographic long ago identity theft online,65
499,favorite thing chicken breast,27
500,glenn beck rating year ago fb,68
501,judge strike healthcare reform law,36
502,tsa body scanner spot bomb dong tsa,24
503,boston celtic jermaine neal arthroscopic knee surgery recovery period week espn nba,9
504,video terror texting toronto gta news toronto sun,54
505,weight loss diet plan living healthy acai berry adi news acai berry promote weight loss imp,17
506,fishing ski report detroit free press ice fishing continues heavy snow will travel,5
507,nut war medium continues al jazeera journalist arrested cairo camera equipment seized egypt jan aljazeera,13
508,best buy future proof tech purchase buy program cost istockanalyst press release,60
509,james franco platinum blonde hilarious jac,16
510,obsession gt ncis,40
511,egyptian military rounding journalist egypt pm issue apology star egypt live blog jan,13
512,full list nominee official oscar website,25
513,phife dawg atcq speaking sundance film festival video,16
514,caught lb pike flick fishing flickfishing,5
515,right group claim chavez judiciary foe,34
516,vote favorite superbowl commercial poll don love,10
517,march yemen president day rage,6
518,car commercial boring volkswagon enjoyed superbowl spot,10
519,option credit card debt consolidation loan,22
520,didn doritos commercial boring superbowl,10
521,pcworld android tablet smartphone boost samsung,8
522,film rite based training real priest film faith catholic exorcist,1
523,consumerist tsa testing revealing full body scanner software,24
524,star head sundance,16
525,hillary clinton egypt state hillary clinton treatment journalist coveri,13
526,news day starbucks trenta cup hold entire bottle wine,32
527,live tweet taco bell claim meat beef wasn typo,47
528,giffords condition upgraded good,0
529,social medium tool protest middle east police worst,23
530,pack vw superbowl darth vader commercial easily best well vw,10
531,best buy target launch buy electronics offer currently rachel blog travel industry news,60
532,motorward kia optimum epic ride super bowl commercial,10
533,celebrity sighting sundance film festival,16
534,protest erupt yemen,6
535,indian navy arrest pirate drama high sea major anti piracy operation,74
536,yemeni president ali abdullah saleh will seek extend presidency appoint son role current,6
537,pesto presto chicken pesto presto chicken feel good favorite cozy meal famil,27
538,russia stuxnet caused chernobyl david brunnstrom reuters david brunnstrom reuters rus,7
539,political power social medium foreign affair,23
540,iran executes iranian dutch woman,67
541,best buy launch electronics buy program timing shopping gadget socialmedia,60
542,thousand protest yemen,6
543,acai berry juice diet regime operate excess weight heading answer question soo,17
544,christina aguilera flubbed national anthem lost moment bw,15
545,artsbeat christina aguilera flub national anthem nytimes share friend art classical musi,15
546,king speech garnered oscar nomination assuring hollywood handful general public watched movie,25
547,protest protect human history human wall protecting cairo museum egypt egypte egipto mubarak pls,64
548,love shirt store ncis,40
549,audi commercial best superbowl,10
550,love reali kardashian saludos mexico,12
551,superbowl ad ehhhh doritos funny lame brandbowl,10
552,loved sense humor article help bully proofing child gt,56
553,mama favorite easy chicken pasta mother knew food knew hand,27
554,hit em kenny love audi commercial superbowl,10
555,annual academy award nomination announced film,25
556,djokovic longer slam wonder novak djokovic enjoyed crushing australian open final triumph andy murray,49
557,beef beef law firm sue taco bell false advertising cattle,47
558,best buy launch electronics buy program timing shopping gadget,60
559,volkswagen star war commercial dominates super bowl twitter buzz,10
560,day bloody clash egypt foreign journalist arrested,13
561,oscar race speed sag award news,25
562,federal judge rule health care law violates constitution nacsonline,36
563,bbc news america giffords health good medic condition congresswoman gabrielle giffords,0
564,aguilera repeat national anthem ap ap christina aguilera flubbed hawaii alohatone,15
565,james franco sundance drag,16
566,chrysler minute commercial worth penny,10
567,bbc food recipe thai green chicken curry,27
568,vote best documentary oscar poll express pls,43
569,identity theft cost infographic,65
570,rahm emanuel chicago ballot news,19
571,remember alex brown,54
572,keeping informed,64
573,thumb xoom super bowl commercial great dig earphone,10
