doc_idx,text,true_label
236,can i use regular olive oil instead of virgin,9
237,what is the calorie count for this milkshake,9
238,what is the carry-on policy for flights on delta airlines,0
239,how many places in dallas can i rent a car,0
240,can you help me plan a vacation,6
241,vacation request please,6
242,michael will reserve a table for two at 7:00pm for olive garden,9
243,how much is the car bill this month,7
244,where did you live before you moved here,4
245,"in x, will i be charged to use my card",5
246,i want to talk english,3
247,i need to start a timer,8
248,is there a spending limit,5
249,unfortunately it would appear that my luggage is totally lost,0
250,where would i find my luggage,0
251,catch you later,4
252,where am i located on the map,1
253,where are you coming from,4
254,go to whisper mode until my morning alarm goes off,3
255,what the numerical number inside my bank accounts,7
256,would you repeat what you said earlier,3
257,where is my package en route,2
258,pay my light bill,7
259,is it possible to get reservations at ihop,9
260,can you find me the apr listed on the statement for my citi mastercard,5
261,what's the typical wait time for mr joes pizza,9
262,it was great talking to you,4
263,what is the carry-on policy for flights on transaero,0
264,i gotta jump start my car,1
265,what are my finances like lately,7
266,what day did i set on my calendar for the first day of school,2
267,what did i tell you to call me,3
268,when is boarding scheduled for my flight,0
269,do you have any monkey jokes,4
270,set an alarm for ten tomorrow,8
271,can you reserve a table for 6 at red robin under the name mavrick at 5 clock,9
272,how many mpg does this car get in the city,1
273,is your voice from a human or is it synthesized,4
274,do you know my state tax total,6
275,would you move 100 dollars from the checking and put it into savings,7
276,how many days can i take for vacation,6
277,what is the process of setting up direct deposit,6
278,i'm unable to use my card because it's been ruined,5
279,i would like to hear something funny,4
280,can you calculate the square root of 172,8
281,change to something that's not whisper mode,3
282,is it going to be much longer until i reach the bank,1
283,how long can i keep milk in the fridge,9
284,find me the exchange rate between usd and cad,0
285,take paper towels off of my shopping list,2
286,what's the weather like today,8
287,that checks out,3
288,english to spanish for dog,0
289,how long ago did i take my car to the shop,1
290,is it ok to use bananas instead of oranges in the recipe,9
291,how many liters are in 1 gallon,8
292,where have you come from,4
293,please put babysitting on my to do list,2
294,are the reviews for ned's good,9
295,good bye then,4
296,what's my spending limit on my discover,5
297,how much in taxes will i owe,6
298,give me a 10 minute timer,8
299,bake time for brownies,9
300,what do i call you,4
301,can you set an alarm,8
302,how long do i need to cook chicken,9
303,tell me nutritional info for brocoli,9
304,i gotta know how many points i have gotten with my debit card,5
305,how many calories are in hamburgers,9
306,can you give me a american dinner suggestion,9
307,go to whisper mode until i say to go back to normal,3
308,how do i plan a vacation,6
309,find out where i am on the map,1
310,how would i say where is the bathroom if i were korean,0
311,make a call for me to the vet,8
312,iterate over the items on my grocery list,2
313,when were you made,4
314,would you tell me the hobbies the ai has,4
315,"what is 25% of $54,788",8
316,"if i want to make a vacation request, how do i do it",6
317,when did i last take my car to the shop,1
318,which gas type goes into this car,1
319,what is the result when you roll a four sided die,8
320,any new info on my vacation,6
321,can you complete an application for a new credit card for me,5
322,i need to confirm my reservation for red lobster for frank,9
323,say my name,3
324,please order some more pepsi,2
325,how much do i earn,6
326,does cuba require vaccines,0
327,when will my credit card no longer be good,5
328,how much gas do i have in the tank,1
329,inform me on what my credit card's apr is,5
330,i need to know how busy denny's is at 6 am,9
331,can you find out the waiting times for mr joes pizza,9
332,am i okay to take those vacation days,6
333,how long should i cook my turkey,9
334,is there enough in my wells fargo account to buy some nike's,7
335,could you reserve table for 3 at carlos jr under the name adam at 4,9
336,please put my account on hold,7
337,state recent transaction,7
338,change audio to whisper mode,3
339,please make your language setting norwegian,3
340,what is the next thing i should do if i lost my luggage,0
341,find me a hotel with good reviews in phoenix,0
342,where can i get my w2 from,6
343,how long does it take to prepare a lasagna,9
344,who do i call to report my card as lost,5
345,give me the date of my last oil change,1
346,this song i'm listening to would be great on my commute playlist,2
347,give me step by step instructions for changing my oil,1
348,can i put in a pto request for january 4th to january 9th,6
349,did i remember to put oatmeal on my list,2
350,will you please slow down your voice,3
351,how many calories are in a cheeseburger,9
352,how did my bank account get frozen,7
353,are you human,4
354,reserve a table at tropicana for 5 people under the name martins for 8pm,9
355,i need to book a flight on jet blue to boston from new york,0
356,is there traffic right now on my route to work,1
357,which gas would be best,1
358,can you go to the next song,2
359,how much have i spent on video games recently,7
360,how long should i bake a cake,9
361,talk to me about the total of my state taxes,6
362,"flip a coin, i'm heads",8
363,i need to know my credit card's rewards balance,5
364,are there any required shots in indonesia,0
365,so how busy is the outback steakhouse at 5 pm,9
366,how would i say nice to meet you if i were russian,0
367,"if i lost my luggage, what should i do next",0
368,friday 5pm schedule a room for meeting,6
369,how much gas do i have here,1
370,please tell me how to increase credit limit for the chase card,5
371,"""i'm going on a flight from lax and going to phl, which is only $120 on june 15th",0
372,call me mike from now on,3
373,"hey there, how are you today",4
374,go to upcoming song,2
375,can you roll a 10-sided dice for me,8
376,what's the limit on my discover card,5
377,so i have any vacation days left,6
378,what is the date when my visa card will expire,5
379,what's the number of vacation days i have left,6
380,what are the travel alerts for the us,0
381,what step should i take next if i lost my luggage,0
382,how can i increase the credit limit on my discover card,5
383,"what's my car's mpg, please",1
384,which hospital is nearest to me,1
385,i'm changing your name to goliath,3
386,can i have more information about this car's highway mpg,1
387,would you provide me with what the point of life is,4
388,let me know who programmed you,4
389,i need a good meal idea from italy,9
390,what kind of hobbies does the ai have,4
391,can you tell me the weather forecast,8
392,what is the current day,8
393,thai food suggestions,9
394,show my my most recent visa card transaction,7
395,i have to pay my water bill but need help doing it,7
396,i must know where to get my w2,6
397,"""which could be improve the credit score",5
398,what do you do after work,4
399,what kinds of activities to you participate in during your free time,4
400,search for a chili recipe for me,9
401,"hello, how's your day",4
402,what's on my list of things to remember,2
403,can i increase the credit limit on my travel rewards card,5
404,i want to know the status of my credit card application,5
405,check on my health care plan,6
406,is the wait more than an hour at the italian place,9
407,what ingredients are needed to make lasgana,9
408,set up a report for a lost card,5
409,will you schedule a conference room for thursday at 4:00,6
410,i don't need mowing the lawn on my to do list anymore,2
411,i would like to know what type of things you can help me with,4
412,what sorts of activities should i get up to while i am in dublin,0
413,find my cellphone for me!,8
414,i need to confirm the reservation for frank at chili's,9
415,i need a flight from boston to miami for under 300 dollars,0
416,how come i got declined,5
417,what's on my calendar on march 10th,2
418,set an alarm for 8 tomorrow,8
419,when is my credit card expire,5
420,set a reminder to buy bread,2
421,it might go either way,3
422,"can you spell out ""wonderful",8
423,can credit card companies expedite delivery of reissued credit cards,5
424,please tell me the name that you have for me,3
425,i wish to know my debit card's rewards balance,5
426,how long will tofu last in the freezer before it expires,9
427,who assembled you,4
428,are cool people at the bar at 9:00 pm,9
429,"pardon, i didn't hear you",3
430,"text dave, i'll be there soon",8
431,i'd like the language to be in spanish,3
432,what day is payday,6
433,what is the expiration date on my chase card,5
434,nice seeing you bye,4
435,i'm going to need an uber for 4 people to go to patty's bar,1
436,what's your bday,4
437,"could you call me by a different name, please",3
438,skip this track,2
439,do you know how to spell curiosity,8
440,"alexa, buy my grocery list",2
441,how's my gasoline how much do i have left,1
442,add what im listening to to my rock playlist,2
443,is milk one of my shopping list items,2
444,please send my location to rob and mary,8
445,i need my bank account frozen,7
446,roll a six sided die for me and tell me the result,8
447,i want to see all transactions in the past month for all accounts,7
448,how much of a credit limit does visa allow,5
449,do i have transaction fees when i use my discover card in rome,5
450,which insurance plan am i enrolled in,6
451,please give me the time,8
452,change voice speed,3
453,give me a coin toss result,8
454,does travelling to st petersburg require a travel visa,0
455,which kinds of pets do you have,4
456,how do i go about cooking a 10lb turkey,9
457,tell me some things to do in phoenix,0
458,can you identify this song that's playing,2
459,how could we convert centimeters to inches,8
460,can i start calling you fred,3
461,i have a fraudulent buy from dave's video on my account,7
462,does olive garden have good customer reviews,9
463,what should you be called,4
464,would you know where to find my phone,8
465,"i need to tell my bank i am, indeed, going to be in london in a few hours",0
466,text steve and tell him i am running late,8
467,are my tires filled enough,1
468,what's a good chili recipe,9
469,tell me some trivia about sweat,4
470,on the speaker what song is playing,2
471,thank you ever so much for that!,4
472,i need a table for two at the havana at nine,9
473,how full is my gas tank,1
474,i need a flight for under 300 from pittsburgh to atlanta,0
475,please play music by acdc,2
476,that's incorrect,3
477,i need to know status of my day off request,6
478,tell me what this song is called,2
479,if i use my discover card in cuba are there transaction fees,5
480,i will be traveling to lima alert my bank,0
481,what is my minimum verizon bill payment,7
482,what were you supposed to remind me of,2
483,what do my federal taxes look like,6
484,how many stars does babbo have,9
485,whats your age,4
486,"have a good day, bye",4
487,"great, thanks!",4
488,could i get some more checkbooks sent to me,7
489,i want to hear cool bee facts,4
490,am i supposed to attend any meetings today,6
491,give me my location,1
492,i need a list of good places to eat near me,9
493,what's the tire pressure of my tires,1
494,text katy and tell her i love her,8
495,i need to know what the point of life is,4
496,define discontent,8
497,how low are my tires right now on air,1
498,what interest rate am i getting from citrix,7
499,what's your boss's name,4
500,who is it that you work for,4
501,tell me where i am,1
502,let's take a look at the weather,8
503,i am not understanding the language you are responding in; switch it for me,3
504,who controls you,4
505,check how many days off i've taken,6
506,what did i spend on beer last month,7
507,create a new reminder to study for my final exams,2
508,how do you say fast in spanish,0
509,how long does it take to get to el paso on a bus,1
510,give me the status of my order,2
511,tell me the current exchange rate between cad and euros,0
512,what is the minimum i can pay on my insurance bill,7
513,i'm looking for a flight from billings to cleveland on may 2 and a return on may 9,0
514,"transfer ninety dollars between glacier checking and farmers accounts, please",7
515,how does the weather feel,8
516,do you know any dad jokes,4
517,find inner tube and buy it for me,2
518,confirm my reservation for joe at hoss's,9
519,tell me what's is on my shopping list,2
520,when am i due for my next oil change,1
521,"is it possible to change oil, if so how and what do i use",1
522,check meeting room availability between one and three pm,6
523,i need to pay my visa,7
524,when is the next time i'll receive a paycheck,6
525,can you see if i can make an appointment to have my oil changed,1
526,how much money am i earning,6
527,tell me how to rollover my 401k,6
528,what do i need to make pasta,9
529,i can't hear you and need you to turn up the volume,3
530,i wanna know who programmed you,4
531,when is my electric bill due by,7
532,contact uber and have them pick me up,1
533,what do i need to make brownies,9
534,i would like to get a new credt card,5
535,please can we go to the next song,2
536,when is boarding scheduled,0
537,what are your hobbies in life,4
538,i need to use my credit points,5
539,did my vacation get approval,6
540,which health plan am i currently enrolled in,6
541,i want to speak to you in swiss german,3
542,alter your accent,3
543,milk should be added to my shopping list,2
544,what is the calorie count of a burrito,9
545,how much vacation time do i have,6
546,what is the calorie content in spaghetti,9
547,how do you make fried rice,9
548,"what name do you go by, ai",4
549,has flight dl123 landed,0
550,i need to set an alarm,8
551,"no, that is incorrect",3
552,cancel my reservation for bob at red robin,9
553,what name do you want me to use,4
554,what month does my credit card expire,5
555,is there meaning in life,4
556,350 set the oven,2
557,i need to put in a payment towards my phone bill,7
558,help me get my gas bill paid,7
559,what is the calorie content in potatoes,9
560,volume set to 4,3
561,can you tell me the date of my last check,6
562,can you search recommended casual restaurants for tonight in philadelphia,9
563,what is my current salary,6
564,can you book a meeting room for friday at 9:00 am,6
565,i need an appointment for someone to check out my check engine light being on,1
566,how much gas is left in my car,1
567,what is the process of making a vacation request,6
568,give me a amusing fact about wolf,4
569,what is the shipping status of my replacement card,5
570,please add this song to my study playlist,2
571,what's the amount of my income,6
572,my tires are 29 months old should u change them,1
573,i must know the next holiday,6
574,how much money do i make from work,6
575,my tires need how much more air in them,1
576,pay $175 on my visa,7
577,i need a direct deposit,6
578,i need to call my friend,8
579,let's flip a coin i choose heads,8
580,how much have i spent on tires this month,7
581,what is the reason humans even exist,4
582,i want to hear something funny about history,4
583,check the start time of the meeting scheduled for today,6
584,what taxes do i owe,6
585,how does measurement slugs convert to measurement lb,8
586,do you know any jokes,4
587,what is the exchange rate between us dollars and japanese yen,0
588,can you notify my bank that i will be traveling to mexico between march 1st and 15th,0
589,tell me when i'll need new tires,1
590,i want to know if my credit card application has been processed,5
591,my account shows a transaction that i didn't make from foot locker,7
592,how do i go about getting cash for my card points accumulated,5
593,has the french laundry gotten good reviews lately,9
594,"the song that goes, ""starships were meant to fly"", play it",2
595,what pets do you own,4
596,i wish to know the next holiday,6
597,what is the updated points that i earned with synovus card,5
598,what is the balance on my vacation days,6
599,is my tire pressure high,1
600,find the closest cvs near galleria mall,1
601,how is my vacation looking,6
602,i would like to change the name on my capital one account,7
603,how much of my pto is gone,6
604,what's your name,4
605,"sorry, i didn't catch that could you say it again",3
606,how often should i get my tires changed,1
607,it is false,3
608,is milk on my shopping list,2
609,i want to change to a new allstate insurance plan,6
610,i need to lock my account right now!,7
611,is milk one of the things i need to buy,2
612,who do i contact to report fraud on my visa,7
613,how much do i take home yearly,6
614,i need a reminder to give the dog his medicine at ten tonight,2
615,can i increase the credit limit on my mastercard,5
616,thank you for that reply,4
617,i need interesting baseball trivia from the nineteen eighties,4
618,take the doctor appointment off my calendar please,2
619,should i schedule a car maintenance,1
620,is my order on its way or what's going on,2
621,inform my bank i'm seeing italy,0
622,can you phrase that question again,3
623,please review my recent visa card transaction,7
624,what kind of things can you help with,4
625,would you please switch to the male voice,3
626,is there a travel alert in spain,0
627,what are the nutrition facts for greek yogurt,9
628,tell me when i got my car checked last,1
629,can you please let me know the status of my capital one application,5
630,which countries have travel alerts,0
631,name unusual facts about the circus,4
632,what instructions do i need to bake a cake from scratch,9
633,what's my current bank account total,7
634,i need an alarm,8
635,can i increase the credit limit on my visa card,5
636,i need to go downtown with 2 people; can you get me an uber,1
637,can you let me know what company were you designed by,4
638,thanks a million,4
639,which type of gas does this car take,1
640,how do i do an oil change,1
641,what is some trivia about the weather,4
642,a table for two needs to be reserved for 7:00pm at olive garden using the name michael,9
643,would you describe yourself as a cat or dog person,4
644,what kind of indian would you recommend,9
645,help me rollover my 401k,6
646,do i need a visa if i'm going to san jose,0
647,is flight dl123 going to arrive on time,0
648,erase meeting with jeff from my calendar,2
649,"um, i'm not quite sure",3
650,don't call me bill anymore - call me bob,3
651,what pets do you have,4
652,hey there,4
653,how many millimeters are in 21 centimeters,8
654,"if i travel abroad, do i need vaccinations",0
655,would it be okay to change your name to daphne,3
656,please throw this song onto my cleaning playlist,2
657,look up recipe time for this,9
658,would you call yourself a human or a computer,4
659,could you track an order for me,2
660,what is my car's mpg,1
661,is my oil change coming up soon,1
662,can you assist me in moving money from one account to another,7
663,i'd like to get soda while i'm out; add it to my shopping list,2
664,i'd like to pay $4735 to my water bill,7
665,how do you cooked eggs,9
666,where do i look to get a w2,6
667,can you tell me the time zone for la,0
668,what have i spent on fast food recently,7
669,what's the interest rate on my savings account,7
670,how long will it take to make an omelet,9
671,tell me nutritional info for lettuce,9
672,i want you to change to the male voice,3
673,how do i apply do get myself a visa,5
674,i'm going to need to book an uber to universal studios,1
675,i don't remember buying this,7
676,can you tell me the routing number to pnc,7
677,stop processing,3
678,give me a summary of today's meetings,6
679,how many japanese yen are in a us dollar,0
680,is my meeting with frank on my list of reminders,2
681,how old would you be,4
682,can i increase the credit limit on my capital one card,5
683,how do you address my name,3
684,how much do you get when you roll an eight sided die,8
685,what is the process for reporting my card as lost,5
686,where did you grow up,4
687,that's a negatory,3
688,"i need to cancel my reservation after all, please",9
689,add 45 to 87 plus 54 plus 43 plus 22,8
690,how do i redeem my visa points,5
691,what's the status of by delta flight,0
692,i can't remember if i added the fun run to my calendar yet; did i,2
693,can you tell me the traffic situation from philadelphia to the new jersey turnpike,1
694,number of calories in coke,9
695,i want to only use the whisper sound,3
696,what is the time is central time zone,8
697,what gas does this car use,1
698,what is the carry-on policy for flights on the airline called jetblue,0
699,how soon until i will need to get my oil changed,1
700,i want to change the oil in my car but i do not know how to do it can you help,1
701,switch over to whisper mode,3
702,i need help to transfer my 401k,6
703,what is my remaining amount of pto days,6
704,what is the current time,8
705,can you place an order for the olive oil i just finished,2
706,what ingredients are in tacos,9
707,how many transaction fees are there when i use my discover card in rome,5
708,show me my recent transactions from account xyz,7
709,take tennis practice off my to do list,2
710,has my package been sent,2
711,i want to pay my bill through the app,7
712,i want to know when the deadline is to pay my car loan,7
713,is there any meetings from 5 to 6 pm,6
714,how many teaspoons is one tablespoon,8
715,what is the day off request status as of now,6
716,help me get w-2 form,6
717,please confirm my reservation for bar les freres at 7,9
718,do you know when i'll receive my next paycheck,6
719,how many centimeters are in 12 meters,8
720,find a place near me to have my tires inspected,1
721,can i make it to los angeles with this fuel level,1
722,who set up the numbers for it,8
723,can i get to cuba with this visa,0
724,i can't use my card because it’s broken,5
725,how long is the wait at fridays,9
726,"i'd like to make a reservation at rooth chris, can you do that",9
727,can you check to see if my shopping list already has milk,2
728,what's my credit card's annual percentage rate,5
729,revert to factory settings,3
730,how to you spend your free time,4
731,what happened to my luggage,0
732,can you buy something,2
733,is vaccination necessary for travel to asia,0
734,roll five sided dice,8
735,i do not actually need my reservation anymore,9
736,please rely on your original settings,3
737,ac temperature is at what,2
738,can i get a timer set,8
739,how many days on holiday do i have,6
740,recite the items i'm planning to purchase,2
741,how can i get a limit increase on my discover card,5
742,tell me when to get my tires changed,1
743,how much gas do i have left in my tank,1
744,that might be the case,3
745,i need to pay my electric bill,7
746,how long can i freeze tofu before it goes bad,9
747,is there traffic on my work route,1
748,adjust volume setting to 4,3
749,i am unable to say,3
750,what's my apr rate,5
751,how long will it take to cook a lasagna,9
752,how is the weather looking in seattle,8
753,please assist me in looking for my phone,8
754,can i rent a sports car in augusta for 3/4 through 3/8,0
755,do you have any information on how to open a new credit card,5
756,i am asking you to add this song to my country music playlist,2
757,i need to up by noon,8
758,tell me if the new york restaurant takes reservations,9
759,skip ahead one song,2
760,i must get the w-2 form,6
761,"how do you spell ""montpelier",8
762,call me an uber please,1
763,"hey, what's up",4
764,can i get someone to check my check engine light,1
765,it was great to speak with you,4
766,please try to confirm my reservation for jim at barney's,9
767,i want to know how many days off i have utilized until now,6
768,what is amount of time it takes to get a new credit card i lost mine recently,5
769,whats the total of my federal taxes,6
770,does my vacation have approval,6
771,what time is it in phoenix,0
772,please reserve a table for two at olive garden at 7:00pm for michael,9
773,please tell me if my application for the hsbc card has gone through yet,5
774,how do i roll over my 401k,6
775,please let lisa and chris know my location information,8
776,can i put in a pto request for december 3rd to december 10th,6
777,call mom,8
778,can you suggest a french restaurant,9
779,read my todo list,2
780,abort mission,3
781,yes please,3
782,unsync from my phone please,3
783,how come my credit card isn't working,5
784,could you hit next,2
785,why did i get rejected on my card,5
786,how do i submit an application for a discover card,5
787,what taxes will i owe from my income,6
788,i need to call sal,8
789,help me convert kilos to pounds,8
790,what is the conversion of $30 in canadian dollars,0
791,let's hear a joke!,4
792,you can stop talking ai,3
793,what does post rush hour traffic generally look like heading into the lincoln tunnel in manhattan from new jersey,1
794,can you tell me my bank balance,7
795,has my mastercard application been processed,5
796,what do i have in my bank accounts right now,7
797,how can i unfreeze my bank account,7
798,can i use my points to pay my credit card,5
799,please tell me my car's tire pressure,1
800,"what do i call you, ai",4
801,what can i use to convert from centimeters to inches,8
802,know any dad jokes,4
803,i need to cancel my reservation after all,9
804,i wanna check my rewards for my credit card,5
805,"alexa, connect to the phone now",3
806,"book me a flight to dallas from st, paul, minnesota on delta airlines",0
807,the list should also have 2 loaves of bread,2
808,"if i go to columbia, will i need a visa",0
809,i am going to need help paying my rent bill,7
810,is my vacation approved,6
811,see you later,4
812,please inform my bank i'll be vacationing in the bahamas in a couple of days,0
813,how much do i get paid,6
814,"ai, flip a coin for me",8
815,"alexa, buy a new television",2
816,undecided,3
817,did the application for my visa card finish,5
818,how much do i earn a year,6
819,what is 300 divided by 42,8
820,send david my location,8
821,i need you to repeat that please,3
822,can i get reservations at applebees,9
823,how long does it take for a credit card to be reissued and mailed to me,5
824,i'm trying to raise my credit score can you tell me what it is now,5
825,i want a meal from vietnam to be suggested to me,9
826,what are the visa requirements for brazil,0
827,i want to talk to you about your hobbies,4
828,what's the definition of remunerative,8
829,find the nutrition info for cheese fries for me,9
830,can i get more credit,5
