doc_idx,rewrite
133,Condensed Matter Physics
138,Partial differential equations
139,Nuclear structure.
136,Quantum mechanics
144,Condensed Matter Physics
134,Mathematics
141,Astrophysics
142,Physics
135,Quantum mechanics with magnetic field
143,Statistical Physics
140,Atomic Physics
146,Mathematics
149,Statistics
147,Geomechanics
145,Audio Classification
151,Condensed Matter Physics
152,Astrophysics
150,Mathematics
156,Natural Language Processing
157,Mathematics
155,Wireless Sensor Networks
154,Statistical Physics
161,Computer Science
158,Mathematics
160,Nuclear Physics
148,Mathematics
162,Mathematical Game Theory
169,Cloud computing cluster admission problem.
164,Finance
166,Astrophysics
168,Quantum mechanics.
172,Astrophysics
170,Computer Science
165,Particle Physics
167,Infectious Disease Severity Detection
171,Mathematical Physics
163,Optical character recognition techniques.
159,Financial Econometrics
178,Astronomy
175,Quantum physics
173,Mathematics
153,Quantum Mechanics
174,Quantum thermalization theory.
179,Transcriptional regulation in gene expression data.
176,Nuclear physics
183,Control systems theory
182,Mechanical Engineering
177,Optoelectronics in high vacuum.
180,Astrophysics
181,Fractal geometry.
184,Astronomy
188,Algebraic Geometry
189,Combinatorics
186,Plasmonics
187,Probability of ruin in risk model with variable premium intensity and risky investments.
185,Mathematical Optimization
195,Particle Physics
190,Statistics
193,Electrical Engineering.
194,Physics
197,Nonlinear Chance-Constrained Optimization
191,Physics
192,Astronomy
201,Neuroscience
198,Quantum field theory
196,Transportation Science
207,Mathematical Physics
199,Dynamical Systems
202,Aerospace Engineering
205,Mathematics
200,Nuclear physics
206,Astronomy
204,Quantum Deep Learning
208,Dynamical systems
211,Particle physics
212,Quantum Physics
213,Theoretical Physics
214,Condensed Matter Physics
210,Astronomy
215,Geostatistics
217,Computer Vision
221,Nuclear Physics
203,Fluid dynamics
219,Reinforcement Learning in End-to-end Dialog Agents
222,Astrophysics
216,Particle Physics
218,Condensed Matter Physics
223,Quantum mechanics
220,High-energy physics.
209,Astronomy
224,Particle physics
228,Theoretical Chemistry
230,Mathematical Physics
231,Mathematical Analysis
225,Particle Physics
233,Particle physics
229,Quantum algorithms for nonlinear structures
234,Condensed Matter Physics
226,Plant tissue culture
235,Nanotechnology
236,Algebraic geometry
238,Graphene band gap tuning by monovalent ions.
232,Astrophysics
237,Astronomy
227,Microwave-assisted transparency in M-system.
240,End-User Informatics
239,Representation theory of SL_2(F_q)
241,Astrophysics
242,Mathematics
243,Graph theory
248,Chemistry
244,Medical imaging analysis
245,Particle physics
246,Computer Science
254,Quantum simulation of electron-phonon coupled quantum dots in nonequilibrium.
251,Optical tweezers in holographic-mechanical system.
247,Nonlinear parabolic equations
250,Particle Physics
255,X-ray Astronomy
249,Astrophysics
252,Quantum Physics
260,Mathematics
257,Nuclear Physics
256,Astrophysics
261,Computer Science
263,Mathematics
258,Computer Science
264,Astronomy
259,Astronomy
268,Particle physics
262,Plasma physics
266,Dynamical Systems
253,Cognitive Science
265,Nuclear Physics
267,Combinatorial Designs
269,Astronomy
270,Nuclear physics
274,Control Systems Engineering
275,General relativity.
273,Third harmonic generation susceptibility on polymers.
271,Astronomy
282,Astrophysics
272,Particle Physics
283,Data Science
281,Astrophysics
276,Network Analysis
277,Microwave magnetic resonance study in the GHz range.
284,Mathematical analysis
279,Particle Physics
288,Terahertz field generation through two-color filamentation of mid-infrared laser pulses.
289,Chaos theory.
280,Quantum gravitational optics
291,Materials Science
278,Machine Learning Properties
296,Cryptography
290,Astrophysics
292,Mathematics - Toric Geometry
294,Mathematics - Random Holomorphic Iteration
293,Condensed Matter Physics
295,Astronomy
287,Condensed Matter Physics
286,Condensed Matter Physics
298,String theory
285,Quantum field theory.
297,Medical Imaging
301,Particle physics
303,Mathematical Physics
300,Linear algebra
304,Topological Categories
302,Biology
299,Materials Science
305,Astronomy: Elemental depletions in the Magellanic Clouds and metallicity evolution.
306,Astronomy and Astrophysics
309,Computer Science
308,Mathematical Physics
314,Operator theory in functional analysis.
311,Stellar Evolution
315,Astronomy
307,Theoretical Physics
317,Astronomy
313,Thermodynamics
318,Mathematics
310,Astrophysics
321,Quantum mechanics probability.
323,String theory
320,Fluid Dynamics
312,Cosmology
327,Quantum Cryptography
328,Quantum machine learning
319,Cosmological applications of scale-invariant helical magnetic fields in statistics.
324,Cosmology.
329,Materials Science
330,Artificial Intelligence
325,Quantum optics.
331,Cosmology.
322,Graph Theory
326,Astrophysics
333,Number theory
332,Quantum algebra.
316,Ecology of cyber-invasive species.
336,Statistics
337,Mathematical Physics
340,Particle Physics
335,Quantum Chromodynamics (QCD)
339,Computer Science
334,Astronomy
344,Wireless Sensor Networks
338,Operations Research
341,Astronomy
345,Transportation Engineering
342,Astronomy
347,Educational Computer Science Models
346,Mathematical Physics
351,Fluid dynamics
350,Condensed Matter Physics
352,Computer Science
349,Four-dimensional N=1 supergravity.
343,Mathematics
357,Wave physics
361,Quantum information theory
354,Astrophysics
353,Astronomy
356,Terahertz wave control in scattering media.
362,Cosmology
348,Quantum optics
355,Data Mining
363,Quantum Electrodynamics
358,Aerospace Engineering
359,High Energy Physics
365,Mathematical Physics
360,Condensed Matter Physics
364,Fractional binary market arbitrage proportions.
366,Computer Science
368,Condensed Matter Physics
369,Condensed Matter Physics
371,Quantum mechanics in finite dimensional Hilbert space.
374,Physical Chemistry
375,Astrophysics
376,Atomic physics
367,Optics
380,Compressed sensing.
377,Plasmonics
370,Photonics
378,Particle physics
379,Fractional Quantum Hall States
372,Particle physics
381,Astronomy and Astrophysics
385,Computer Science
382,Music Technology
383,Machine Learning
391,Data Science
386,Mathematical analysis of mean curvature flow.
387,Astrophysics
390,Electrothermal instability modeling
384,Condensed Matter Physics
393,Cosmology
373,Stochastic thermodynamics
388,Quantum field theory
394,Atomic Physics
392,Plasmonic eigenvalue problem for corners
395,Differential Geometry
389,Algebraic geometry
397,Human Activity Recognition
400,Seismology
396,Mathematics
403,Neural Rendering
405,Computer Science
402,Operator least squares problems in Krein spaces.
401,Mathematics: JSJ decompositions in free group doubles
407,Mathematical Graph Theory
398,Astronomy
406,Astronomy: Weak magnetic fields in Herbig Ae/Be stars.
404,Astronomy
409,Machine Learning
408,Quantum Physics
416,Plasma Physics
411,Quantum ergodicity
410,Mathematical Physics
399,Mathematical Physics
413,Astronomy
420,Astrophysics
412,Nuclear Physics
414,Numerical methods in reproducing kernel Hilbert space for fifth-order boundary-value problems.
417,Error correction codes
415,Probabilistic logic models in reinforcement learning.
424,Planetary Science
422,Computer Science
425,Artificial Intelligence
421,Computer Science - Consistency Models in Distributed Systems
423,Convex optimization.
418,Statistical superfield in physics.
428,Computer Science
426,Natural Language Processing Evaluation
432,Open access policy compliance monitoring in Spanish universities.
430,Astronomy
419,Mathematical Physics
436,Mathematics - Inverse Nodal and Ambarzumyan problems for the p-Laplacian
435,Astronomy
431,Mathematics - Graph Theory
433,Particle Physics
439,Particle physics
437,2-D Incompressible Isotropic Elastodynamics
438,Optics
442,Time series analysis
427,Biomechanics of legged locomotion on dynamic rigid surfaces.
441,Condensed Matter Physics
429,Condensed Matter Physics
440,Mechanics of composite materials
443,Mathematical modeling
447,Astrophysics
445,Graph Theory
434,General Relativity
444,Condensed Matter Physics
450,Astronomy: Massive stars and interstellar medium energy balance.
451,Medical Image Analysis
446,Astrophysics
454,Particle physics
453,Cellular Automata Prediction
452,Materials Science
448,Control Systems Theory
455,Astronomy
458,Mathematics - Linking Number Formula
456,Quantum field theory
459,Computational fluid dynamics.
461,Mechanics of Materials
457,Condensed Matter Physics
464,Solar Physics
449,Computer Vision
460,Plasmonic Nanoantennas
465,Astronomy.
467,Wireless communication.
470,Statistics
468,Neuroimaging
462,Particle physics
463,Quantum Monte Carlo in Algorithmic Differentiation
466,Graph Theory
472,Astronomy
471,Astronomy
475,Fluid dynamics
474,Mathematics - Fourier-Mukai transforms on non-Kahler elliptic surfaces
477,Transportation Economics
476,High-energy particle physics
479,Particle Physics
478,Snow Density Modeling
473,Materials Science
482,Mathematics: Rational Cherednik algebra representations of type A.
481,Astronomy
480,Astrophysics
488,Genomics.
491,Particle physics
486,Human Computation
469,Computer Science
484,Condensed Matter Physics
485,Quantum Physics
483,Quantum Physics
489,Mathematical Physics
493,Physics
487,Condensed Matter Physics
498,Astrophysics
492,Mathematical completions of operator modules and C*-algebraic unitary operator modules.
499,Statistics
497,Condensed Matter Physics
496,Neutrino-induced long range forces at finite temperature.
501,Quantum field theory
504,Topology of conformally compact Einstein 4-manifolds
502,Nuclear Physics
503,Astrophysics
494,Quantum physics
495,Condensed Matter Physics
500,Nuclear Physics
506,Nuclear Physics
505,Astrophysics
509,Computer Science
507,Game theory
510,Offline Reinforcement Learning
508,Seismology
511,Robotics
515,Computer Science
513,Cosmological structure evolution.
517,Quantum Annealing in Magnetism
518,Emergent Gravity
514,Nanotechnology
490,Neuromorphic Spintronics
519,Reinforcement Learning
524,Mathematical dynamics
522,Phase transitions in scale-free networks.
525,Computer Science
516,Aerial imagery vehicle detection.
520,Astrophysics
521,Mathematical Physics
512,Condensed Matter Physics
528,Mathematics
523,Particle Physics
526,Information Retrieval
527,Mathematical analysis of critical fractional p-Laplacian problems.
531,Algebraic geometry
530,Machine Learning
532,Particle physics
535,Probability Theory
534,Astrophysics
533,Extreme Value Statistics in Scientific Research
529,Medical Imaging
536,Machine Learning
538,Computer Science
537,Wireless Communications
541,Materials Science
540,Number theory
542,Mathematics
539,Astronomy
543,Solid-state physics
544,Communications Engineering
545,Theoretical Physics
551,Plasma physics.
553,Astronomy.
554,Neuroscience
552,Information Retrieval
546,Natural Language Processing
556,Astronomy.
547,Solar physics
558,Solar physics
557,Neuroscience
559,Astronomy.
548,Chinese Literature Named Entity Recognition and Relation Extraction Dataset.
550,Physical Chemistry
549,Cosmological dynamics in anisotropic $R^n$-gravity
555,Mathematics: Brill-Noether existence in low genus graphs
561,Combinatorics
562,Quantum Chromodynamics
566,Stellar Astrophysics
560,Thermodynamics
571,Mathematics
565,Astrophysics
564,Astronomy: SKA Rotation Measures in Magnetised Universe
570,Speech synthesis using gated recurrent neural networks.
567,Physics
572,Astrophysics
574,Computer Science
575,Telecommunications and Networking
569,Particle Physics
563,Natural Language Processing
576,Quantum Annealing in Industry Applications
573,Graph Theory
568,Quantum physics
577,Particle Physics
580,Mathematical set theory in C$^*$-algebra invariants.
583,Condensed Matter Physics
582,Deterministic reaction diffusion models
584,Computer Networking
588,Computer Science
586,Economics: Autocatalytic model of Minsky's financial instability hypothesis.
579,Mathematics - Bregman Distances
581,Astronomy
589,Solar physics
585,Computer Vision
591,Wireless Communications Security
590,Natural Language Processing
587,Astronomy
592,Temporal Language Models
593,Computer Science
578,Computer Science
596,Quantum Mechanics
594,Topology
597,Computer Science
599,Solid-state physics
601,Computer Vision
600,Biological Simulation
598,Astrophysics
604,Mathematical analysis
605,Computer Vision
595,Statistics in Scar Intensity
602,Nanotechnology
608,Astronomy
607,Astronomy: Deep Learning for Photometric Redshift Estimations
612,Ornithology
616,Astrophysics
615,Mathematics
618,Spintronics
619,Mathematical Analysis
610,Ideal MHD singularity detection.
603,Astronomy
606,Astronomy
611,Neural network activation function synthesis.
613,Particle physics
620,Statistics
621,Astrophysics
609,Medical Imaging
614,Particle Accelerator Modeling
617,High-energy astrophysics.
626,Service Identification Approach in Science.
623,Condensed Matter Physics
629,Geometry
627,Mathematics
630,Condensed Matter Physics
625,Astronomy
632,Statistical Physics
622,Black Hole/CFT Correspondence in Supergravities
633,Fractal Autoencoders for Feature Selection
635,Transportation Science
631,Cosmology
634,Mathematical Analysis
639,Surface Haptics
637,Quantum Physics
636,Astronomy: Super-Chandrasekhar Mass Type Ia Supernova Study
641,Astronomy
643,Astronomy
640,Meta-analysis in medical research.
628,Statistical Data Privacy
642,Chaos theory
644,Mechanical Metamaterials
638,Particle Physics
624,Philosophy of science
646,Computer Science
645,Astronomy
649,Solid State Physics
647,Sheaf theory
651,Statistics
652,X-ray CCD readout technology.
653,Physics: D=11 Supergravity
648,Mathematical Physics
650,Astronomy
656,Condensed Matter Physics
659,Astronomy
660,Thermodynamics
661,Astrophysics
657,Collective behavior in swarms.
655,High temperature superconductivity in high pressure conditions.
658,Forestry.
654,Quantum mechanics in graphene.
666,Operations Research
668,Computer Vision
662,Rheology.
663,Astronomy
665,Ecology
669,Wireless Communication Networks
664,Graph Theory
672,Superconformal Algebra
667,Quantum Computing
671,Dynamical Systems
675,Mathematical Analysis
670,Fluid dynamics
677,Condensed Matter Physics
674,Nanophotonics
679,Astrophysics
680,Argumentation Mining in Amazon Review Analysis
683,Physics - Reference frames
682,Condensed Matter Physics
678,Physical Chemistry
685,Physics
686,Mathematical Analysis
681,Quantum Chemistry
676,Astroparticle physics.
673,Quantum Field Theory
689,Mathematical Analysis
690,Mathematical Physics
684,Superconductivity in clean $s$- and $d_{x^2-y^2}$-wave superconductors with angular dependence.
697,Mathematics - Topology
687,Mathematical Physics
696,Astronomy and Astrophysics
691,Differential Geometry
698,Mathematics - Lagrangian tori in affine conic bundles
695,Image Processing
694,Quantum gravity and information loss.
693,Computer Science
699,Political Science
703,Condensed Matter Physics
700,Mathematics - Riccati differential equations and subgroup numbers for modular group lifts.
701,Astronomy
702,Computer Science
688,Signal Processing
692,Particle physics
710,Quantum Physics
707,Theoretical Physics
705,Mathematics
713,Convex Composite Programming
715,Mathematics
711,Inorganic Chemistry
717,Particle physics
709,Neural network risk bounds with Gaussian prior.
712,Astronomy - Elemental Abundances in Stars
706,Probabilistic Programming
714,Physics of thermal emissivity in 3D photonic band gap crystals.
719,Statistics
718,Computer Science
716,Algebraic homomorphisms in function theory.
724,Communications Engineering
721,Physics
722,Algebraic geometry
727,Particle Physics
720,Wireless Communications
704,Astronomy
723,Network Science
726,Materials Science
708,Mathematics
729,Astrophysics
725,Physical Chemistry
728,Algebraic geometry
731,Mathematical Analysis
732,Communications Engineering
735,Complex network analysis
734,Statistics
736,Physics
737,Astronomy
730,Uncertainty modeling in multiple hypotheses prediction.
738,Graph Theory
733,Supergravity
743,Computer Vision
741,Control optimization in algebraic geometry.
740,Quantum Einstein gravity with $R^2$ truncation
739,Quantum Physics
746,Mathematics - Algebra
747,Astronomy
745,Astrophysics
744,Quantum Hall Effect
749,Astrophysics
752,Computer Vision
753,Mathematics - Fourier shape transform of polygon and polyhedron
750,Nonlinear Schrodinger equation in defocusing nonlocal optics.
751,Artificial Intelligence Ethics
755,String Field Theory
756,Materials Science
757,Algebraic Generators
759,Combinatorics
754,Sports Science
761,Power electronics.
762,Virology
758,Quantum Physics
742,Astronomy: Type Ia supernova explosion properties from late-time spectra.
765,Computer Vision
763,Mathematics - Exponential equations in acylindrically hyperbolic groups
767,Vehicle Dynamics
748,Condensed Matter Physics
764,Computer Science
760,Fluid dynamics
769,Fluid dynamics
770,Neuroscience
771,Spatial Information Management
766,Astrophysics
774,Condensed Matter Physics
773,Spatial simulations in time domain using Triggered Cells Method.
775,Astrophysics
768,Particle Physics
779,Mathematics - Eigenvalue Intensity
780,Cosmology and gravity in de Sitter spacetime.
777,Neural network simulations for progressive lens performance prediction.
778,Nanomaterials
783,Particle Physics
776,Nuclear physics
785,Sports analytics
781,Condensed Matter Physics
788,Computer Science
790,Astrophysics
787,Mathematics - Eigenfunctions
784,Physics
786,Wireless Network Spectral Efficiency Scaling Laws
789,Mathematics: Compact Metric Spaces
793,Stochastic wave equations
794,Data Science
791,Astronomy
772,Interstellar cloud structure analysis using Delta-variance method for turbulence.
782,Mathematics
796,Materials Science
792,Astronomy
797,Astrophysics
798,Condensed Matter Physics
803,Information Retrieval
802,Computer Vision
801,Astronomy
806,Astronomy
795,Cosmology
805,Algebraic geometry
800,Statistics
804,Evolutionary biology.
810,Physical Chemistry
807,Astrophysics
812,Particle Physics
809,Particle Physics
808,Astrophysics
799,Bioanalytical Chemistry
811,Condensed Matter Physics
813,Astrophysics: Testing fundamental constants through astrophysical methods.
814,Mathematics - Stochastic Iterative Hard Thresholding
815,Condensed Matter Physics
816,Mathematics: Automorphic Green functions for orthogonal groups
817,Nuclear physics
819,Optical Physics
822,Particle Physics
820,Machine learning calibration.
825,Computer Science
823,Quantum physics
818,Nuclear Physics
824,Medical Imaging in Federated Learning
826,Mathematical Physics
829,Economics of spectrum auctions
827,Stochastic Optimization
828,Gravitational Lensing
831,Nuclear physics
832,Data Science
834,High-energy physics
833,Probability Theory
835,Mathematical Physics
821,Condensed Matter Physics
830,Mathematics - Fiber Bundles
836,Neutron reflection in condensed matter.
837,Algebraic topology
839,Machine Learning
841,Particle Physics
842,Nuclear physics.
848,Condensed Matter Physics
844,Computer Vision
843,Image Reconstruction
849,Astronomy
850,Condensed Matter Physics
846,Theoretical Physics
845,Artificial Intelligence
852,Quantum physics.
851,Astrophysics
853,Mathematics
847,Quantum Chromodynamics Chiral Phase Transition
840,Algebraic geometry.
838,Computer Vision
859,Information Theory
854,Engineering: Decentralized Trajectory Design in Cellular UAV Networks
860,Mathematics
862,Physics
861,Cosmology
857,Molecular Biology.
864,Mathematics
858,Machine Learning
867,Mathematical Inequalities
866,Biomechanics
868,Geometric minimal foliations in hyperbolic three-manifolds.
869,Mathematics
865,Algebraic geometry.
870,Mathematics
871,Computer Vision
872,Mathematics - Topology
855,Spectral analysis for quantifying total carbon in Brazilian soils.
856,Mathematics - Symmetric functions
877,Computer Science
875,Physics: Conformal Einstein Field Equations
876,Numerical methods for infinite spin chains with long-range interactions
863,Quantum cosmology
879,Particle Physics
873,Computer Vision
874,Particle physics
881,Mathematics - Group Theory
880,Integral Equations
886,Probability Theory
878,Particle physics
887,Physical Sciences
891,Astronomy
892,Mathematics
889,Physics: Magnetic field superposition in finite wire.
894,Condensed Matter Physics
895,Particle physics
897,Solar Physics
884,Nuclear physics
882,Electrical Engineering
898,Quantum Mechanics
900,Condensed Matter Physics
893,Particle Physics
888,Wireless Network Throughput
890,X-ray imaging.
899,Quantum field theory in curved spacetime
885,Astronomy
903,Condensed Matter Physics
906,Optics
901,Quantum Mechanics
896,Astronomy
902,Mechanics of Materials
907,Quantum Chemistry
910,Condensed Matter Physics
904,Mathematical Analysis
909,Condensed Matter Physics
905,Acoustic anomaly detection in smart factory.
913,Network Theory
912,Mathematics - Group Theory
914,Physics - Anderson Localization
908,Mathematics
916,Astronomy
883,Particle Physics
911,Network Science
918,Mathematics - Singular Curves
917,Cryptography dynamical systems.
915,Information Retrieval
922,Quantum field theory
919,Spintronics
920,Number Theory
923,Algebraic geometry.
924,Stochastic Optimization
926,Network Science
927,Astronomy - Exoplanet System HD-17156
921,Mathematics - Lipschitz free spaces
928,Physics-informed model reduction of swing equations.
929,Neuroscience
930,Geophysics.
931,Reinforcement learning for continuum robots.
932,Computer Vision
934,Particle Physics
935,Social choice theory
925,Astrophysics
933,Astrophysics
937,Machine Learning
940,Statistics for functional data
941,Cosmology in Rheonomic Supergravity
945,Materials Science
943,Control Systems Engineering
944,Electronic structure of group-III nitrides
939,Astronomy
938,Statistical Computing
948,Geometry
949,Computer Science
942,Space Weather
946,Mathematical logic
950,Nuclear physics
947,Particle physics
951,Security Games with Additive Utility
953,Particle Physics
956,Quantum dot excitonic complex decay dynamics
957,Magnetic topology
959,Mathematics
936,Geophysical boundary layer problem.
954,Forex network analysis
960,Mathematical Analysis
961,Quantum Physics
962,Plasma Physics
955,Condensed Matter Physics
958,Aerospace Engineering
963,Mathematical Complexity Theory
952,Particle Physics
965,Theoretical Physics
967,Condensed Matter Physics
970,Graph Theory
964,Computer Science
968,Computer Science
969,Astronomy
971,Computer Science
974,Mathematical Physics
966,Atom optics in Bose-Einstein condensates.
975,Computer Science
978,Nuclear Physics
976,Astrophysics
972,General Relativity
973,Food Science
979,Graph theory
981,General Relativity
980,Computer Science
983,Condensed Matter Physics
977,Materials Science
985,Quantum Dynamics of Branes
982,Mathematical Biology
989,Geology
988,Operations Research
991,Medical Imaging Analysis
990,Computer Science
986,Quantum optics
992,Mathematics - Abelian varieties
987,Numerical analysis of degenerate convection-diffusion equations.
994,Bayesian Cubature Methods
995,Nuclear Physics
996,Stochastic Differential Equations
984,Optics.
999,Data Compression
1003,Graph Theory
1004,Statistics
1001,Lattice QCD in Decuplet Baryon Structure
993,Particle Physics
1002,Nonlinear dynamics
1005,Planetary science.
997,Particle physics
998,Mathematical $K$-theory of directed graphs in $C^*$-algebras.
1009,Particle physics
1008,Particle physics
1010,Graph coloring
1006,Mathematics - Moufang loops
1011,Four-dimensional gravity.
1000,Astronomy
1020,Condensed Matter Physics
1018,Particle physics
1017,Mathematics - Abstract Numeration Systems
1021,Computer Vision
1019,Superconductivity
1014,Computer Science
1022,Mathematics - Gorenstein homological dimensions
1023,Functional Analysis
1007,Mathematical Physics
1013,Ethics in Natural Language Processing
1016,Astronomy: Supernova events in Type 1 active galactic nuclei.
1015,Mathematical Inequalities for Jacobi Matrices
1012,Quantum mechanics
1024,Optical Physics
1025,Dynamical systems
1028,Astronomy
1031,Astronomy
1026,Dynamical Systems
1027,Computer Vision
1032,Astronomy
1033,Probability Theory
1035,Point cloud segmentation
1030,"Mathematics: Hyperk\""ahler manifolds"
1029,Astronomy
1037,Network Science
1034,Computational Complexity in Polytopes
1040,Control Theory
1039,Quantum noise spectroscopy in superconducting qubits.
1043,Mathematical modeling of hyperbolic conservation laws in discontinuous Galerkin methods.
1045,Mechanical Engineering
1038,Spintronics
1048,Graph Theory
1036,Mathematics
1041,Mathematical imaging techniques for thin inhomogeneities.
1050,Polarimetric SAR Image Classification
1044,Algebraic model of baryon spectroscopy.
1047,Complex systems theory
1051,Anharmonic lattices in heat conduction.
1042,Computer Vision
1052,Physics - Color superconducting quark matter in compact stars
1046,Quantum Field Theory
1049,Fluid dynamics
1056,Mathematical Physics
1054,Nanoparticle hybrid modes
1062,Mathematical Analysis
1057,Mathematics
1061,Thermal transport in graphene.
1059,Mathematics
1055,Medical Imaging
1065,Particle Physics
1053,Nuclear magnetic resonance in fluid relaxation dynamics.
1058,Health Disparities
1060,Astronomy
1063,Particle physics
1067,Crystallography
1064,Algebraic geometry.
1066,Condensed Matter Physics
1068,High energy hadronic interactions
1069,Mathematics
1072,Mathematical Analysis
1073,Computer Science
1074,Fluid dynamics
1076,Probability Theory
1070,Cosmology
1079,Cosmology
1071,Quantum Physics
1082,Condensed Matter Physics
1081,Quantum Chromodynamics
1080,Spectroscopy
1078,Plasma physics
1083,Astrophysics
1077,Mathematics - Complex Multiplication
1086,Quantum computing.
1087,Statistics
1075,Speech Recognition with Pitch and Voice Quality Features
1085,Signal processing
1088,Algebraic geometry
1084,Chemical kinetics.
1093,Nuclear Physics
1091,Control Systems Engineering
1096,Mathematics
1095,Astrophysics
1092,Machine Learning for Vehicular Visible Light Communication.
1099,Physics - Fundamental Constants and Time Variation
1094,Sociology of Cultural Investment
1097,Physics
1101,Astronomy
1103,Astronomy
1098,Neural network approximation for graph Fourier transforms in networked flow dynamics.
1104,Mathematics
1107,Statistics
1089,Quantum Physics
1105,Astronomy
1106,Stochastic oscillators in numerical solutions.
1109,Fluid dynamics
1110,Astrophysics
1102,Statistics
1090,Quantum gravity
1100,Materials Science
1113,Astrophysics
1108,Quantum Physics
1114,Mathematics - Algebraic Geometry
1112,Quantum Physics
1118,Statistics
1111,Algebraic graph theory
1120,Acoustic manipulation for medical applications.
1116,Contact metric manifolds.
1115,Fluid dynamics
1123,Computer Science
1119,Lensless Compressive Imaging
1122,Computational Mathematics
1125,Computer Science
1126,Plasma Physics
1121,Nanophotonics
1130,Astrophysics
1129,Photon Monte Carlo Simulations
1128,Algebraic geometry.
1131,Machine Learning
1133,Image Processing
1127,Nuclear physics
1135,Theoretical Physics
1117,Astrophysics
1137,Statistical Physics
1136,Mathematical Physics
1138,Astrophysics
1132,Electrical Engineering
1140,Computer Vision
1134,Particle physics
1143,Number theory
1124,Asteroseismology
1141,Statistics
1147,Machine Learning
1149,Particle Physics
1142,Particle Physics
1145,Mathematical study of generalized Lie algebroids and related concepts.
1152,Mathematics
1144,Semantic Web
1139,Computer Science
1148,Mathematical combinatorics
1153,Solar physics
1150,Materials Science
1151,Electro-optics in Nonlinear Graphene Quantum Capacitors
1154,Materials Science
1155,Condensed Matter Physics
1146,Materials Science
1158,Computer Science
1161,Rheology of active particles in viscoelastic fluids.
1159,Communication Theory
1165,Coding Theory
1156,Plasma Physics
1166,Computer Vision
1157,Chemistry
1162,Astrophysical reaction rates sensitivity to nuclear uncertainties.
1163,Computer Science
1168,Cosmology
1160,Particle Physics
1164,Computer Vision
1169,Physics
1172,Mathematics
1171,Time series analysis
1170,Planetary Science
1176,Biochemistry
1174,Kinetic theory
1180,Atomic Physics
1179,Computer Vision
1183,Group theory
1181,Combinatorics
1167,Social Science: Human Mobility via Twitter in Chicago.
1173,Physics
1175,High-energy physics
1177,Mathematical Physics
1184,Acoustics in South Pole
1178,Computational Chemistry
