doc_idx,true_label,kmeans_k5_s0,kmeans_k5_s1,kmeans_k5_s2,kmeans_k10_s0,kmeans_k10_s1,kmeans_k10_s2,kmeans_k20_s0,kmeans_k20_s1,kmeans_k20_s2,kmeans_k40_s0,kmeans_k40_s1,kmeans_k40_s2,kmeans_k80_s0,kmeans_k80_s1,kmeans_k80_s2,gmm_k5_s0,gmm_k5_s1,gmm_k5_s2,gmm_k10_s0,gmm_k10_s1,gmm_k10_s2,gmm_k20_s0,gmm_k20_s1,gmm_k20_s2,gmm_k40_s0,gmm_k40_s1,gmm_k40_s2,gmm_k80_s0,gmm_k80_s1,gmm_k80_s2,spectral_k5_s0,spectral_k5_s1,spectral_k5_s2,spectral_k10_s0,spectral_k10_s1,spectral_k10_s2,spectral_k20_s0,spectral_k20_s1,spectral_k20_s2,spectral_k40_s0,spectral_k40_s1,spectral_k40_s2,spectral_k80_s0,spectral_k80_s1,spectral_k80_s2,ward_k5,ward_k10,ward_k20,ward_k40,ward_k80,leiden_k5_s0,leiden_k5_s1,leiden_k5_s2,leiden_k10_s0,leiden_k10_s1,leiden_k10_s2,leiden_k20_s0,leiden_k20_s1,leiden_k20_s2,leiden_k40_s0,leiden_k40_s1,leiden_k40_s2,leiden_k80_s0,leiden_k80_s1,leiden_k80_s2
10,12,3,2,3,8,7,9,19,7,9,16,22,31,7,4,30,2,1,4,8,1,2,18,1,2,22,20,2,18,74,43,2,4,4,7,3,0,7,3,15,28,32,21,42,35,10,5,10,20,40,80,2,3,2,2,2,1,0,0,0,0,4,1,24,18,20
11,4,4,3,0,4,4,5,15,4,18,20,2,11,51,61,57,0,2,3,7,3,7,16,16,15,26,25,21,10,72,15,1,0,4,1,4,6,19,18,19,38,37,31,67,8,78,2,4,8,17,32,0,0,0,0,3,2,7,1,1,20,20,21,54,40,17
12,2,3,2,3,8,7,9,14,18,4,12,7,26,41,5,64,2,1,4,2,1,2,2,10,14,28,10,14,49,36,61,2,4,4,7,3,0,8,19,3,4,19,8,22,8,67,5,9,18,38,74,2,3,2,2,2,1,0,14,14,24,25,25,67,67,60
13,1,4,3,0,4,4,5,15,4,18,20,32,11,51,39,57,0,2,3,7,3,7,16,16,15,26,25,21,10,19,15,1,0,4,1,4,6,19,18,19,37,31,20,33,10,6,2,4,8,17,32,0,0,0,0,3,2,7,1,1,20,20,21,13,26,17
14,11,3,2,3,8,7,9,11,18,15,26,18,3,7,77,3,2,1,4,8,1,2,18,1,2,22,20,2,18,74,43,2,4,4,7,3,0,7,3,15,28,32,21,42,35,10,3,6,11,24,46,2,3,2,2,2,1,0,0,0,0,4,1,24,18,20
15,16,1,4,1,1,3,7,13,3,7,9,24,8,35,9,77,1,0,1,1,0,9,12,14,16,12,12,9,65,14,1,1,0,0,9,0,7,15,15,14,8,18,14,17,71,66,1,3,5,11,22,1,1,1,6,0,7,5,4,5,13,14,15,0,0,1
16,8,2,2,1,2,3,6,11,18,15,26,18,3,29,35,3,0,3,3,4,7,5,11,2,19,29,2,22,31,73,65,1,0,4,1,4,6,8,19,3,20,35,3,22,8,67,3,6,13,29,60,3,2,3,1,1,0,19,19,19,27,24,24,37,34,31
17,6,2,4,1,2,3,6,11,17,15,11,9,25,23,6,53,3,3,2,4,2,5,11,2,19,37,21,18,19,64,41,1,0,0,2,8,8,14,14,2,39,17,11,70,74,45,3,6,13,28,56,3,2,3,1,1,0,19,15,15,19,19,19,28,54,51
18,4,4,3,0,4,4,5,15,9,18,23,21,22,39,27,32,0,2,3,7,3,7,16,16,15,17,14,13,21,41,24,1,0,4,1,4,6,8,19,3,38,37,31,51,4,5,2,4,8,15,29,0,0,0,0,3,2,7,1,1,21,21,20,25,42,24
19,18,0,1,2,7,8,4,7,8,11,8,36,15,43,63,23,2,4,4,3,6,4,3,6,4,5,5,4,54,62,48,4,1,2,6,2,9,13,7,5,7,12,25,60,15,12,3,5,10,21,41,4,4,2,8,9,9,13,13,13,5,5,5,3,21,0
20,18,0,1,2,7,8,4,7,8,11,38,20,15,11,51,69,2,4,4,3,6,4,3,6,4,5,5,4,54,79,48,4,1,2,6,2,9,13,7,5,7,12,25,7,5,51,3,5,10,21,41,4,4,2,8,9,9,13,13,13,5,5,5,3,4,0
21,7,0,1,2,0,8,4,12,10,16,31,15,32,59,72,48,1,0,1,9,8,6,19,13,17,8,16,38,50,9,17,1,0,0,5,1,2,2,9,18,21,10,24,3,11,16,1,1,2,2,5,1,1,1,4,4,4,10,10,10,12,6,7,1,11,19
22,8,1,4,1,1,0,7,18,19,7,17,30,36,56,33,9,1,0,1,1,0,9,14,18,9,14,18,23,59,25,79,1,0,0,0,6,1,17,4,4,17,8,17,47,36,47,1,3,6,12,24,1,1,1,3,0,3,15,16,16,11,13,13,5,5,6
23,7,0,1,2,0,8,4,12,10,16,24,38,12,73,46,68,1,0,1,9,8,6,19,13,17,8,23,16,7,26,73,1,0,0,5,1,2,2,9,18,27,24,32,34,29,7,1,1,2,3,9,1,1,1,4,4,4,10,10,10,12,6,7,1,37,33
24,18,0,1,2,7,8,4,7,8,11,8,36,15,43,63,69,2,4,4,3,6,4,3,6,4,5,5,4,54,62,48,4,1,2,6,2,9,13,7,5,7,12,25,60,15,12,3,5,10,21,41,4,4,2,8,9,9,13,13,13,5,5,5,3,4,0
25,4,4,3,0,4,4,5,15,1,18,14,13,38,79,44,66,0,2,3,0,7,3,16,16,15,33,24,25,53,32,63,1,0,4,1,4,6,8,19,3,38,37,31,67,50,78,2,4,9,20,39,0,0,0,0,3,2,1,1,1,35,21,20,74,44,71
26,8,1,4,1,1,0,7,18,19,7,17,30,36,56,33,9,1,0,1,1,0,9,14,18,9,14,18,23,59,25,79,1,0,0,0,6,1,17,4,4,31,30,18,47,36,47,1,3,6,13,25,1,1,1,3,0,3,15,16,16,11,13,13,5,5,6
27,3,0,0,4,0,2,1,17,16,10,18,8,6,60,58,12,1,0,1,9,8,6,9,8,6,15,6,7,43,67,8,1,0,0,5,1,2,10,5,13,2,36,10,25,6,2,1,1,1,1,1,1,1,1,4,4,4,6,6,6,3,2,4,18,19,7
28,7,0,1,4,0,2,4,17,16,10,31,15,32,60,72,12,1,0,1,9,8,6,9,8,6,15,6,7,43,48,8,1,0,0,5,1,2,10,5,13,2,36,10,25,6,2,1,1,1,1,2,1,1,1,4,4,4,6,6,6,3,2,4,18,19,7
29,1,4,3,0,4,4,5,16,15,5,13,16,20,53,10,4,0,2,3,7,3,7,7,3,11,32,3,8,71,21,4,1,0,4,1,4,6,6,12,0,5,4,33,59,26,37,2,4,9,18,33,0,0,0,0,3,2,2,11,11,9,11,10,8,32,40
30,19,2,2,1,2,3,6,11,18,15,26,9,3,29,35,53,3,3,2,4,2,5,11,2,19,23,39,18,46,30,16,0,2,1,3,7,3,8,19,3,39,17,11,70,74,45,3,6,13,28,55,3,2,3,1,1,0,19,19,19,19,19,19,28,29,51
31,12,3,2,3,8,7,9,19,7,9,16,22,31,7,4,10,2,1,4,8,1,2,18,1,2,22,20,2,18,74,43,2,4,4,7,3,0,7,3,15,28,32,21,63,16,32,5,10,20,40,80,2,3,2,2,2,1,0,0,0,0,4,1,24,18,20
32,16,1,4,1,1,3,7,13,3,7,9,24,8,35,9,77,1,0,1,1,0,9,12,14,16,12,12,9,13,34,69,1,0,0,9,0,7,15,15,14,8,18,14,5,71,66,3,6,13,28,55,1,1,1,6,0,7,5,4,5,13,14,15,0,0,1
33,7,0,1,2,0,8,4,12,10,16,35,15,12,22,15,60,1,0,1,9,8,6,19,13,17,8,23,16,7,26,73,1,0,0,5,1,2,2,9,18,21,10,24,45,3,42,1,1,2,2,6,1,1,1,4,4,4,10,10,10,12,6,7,1,11,41
34,10,2,0,4,5,2,1,5,12,14,10,10,13,14,12,65,1,0,1,1,0,1,1,19,1,20,27,1,20,61,23,1,0,0,0,6,1,12,17,11,0,13,28,11,77,77,1,2,3,5,12,1,1,1,3,0,3,4,5,4,14,8,18,7,25,4
35,6,2,4,1,2,3,6,1,17,6,30,31,29,13,25,44,3,3,2,4,2,5,17,12,10,13,13,5,57,15,72,1,0,0,2,8,8,14,14,2,11,1,39,22,28,29,3,7,14,32,66,3,2,3,1,1,0,17,15,15,17,17,17,6,55,5
36,1,4,3,0,4,4,5,16,15,5,13,16,20,8,10,4,0,2,3,7,3,7,7,3,11,6,3,8,17,21,4,1,0,4,1,4,6,6,12,0,5,4,33,10,41,59,2,4,9,18,34,0,0,0,0,3,2,2,11,11,9,11,10,8,14,18
37,10,2,0,4,5,2,1,5,12,14,10,10,13,14,12,65,1,0,1,1,0,1,1,19,1,20,27,1,20,61,23,1,0,0,0,6,1,12,17,11,0,13,28,0,33,70,1,2,3,5,11,1,1,1,3,0,3,4,5,4,14,8,18,45,39,4
38,15,4,3,0,3,1,2,3,1,2,39,13,2,79,78,66,0,2,3,0,7,3,10,7,3,11,9,3,11,11,71,1,0,4,1,4,6,1,2,9,3,2,2,26,22,8,3,6,11,22,43,0,0,0,0,6,5,1,2,2,4,3,0,16,57,21
39,12,3,2,3,8,7,9,19,7,9,16,22,31,7,4,30,2,1,4,8,1,2,18,1,2,22,20,2,18,74,43,2,4,4,7,3,0,7,3,15,28,32,21,42,35,10,5,10,20,40,80,2,3,2,2,2,1,0,0,0,0,4,1,24,18,20
40,10,2,0,1,2,2,6,11,18,15,26,34,16,23,35,58,1,0,1,1,0,1,1,19,1,20,27,1,20,23,50,1,0,0,0,6,1,12,17,11,4,19,11,38,0,21,3,6,13,27,54,3,2,3,1,1,0,4,5,4,19,25,18,67,55,60
41,7,0,0,4,0,2,4,12,10,16,34,15,32,50,72,1,1,0,1,9,8,6,19,13,17,8,16,38,50,9,17,1,0,0,5,1,2,2,9,18,21,10,24,3,3,65,1,1,2,2,8,1,1,1,4,4,4,10,10,10,12,6,7,32,11,19
42,7,0,1,2,0,8,4,12,10,16,31,15,32,22,21,60,1,0,1,9,8,6,19,13,17,8,16,38,50,9,17,1,0,0,5,1,2,2,9,18,21,10,24,3,3,65,1,1,2,2,7,1,1,1,4,4,4,10,10,10,12,6,7,32,50,19
43,3,0,0,4,0,2,1,17,16,10,5,8,6,45,37,52,1,0,1,9,8,6,9,8,6,15,33,7,30,18,53,1,0,0,5,1,2,10,5,13,2,36,10,20,21,41,1,1,1,1,4,1,1,1,4,4,4,6,6,6,3,2,4,18,19,16
44,4,1,0,4,6,2,1,6,9,13,23,26,22,39,7,41,1,0,1,1,0,9,1,0,9,21,31,20,67,71,35,1,0,0,0,6,1,8,19,3,38,37,31,51,19,5,1,2,4,10,20,1,1,1,3,0,3,11,9,9,21,21,20,66,16,67
45,2,3,2,3,8,7,9,14,18,4,12,11,21,38,68,42,2,1,4,2,1,2,2,10,14,2,10,14,2,4,59,2,4,4,7,3,0,5,0,6,1,11,8,53,53,20,5,9,18,38,75,2,3,2,2,2,1,14,14,14,7,10,8,4,2,2
46,20,4,3,0,4,9,0,15,9,17,32,21,22,66,55,20,4,2,0,5,5,0,5,5,0,3,7,26,76,8,31,3,3,3,4,5,4,4,13,7,12,15,7,28,44,23,2,4,7,14,27,0,0,0,7,7,8,8,7,7,25,21,20,43,45,42
47,9,1,0,4,6,2,1,6,0,13,23,0,27,44,0,51,1,0,1,1,0,9,1,0,9,36,34,32,42,37,76,1,0,0,1,4,6,8,19,3,38,37,31,51,4,5,1,2,3,6,13,1,1,1,3,0,3,11,9,9,21,21,20,66,47,67
48,15,4,3,0,3,1,2,3,1,2,39,13,2,79,78,66,0,2,3,0,7,3,10,7,3,11,9,3,11,11,71,1,0,4,1,4,6,1,2,9,3,2,2,26,22,8,3,6,11,22,42,0,0,0,0,6,5,1,2,2,4,3,0,16,57,23
49,4,4,3,0,4,4,5,15,4,18,20,2,11,51,39,57,0,2,3,7,3,7,16,16,15,26,25,21,10,19,15,1,0,4,1,4,6,19,18,19,10,21,31,23,8,79,2,4,8,16,31,0,0,0,0,3,2,7,1,1,20,20,21,13,26,17
50,10,2,0,4,5,2,1,11,9,15,15,19,13,12,77,71,1,0,1,1,0,1,1,19,1,36,19,34,36,17,13,1,0,0,0,6,1,8,19,3,0,13,28,0,68,25,3,6,13,30,62,1,1,1,3,0,3,4,9,4,30,27,26,45,39,68
51,9,1,0,4,6,0,1,6,0,13,6,26,18,10,7,16,1,0,1,1,0,9,1,0,9,1,0,20,24,28,22,1,0,0,0,6,1,8,19,3,18,6,35,41,19,38,1,2,4,10,20,1,1,1,3,0,3,11,9,9,16,15,16,12,16,11
52,5,0,1,1,9,6,3,9,6,3,7,37,33,65,50,38,2,3,3,6,4,8,6,4,8,27,4,6,37,78,6,1,0,0,8,9,5,18,10,1,24,38,22,44,63,67,3,7,15,34,68,2,2,4,5,5,6,3,3,3,1,0,25,21,38,35
53,14,4,3,0,4,6,2,0,13,19,0,39,10,31,23,56,0,2,3,0,7,3,0,11,13,0,11,30,0,10,12,1,0,4,1,4,6,9,1,16,15,5,12,15,9,69,3,6,12,25,50,0,0,0,9,8,5,9,8,8,8,9,9,27,35,28
54,5,4,3,0,9,6,3,9,6,3,28,37,14,16,2,54,2,3,3,6,4,8,6,4,8,7,38,6,6,50,75,1,0,0,8,9,5,18,10,1,6,14,9,14,58,55,3,7,15,33,67,2,2,4,5,5,6,3,3,3,1,0,2,19,24,25
55,20,4,3,0,4,9,0,4,14,17,25,14,0,19,8,67,4,2,0,5,5,0,5,5,0,3,7,26,76,77,31,3,3,3,4,5,4,4,13,7,12,15,7,12,7,3,2,4,7,14,28,0,0,0,7,7,8,8,7,7,2,1,3,20,10,9
56,15,4,3,0,3,1,2,3,1,2,39,13,2,61,1,24,0,2,3,0,7,3,10,7,3,11,9,3,11,11,71,1,0,4,1,4,6,1,2,9,3,2,2,35,55,46,3,6,11,22,43,0,0,0,0,6,5,1,2,2,4,3,0,38,28,52
57,5,0,1,1,9,6,3,9,6,3,7,37,33,12,50,38,2,3,3,6,4,8,6,4,8,27,4,6,37,78,6,1,0,0,8,9,5,18,10,1,24,38,22,68,68,25,3,6,13,30,62,2,2,4,5,5,6,3,3,3,1,0,2,26,76,14
58,17,4,3,0,4,9,5,4,11,19,4,28,4,71,36,11,0,2,3,7,3,7,13,17,7,18,26,17,3,33,14,1,0,4,1,4,6,0,11,10,30,19,36,74,38,13,2,4,9,19,36,0,0,0,0,3,2,16,17,17,10,12,12,49,49,43
59,17,4,3,0,4,9,5,4,11,19,4,28,4,71,36,47,0,2,3,7,3,7,13,17,7,18,26,17,3,33,14,1,0,4,1,4,6,0,11,10,30,19,36,74,38,13,2,4,9,19,36,0,0,0,0,3,2,16,17,17,10,12,12,49,49,43
60,16,1,4,1,1,3,7,13,3,7,9,24,8,35,9,77,1,0,1,1,0,9,12,14,16,12,12,9,65,34,47,1,0,0,9,0,7,15,15,14,8,18,14,5,71,66,1,3,5,11,22,1,1,1,6,0,7,5,4,5,13,14,15,0,0,1
61,19,2,2,2,2,5,8,2,2,1,36,9,24,63,6,53,3,3,2,4,9,5,4,9,12,16,17,15,4,39,37,0,2,1,3,7,3,11,8,17,39,17,11,31,1,17,3,6,13,28,59,3,2,3,1,1,0,18,18,18,15,16,11,2,29,51
62,18,0,1,2,7,8,4,7,8,11,8,36,15,43,63,69,2,4,4,3,6,4,3,6,4,5,5,4,54,62,48,4,1,2,6,2,9,13,7,5,7,12,25,60,15,12,3,5,10,21,41,4,4,2,8,9,9,13,13,13,5,5,5,3,4,0
63,4,4,3,0,4,4,5,15,4,18,20,32,11,6,39,43,0,2,3,7,3,7,16,16,15,26,25,21,10,19,15,1,0,4,1,4,6,19,18,19,10,21,23,23,61,79,2,4,8,17,32,0,0,0,0,3,2,7,1,1,20,20,21,13,26,17
64,14,0,1,0,4,6,2,0,13,19,0,39,10,31,54,56,0,2,3,0,7,3,0,11,13,0,11,30,0,10,12,1,0,4,1,4,6,9,1,16,15,5,12,72,65,30,3,6,12,25,50,0,0,0,9,8,5,9,8,8,8,9,9,10,8,8
65,7,0,1,2,0,8,4,12,10,16,24,38,12,73,46,68,1,0,1,9,8,6,19,13,17,8,23,16,7,26,73,1,0,0,5,1,2,2,9,18,27,24,32,34,29,7,1,1,2,3,9,1,1,1,4,4,4,10,10,10,12,6,7,1,37,33
66,11,3,2,3,8,7,9,8,7,9,27,23,17,17,67,29,2,1,4,8,1,2,8,1,18,24,22,19,77,27,70,2,4,4,7,3,0,16,16,12,19,0,5,19,40,52,5,10,19,39,76,2,3,2,2,2,1,0,0,0,18,18,14,51,3,30
67,1,4,3,0,4,4,5,15,4,18,20,2,11,51,61,57,0,2,3,7,3,7,16,16,15,26,25,39,47,43,33,1,0,4,1,4,6,19,18,19,38,37,31,67,8,78,2,4,8,17,32,0,0,0,0,3,2,7,1,1,20,20,21,54,40,17
68,17,4,3,0,4,9,5,4,11,19,4,28,4,71,36,72,0,2,3,7,3,7,13,17,7,18,32,17,3,33,14,1,0,4,1,4,6,0,11,10,22,27,15,4,18,24,2,4,9,19,36,0,0,0,0,3,2,16,17,17,10,12,12,9,17,15
69,13,2,2,3,2,5,8,2,5,8,2,3,9,2,11,74,3,3,2,4,9,5,15,15,5,10,8,10,14,44,39,0,2,1,3,7,3,3,6,8,9,9,6,6,12,4,4,8,17,37,73,3,2,3,1,1,0,12,12,12,6,7,6,11,6,10
70,14,0,1,0,4,6,2,0,13,19,0,39,10,31,23,50,0,2,3,0,7,3,0,11,13,0,11,30,58,76,12,1,0,4,1,4,6,9,1,16,15,5,12,15,9,69,3,6,12,25,49,0,0,0,9,8,5,9,8,8,8,9,9,27,8,8
71,9,1,0,4,6,0,7,6,0,13,6,4,18,10,7,16,1,0,1,1,0,9,1,0,9,1,0,20,24,28,22,1,0,0,0,6,1,8,19,3,18,6,35,41,19,38,1,2,4,10,20,1,1,1,3,0,3,11,9,9,16,15,16,12,16,11
72,9,1,0,4,6,0,1,6,0,13,6,4,18,10,7,16,1,0,1,1,0,9,1,0,9,1,0,20,51,0,42,1,0,0,0,6,1,8,19,3,18,6,35,11,56,73,1,2,4,9,18,1,1,1,3,0,3,11,9,9,16,15,16,12,22,11
73,19,2,2,2,2,5,8,2,2,1,36,17,24,63,17,55,3,3,2,4,9,5,4,9,12,16,17,15,4,12,37,0,2,1,3,7,3,11,8,17,33,3,0,31,67,17,4,8,16,35,70,3,2,3,1,1,0,18,18,18,15,16,11,2,7,3
74,9,1,4,1,1,0,7,18,19,7,17,27,36,57,26,22,1,0,1,1,0,9,14,18,9,14,18,36,15,51,44,1,0,0,0,6,1,17,4,4,31,30,18,58,60,27,1,3,6,13,25,1,1,1,3,0,3,15,16,16,11,13,13,31,31,27
75,6,2,4,1,2,3,6,1,17,6,30,31,29,25,75,14,3,3,2,4,2,5,17,12,10,13,13,5,57,15,72,1,0,0,2,8,8,14,14,2,11,1,39,16,75,9,3,7,14,32,65,3,2,3,1,1,0,17,15,15,17,17,17,6,1,5
76,4,4,3,0,4,4,5,15,9,18,23,2,22,39,27,32,0,2,3,7,3,7,16,16,15,17,14,13,21,41,24,1,0,4,1,4,6,8,19,3,38,37,31,51,4,5,2,4,8,15,29,0,0,0,0,3,2,7,1,1,21,21,20,25,42,24
77,7,0,1,2,0,8,4,12,10,16,35,15,32,22,21,60,1,0,1,9,8,6,19,13,17,8,16,38,50,9,17,1,0,0,5,1,2,2,9,18,21,10,24,3,3,65,1,1,2,3,9,1,1,1,4,4,4,10,10,10,12,6,7,32,50,19
78,12,3,2,3,8,7,9,19,7,9,16,22,31,41,71,30,2,1,4,8,1,2,18,1,2,25,20,27,44,63,32,2,4,4,7,3,0,7,3,15,13,22,13,13,79,0,5,10,20,40,79,2,3,2,2,2,1,0,0,0,0,4,1,15,9,12
79,13,2,2,3,2,5,8,2,5,8,2,3,23,2,52,74,3,3,2,4,9,5,15,15,5,10,8,10,14,66,39,0,2,1,3,7,3,3,6,8,9,9,6,6,12,4,4,8,17,37,73,3,2,3,1,1,0,12,12,12,6,7,6,11,6,10
80,9,1,0,4,6,0,1,6,0,13,6,4,37,64,20,16,1,0,1,1,0,9,1,0,9,21,31,20,23,57,62,1,0,0,0,6,1,8,19,3,29,6,1,46,76,61,1,2,4,10,19,1,1,1,3,0,3,11,9,9,16,15,16,12,62,48
81,4,4,3,0,4,4,5,15,4,18,20,32,11,6,39,57,0,2,3,7,3,7,16,16,15,26,25,21,10,19,15,1,0,4,1,4,6,19,18,19,10,21,23,32,61,56,2,4,8,16,31,0,0,0,0,3,2,7,1,1,20,20,21,13,26,17
82,5,0,1,1,9,6,3,9,6,3,28,25,14,68,2,54,2,3,3,6,4,8,6,4,8,7,38,6,6,50,75,1,0,0,8,9,5,18,10,1,6,14,9,14,58,55,3,7,15,33,67,2,2,4,5,5,6,3,3,3,1,0,2,19,24,25
83,17,4,3,0,4,9,5,4,11,19,4,28,4,71,3,72,0,2,3,7,3,7,13,17,7,18,26,17,3,53,14,1,0,4,1,4,6,0,11,10,30,19,36,4,18,24,3,6,12,25,50,0,0,0,0,3,2,16,17,17,10,12,12,9,33,15
84,6,4,3,1,3,4,6,1,17,6,30,2,27,32,25,31,0,2,3,0,7,3,10,7,3,39,36,3,41,54,58,1,0,4,1,4,6,8,19,3,20,35,3,39,70,34,3,6,13,29,60,0,0,0,0,6,5,1,2,2,27,24,24,37,55,31
85,18,0,1,2,7,8,4,7,8,11,38,19,15,43,22,71,2,4,4,3,6,4,3,6,4,5,5,4,54,79,48,4,1,2,6,2,9,13,7,5,7,12,25,7,27,51,3,6,13,30,61,4,4,2,8,9,9,13,13,13,5,5,5,78,71,68
86,7,0,1,1,2,6,2,11,18,15,26,9,3,29,66,3,3,3,2,4,2,5,11,2,19,4,2,24,40,2,25,1,0,4,1,4,6,8,19,3,39,17,11,22,8,67,3,6,13,28,55,3,2,3,1,1,0,19,19,19,26,19,19,68,34,66
87,5,0,1,1,9,6,3,9,6,3,28,25,14,68,2,54,2,3,3,6,4,8,6,4,8,7,38,6,39,50,34,1,0,0,8,9,5,18,10,1,6,14,9,14,58,55,3,7,15,33,67,2,2,4,5,5,6,3,3,3,1,0,2,19,24,25
88,14,0,1,1,3,3,2,11,18,15,26,34,3,29,66,53,0,2,3,4,7,5,11,2,19,19,2,22,31,73,19,1,0,4,1,4,6,8,19,3,39,17,11,22,8,67,3,6,13,28,55,3,2,3,1,1,0,19,19,19,19,19,19,69,34,32
89,5,0,1,1,9,6,3,9,6,3,7,37,33,12,79,54,2,3,3,6,4,8,6,4,8,7,38,6,39,50,34,1,0,0,8,9,5,18,10,1,6,14,9,14,58,55,3,7,15,33,67,2,2,4,5,5,6,3,3,3,1,0,2,19,24,25
90,13,2,2,3,2,5,8,2,5,8,2,3,9,2,52,74,3,3,2,4,9,5,15,15,5,10,8,10,34,7,67,0,2,1,3,7,3,3,6,8,35,39,29,71,25,14,4,8,17,36,71,3,2,3,1,1,0,12,12,12,6,7,6,36,46,38
91,9,1,4,1,1,0,7,18,19,7,1,27,36,24,26,5,1,0,1,1,0,9,14,18,9,14,18,36,15,51,44,1,0,0,0,6,1,17,4,4,31,30,18,58,60,27,1,3,6,13,25,1,1,1,3,0,3,15,16,16,11,13,13,31,31,27
92,6,2,4,1,2,3,6,1,17,6,30,31,29,25,75,44,3,3,2,4,2,5,17,12,10,13,13,5,57,15,3,1,0,0,2,8,8,14,14,2,11,1,39,27,32,60,3,7,14,32,65,3,2,3,1,1,0,17,15,15,17,17,17,65,63,61
93,8,1,4,1,1,0,7,18,19,7,17,27,36,24,26,59,1,0,1,1,0,9,14,18,9,14,18,36,15,51,44,1,0,0,0,6,1,17,4,4,31,30,18,58,60,27,3,6,11,23,44,1,1,1,3,0,3,15,16,16,11,13,13,31,31,27
