doc_idx,true_label,kmeans_k15_s0,kmeans_k15_s1,kmeans_k15_s2,kmeans_k30_s0,kmeans_k30_s1,kmeans_k30_s2,kmeans_k59_s0,kmeans_k59_s1,kmeans_k59_s2,kmeans_k118_s0,kmeans_k118_s1,kmeans_k118_s2,kmeans_k236_s0,kmeans_k236_s1,kmeans_k236_s2,gmm_k15_s0,gmm_k15_s1,gmm_k15_s2,gmm_k30_s0,gmm_k30_s1,gmm_k30_s2,gmm_k59_s0,gmm_k59_s1,gmm_k59_s2,gmm_k118_s0,gmm_k118_s1,gmm_k118_s2,gmm_k236_s0,gmm_k236_s1,gmm_k236_s2,spectral_k15_s0,spectral_k15_s1,spectral_k15_s2,spectral_k30_s0,spectral_k30_s1,spectral_k30_s2,spectral_k59_s0,spectral_k59_s1,spectral_k59_s2,spectral_k118_s0,spectral_k118_s1,spectral_k118_s2,spectral_k236_s0,spectral_k236_s1,spectral_k236_s2,ward_k15,ward_k30,ward_k59,ward_k118,ward_k236,leiden_k15_s0,leiden_k15_s1,leiden_k15_s2,leiden_k30_s0,leiden_k30_s1,leiden_k30_s2,leiden_k59_s0,leiden_k59_s1,leiden_k59_s2,leiden_k118_s0,leiden_k118_s1,leiden_k118_s2,leiden_k236_s0,leiden_k236_s1,leiden_k236_s2
10,7,5,0,1,26,14,15,53,17,44,53,17,107,22,64,67,11,5,12,23,17,18,23,23,26,23,23,26,204,172,21,1,3,1,14,18,21,14,33,13,52,27,116,22,202,200,8,16,29,48,85,1,14,0,12,27,14,42,39,42,30,33,37,6,5,6
11,8,10,11,7,15,6,16,32,45,48,32,62,48,212,59,219,2,1,3,29,1,23,27,36,33,27,36,33,37,46,45,0,4,5,4,23,29,9,17,4,4,28,26,126,227,16,12,26,49,97,194,8,9,6,28,6,5,53,52,53,57,58,60,25,26,26
12,9,13,6,11,20,12,10,9,21,8,115,56,97,80,48,77,7,7,8,6,7,7,29,39,51,110,82,32,97,190,43,12,11,14,24,0,27,34,50,38,112,111,42,130,38,168,3,6,12,21,43,7,7,7,3,3,3,16,16,16,48,48,46,195,20,47
13,10,6,14,6,21,24,29,18,16,21,94,82,91,204,173,202,1,4,1,24,5,20,4,49,49,4,49,49,4,66,232,10,6,0,18,21,18,2,5,20,75,71,23,46,51,225,11,23,43,84,169,3,3,3,10,9,9,19,1,17,8,19,20,117,87,112
14,9,13,6,11,20,8,10,28,10,12,9,56,12,80,46,33,7,7,8,6,7,7,29,39,51,80,83,81,34,65,102,12,11,14,24,0,27,34,50,38,74,25,62,64,155,31,3,6,11,18,37,7,7,7,3,3,3,16,16,16,48,48,46,51,20,47
15,11,5,7,1,13,3,11,26,36,9,82,94,67,175,170,93,3,12,4,14,29,26,36,40,44,36,95,91,106,89,123,1,3,1,22,1,8,32,3,1,95,11,79,108,41,159,2,3,6,11,26,12,12,4,24,25,25,49,49,51,49,53,47,50,65,40
16,12,12,5,5,23,22,23,47,54,11,35,80,11,198,74,94,9,11,13,7,10,8,51,4,39,51,106,39,38,9,10,9,12,8,16,17,28,33,25,28,102,21,25,210,198,97,13,27,53,103,206,11,11,10,8,8,8,14,14,14,16,15,15,7,10,0
17,13,5,4,10,19,7,13,31,38,34,66,38,34,38,36,200,14,6,14,13,11,5,41,50,45,41,50,45,36,42,42,1,3,1,21,29,24,15,4,55,69,43,92,165,26,4,9,20,39,75,152,13,13,12,13,11,11,43,42,44,39,21,41,9,7,8
18,9,13,6,11,20,26,10,9,56,8,74,64,8,152,37,109,7,7,8,6,7,7,29,39,51,29,39,51,207,37,157,12,11,14,24,0,27,34,27,25,11,17,27,225,36,146,3,6,10,17,35,7,7,7,3,3,3,16,16,40,35,30,33,10,9,9
19,14,12,9,14,18,27,6,14,9,46,15,67,81,15,82,206,3,12,4,27,27,24,33,30,28,33,30,28,15,121,28,5,2,2,29,24,20,10,39,49,6,113,117,81,190,171,6,13,22,38,68,0,0,1,23,24,24,32,32,32,17,17,18,23,24,23
20,1,9,10,14,3,2,25,3,6,30,63,77,71,114,16,96,5,3,7,8,21,27,34,46,31,104,79,31,158,97,52,5,2,2,2,4,0,32,45,45,87,91,95,215,131,207,11,24,44,86,174,0,0,1,2,2,0,4,10,9,31,22,25,98,96,96
21,15,7,3,13,4,5,27,16,31,23,72,72,23,234,124,51,3,12,12,14,16,16,50,44,29,50,44,29,86,120,47,1,3,1,22,1,8,55,43,43,91,92,111,151,62,96,10,22,41,79,160,0,0,1,20,19,20,15,15,13,25,23,26,76,74,71
22,14,12,9,14,9,27,6,14,9,55,14,95,55,124,203,4,3,12,4,27,27,24,33,30,28,33,30,28,151,2,156,5,2,2,29,24,20,10,39,49,72,104,74,222,204,139,6,13,22,39,71,0,0,1,23,24,24,32,32,32,17,17,18,124,80,72
23,11,5,11,7,2,13,24,2,14,5,87,101,93,136,223,233,11,5,12,25,12,14,44,31,58,71,59,75,143,63,229,1,3,1,22,1,8,32,3,1,51,48,103,189,208,46,8,17,30,54,99,14,8,13,21,22,21,23,18,19,88,2,103,173,184,184
24,16,10,11,7,2,13,16,38,14,5,38,66,64,207,98,9,10,8,9,10,6,9,11,10,9,11,10,9,203,160,77,6,14,7,11,14,13,28,32,46,90,116,17,84,43,76,2,2,4,8,18,14,8,13,21,22,21,23,18,19,4,2,5,17,18,14
25,12,3,5,5,23,22,23,41,54,11,41,80,94,138,233,12,9,11,13,7,10,8,32,54,39,32,54,70,79,57,55,9,12,8,16,17,28,50,2,40,88,56,59,156,74,56,13,27,52,101,203,11,11,10,8,8,8,14,14,14,61,59,61,34,34,29
26,17,11,2,2,28,20,18,22,42,54,22,59,62,19,54,65,6,0,11,9,22,22,31,52,46,31,52,46,33,38,175,14,9,13,3,13,14,27,18,17,21,41,88,12,1,92,7,14,25,43,77,4,5,5,16,14,17,48,47,50,52,52,49,13,16,21
27,18,11,4,10,27,7,26,34,58,40,34,35,77,75,184,133,14,6,14,13,11,5,14,11,12,14,11,12,13,13,194,3,0,10,6,10,4,46,47,7,59,29,10,72,127,119,9,18,37,73,148,13,13,12,13,11,11,17,17,15,1,4,1,0,0,1
28,19,8,13,4,15,6,16,32,13,20,98,112,20,192,75,38,2,1,3,2,1,23,37,3,36,37,3,36,2,4,155,0,4,5,26,5,1,5,41,36,50,4,32,182,124,163,12,26,50,98,198,8,9,6,6,6,5,35,35,34,15,13,14,15,31,30
29,10,6,14,6,5,9,28,40,30,15,90,30,15,12,176,11,1,4,1,24,5,20,52,5,5,70,81,5,209,107,110,10,6,0,7,12,2,43,8,21,61,31,15,190,167,52,11,24,45,88,178,3,3,3,5,5,4,0,2,1,70,74,24,168,208,119
30,20,2,2,2,7,15,1,6,39,51,67,73,51,67,177,194,6,0,11,16,0,11,39,45,41,69,75,95,11,43,126,1,3,1,8,3,12,13,14,24,34,88,65,227,221,27,10,22,42,80,164,4,5,5,7,7,7,2,0,0,42,24,51,146,33,31
31,6,13,8,9,18,28,9,45,41,33,45,41,33,17,188,116,3,12,4,21,13,12,54,20,13,54,20,13,89,130,235,5,2,2,10,26,11,0,13,8,45,33,107,218,48,9,6,12,21,37,66,6,4,9,14,15,18,5,5,5,0,0,0,110,127,41
32,10,6,14,6,21,24,20,5,20,56,84,20,56,143,227,5,1,4,1,24,5,20,52,5,5,52,114,109,50,105,95,10,6,0,18,21,18,53,30,53,56,87,83,188,18,116,11,23,43,85,172,3,3,3,10,9,9,29,1,30,27,10,12,11,17,10
33,14,13,8,9,18,28,9,45,12,33,45,41,33,17,188,153,3,12,4,21,13,12,54,20,13,84,20,13,89,130,235,5,2,2,10,26,11,0,13,8,45,33,107,218,48,9,6,12,21,37,66,6,4,9,14,15,18,5,5,5,0,0,0,53,49,41
34,3,7,3,8,17,5,17,52,57,3,52,57,53,109,178,118,8,2,5,22,2,3,48,32,42,48,32,78,45,199,170,11,1,6,1,2,5,57,12,10,57,105,71,4,201,74,1,1,2,4,9,2,2,2,1,1,1,30,20,21,37,29,30,44,46,53
35,9,13,6,11,20,8,14,28,51,12,28,87,12,32,46,43,7,7,8,6,7,7,6,47,6,6,47,67,6,144,120,12,11,14,0,7,3,11,9,15,17,23,31,130,176,52,3,6,11,18,37,7,7,7,3,3,3,6,7,7,49,53,47,218,212,219
36,1,3,10,14,9,23,6,48,19,6,48,90,60,45,221,196,5,3,7,8,3,4,26,55,4,26,91,4,229,77,39,5,2,2,2,4,0,26,26,47,26,101,4,196,139,45,15,30,59,116,232,0,0,1,2,2,0,13,13,12,41,44,34,32,40,48
37,1,12,9,14,4,27,6,23,9,31,23,91,31,18,57,163,5,3,7,8,3,4,40,35,53,40,65,53,55,197,140,5,2,2,2,4,0,41,7,16,114,112,75,219,153,70,15,30,58,114,226,0,0,1,2,2,0,33,30,28,21,25,22,79,28,34
38,11,5,7,1,13,3,11,26,36,9,82,36,67,16,95,93,3,12,4,14,29,26,36,40,44,36,95,91,106,89,123,1,3,1,22,1,8,32,3,1,95,11,79,232,220,206,8,17,30,49,88,12,12,4,24,25,25,49,49,51,49,53,47,50,65,40
39,21,4,1,12,11,21,2,27,48,2,12,48,95,24,23,108,13,9,6,12,4,6,13,43,34,49,7,82,90,6,160,1,3,1,9,20,6,4,55,29,86,102,13,50,94,28,4,7,14,25,49,5,6,4,4,4,6,7,6,6,3,1,3,33,58,37
40,22,12,9,14,4,27,27,16,9,17,88,95,66,193,8,72,3,12,4,14,29,26,38,34,19,55,34,19,112,209,114,5,2,2,22,1,8,18,0,2,89,77,7,79,121,23,6,13,22,39,69,0,0,1,18,18,13,18,11,33,66,73,75,108,227,128
41,16,5,5,5,23,22,22,19,8,25,19,8,117,40,193,29,9,11,13,7,26,8,9,48,11,9,48,11,174,30,88,9,12,8,27,28,22,22,57,3,81,47,99,19,56,111,13,27,51,99,199,11,11,10,8,8,8,26,21,23,10,7,9,5,4,20
42,1,12,10,14,3,2,25,23,49,31,23,116,31,141,171,163,5,3,7,8,21,27,40,35,53,40,35,53,103,138,161,5,2,2,2,4,0,41,7,16,101,112,93,106,134,161,15,30,58,114,226,0,0,1,2,2,0,33,30,28,21,25,22,149,28,34
43,14,12,9,14,26,27,6,14,9,55,15,67,81,221,195,35,3,12,4,27,27,24,33,30,28,33,30,28,172,121,28,5,2,2,29,24,20,10,39,49,72,104,74,95,217,69,6,13,22,39,71,0,0,1,23,24,24,32,32,32,17,17,18,23,24,23
44,3,7,3,8,17,5,17,50,5,52,113,33,102,144,200,91,8,2,5,22,2,3,53,21,50,64,111,20,196,53,20,11,1,6,1,2,5,1,24,58,7,108,87,141,42,231,1,1,1,2,6,2,2,2,1,1,1,10,3,18,65,82,84,214,213,218
45,9,13,6,11,20,12,14,28,21,12,111,21,97,5,65,115,7,7,8,6,7,7,57,8,32,57,116,105,48,170,74,12,11,14,0,7,3,45,29,52,40,51,73,116,21,29,3,6,12,21,43,7,7,7,3,3,3,45,44,16,40,43,42,18,11,17
46,23,5,7,1,12,19,7,44,55,43,44,55,89,151,12,152,4,10,10,15,12,14,22,12,24,22,76,97,25,28,131,1,3,1,28,27,23,19,21,18,43,9,0,17,229,175,2,3,5,10,24,9,10,8,17,16,16,9,9,8,2,3,4,172,220,217
47,24,7,3,8,17,5,17,50,5,50,50,5,102,70,127,39,8,2,5,22,2,3,53,21,50,64,111,50,147,233,72,11,1,6,1,2,5,1,24,58,111,108,50,66,119,128,1,1,1,2,4,2,2,2,1,1,1,20,3,18,23,27,21,58,54,62
48,3,7,3,8,17,5,17,8,33,53,85,33,105,179,86,179,8,2,5,22,2,3,25,21,20,103,90,72,202,119,129,11,1,6,1,2,5,32,12,1,7,10,87,41,186,181,1,1,2,5,10,2,2,2,1,1,1,10,40,11,97,39,65,132,107,146
49,12,12,5,5,23,22,23,47,54,11,47,85,11,189,74,172,9,11,13,7,10,8,51,4,39,51,106,39,38,182,233,9,12,8,16,17,28,33,25,28,102,21,25,10,2,151,13,27,53,103,206,11,11,10,8,8,8,14,14,14,16,15,15,7,10,0
50,1,9,10,14,3,2,25,3,6,30,77,49,30,114,16,21,5,3,7,8,21,27,34,28,47,34,28,111,114,195,128,5,2,2,2,4,0,21,56,9,87,16,89,148,131,25,15,29,56,110,218,0,0,1,2,2,0,4,10,9,20,22,25,72,90,77
51,25,4,1,12,11,21,2,12,37,39,76,37,39,161,219,37,13,9,6,12,4,6,49,7,25,49,7,82,7,133,81,1,3,1,9,20,6,4,55,29,116,70,84,143,82,224,4,7,14,26,51,5,6,4,4,4,6,25,22,22,12,14,13,24,41,24
52,26,11,7,1,24,16,19,39,7,18,79,7,114,197,76,90,6,0,11,9,22,22,20,16,18,83,16,18,92,129,125,14,9,13,22,1,8,17,35,32,15,19,47,231,142,58,8,17,30,51,93,4,5,5,16,14,17,31,29,29,13,11,11,49,55,52
53,1,3,10,14,3,2,25,24,49,58,77,49,58,106,180,21,5,3,7,8,3,4,26,28,47,73,103,47,228,136,124,5,2,2,2,4,0,21,56,9,98,16,89,148,100,177,15,29,56,109,217,0,0,1,2,2,0,36,34,36,32,32,35,41,91,58
54,11,5,7,1,2,4,15,31,25,10,110,96,96,210,125,44,11,5,2,19,28,1,35,26,38,78,110,65,93,19,165,1,3,1,22,1,8,24,3,57,35,26,54,90,67,11,8,17,33,58,108,1,1,0,0,0,2,37,36,38,95,64,64,143,121,139
55,27,5,7,1,2,25,7,33,28,19,33,28,19,56,80,62,14,6,14,17,15,17,17,18,16,17,18,16,17,17,14,4,8,3,13,9,16,38,22,0,60,7,77,99,3,21,9,19,38,74,149,12,12,4,24,25,25,56,55,56,71,70,71,47,50,57
56,1,9,10,14,3,2,25,24,49,30,3,93,30,235,161,96,5,3,7,8,21,27,34,28,47,34,28,111,114,195,128,5,2,2,2,4,0,21,56,9,94,63,39,26,106,107,15,29,56,110,218,0,0,1,2,2,0,4,10,9,20,45,40,102,97,125
57,28,8,13,4,8,29,8,7,40,16,99,40,16,157,150,107,2,1,3,2,1,23,37,3,2,65,73,2,115,64,58,0,4,5,26,5,1,6,19,37,84,59,5,115,23,233,12,25,48,95,190,8,9,6,6,6,5,3,4,3,7,6,7,31,6,7
58,20,2,2,2,7,15,1,6,39,1,6,42,76,53,40,229,6,0,11,16,0,11,39,45,8,39,45,8,194,149,93,1,3,1,8,3,12,13,14,24,70,115,115,58,130,185,10,21,40,77,156,4,5,5,7,7,7,2,0,0,5,38,2,88,79,78
59,14,12,9,14,26,27,11,14,9,55,14,95,55,221,61,42,3,12,4,27,27,24,33,30,28,33,30,28,151,2,156,5,2,2,29,24,20,10,39,49,72,104,74,82,138,69,6,13,22,39,69,0,0,1,23,24,24,32,32,32,17,17,18,101,80,72
60,29,1,7,0,1,10,0,20,32,26,20,32,26,146,79,221,12,13,0,26,24,25,8,9,30,8,9,115,47,22,23,1,3,1,25,19,26,25,38,39,71,22,81,2,197,6,5,11,20,33,60,10,4,0,27,12,12,50,50,52,51,54,52,29,30,16
61,22,12,9,14,4,27,27,14,9,46,15,67,81,35,182,35,3,12,4,27,27,24,33,30,28,33,30,28,172,121,28,5,2,2,29,24,20,10,39,49,6,113,117,82,138,69,6,13,22,39,69,0,0,1,23,24,24,32,32,32,17,17,18,23,24,23
62,1,12,9,14,4,27,6,23,9,31,23,116,31,18,57,163,5,3,7,8,21,27,40,35,53,40,35,53,103,138,161,5,2,2,2,4,0,41,7,16,114,112,75,13,153,70,15,30,58,114,226,0,0,1,2,2,0,33,30,28,21,25,22,86,28,34
63,23,7,3,8,10,17,17,13,47,3,117,47,3,169,38,55,8,2,5,4,25,29,3,2,3,108,2,3,3,174,225,11,1,6,1,2,5,37,11,30,24,5,2,73,117,75,2,5,9,16,34,2,2,2,22,23,23,27,24,26,11,9,10,99,95,99
64,15,1,7,13,14,10,21,1,31,29,1,31,23,234,124,51,3,12,12,14,16,16,50,44,29,50,44,29,65,120,119,1,3,1,22,1,8,58,43,6,91,92,111,151,62,96,10,22,41,79,160,5,6,0,9,12,12,21,33,35,22,23,26,76,74,71
65,19,8,13,4,15,6,16,32,13,20,98,13,20,31,75,38,2,1,3,2,1,23,37,3,36,37,3,36,167,137,2,0,4,5,26,5,1,5,41,36,64,46,85,183,30,13,12,26,50,98,197,8,9,6,6,6,5,35,35,34,15,13,14,73,59,56
66,3,7,3,8,17,5,17,21,33,42,21,109,47,33,210,119,8,2,5,22,2,3,25,32,20,25,57,74,117,181,111,11,1,6,1,2,5,1,12,10,7,32,70,1,42,65,1,1,2,5,10,2,2,2,1,1,1,10,3,11,43,39,62,106,131,138
67,30,9,12,9,3,2,25,24,49,58,24,93,7,54,96,183,5,3,7,5,14,15,46,13,54,46,85,54,109,135,218,5,2,2,2,4,0,32,3,1,61,31,78,190,181,52,14,28,55,106,211,0,0,1,2,2,0,4,10,9,20,45,40,115,162,162
68,31,1,7,13,14,4,21,1,31,37,103,53,104,42,89,169,11,5,12,1,19,21,47,56,35,79,56,35,201,8,186,1,3,1,22,1,8,32,3,1,97,8,11,146,50,52,8,17,34,63,127,1,1,0,9,21,22,22,19,20,82,63,81,206,200,188
69,1,3,10,14,9,23,6,48,19,6,93,90,60,165,221,69,5,3,7,8,3,4,26,6,4,76,6,104,78,219,228,5,2,2,2,4,0,26,26,47,26,101,4,190,108,45,15,30,59,117,234,0,0,1,2,2,0,13,13,12,41,83,34,169,201,131
70,3,7,3,8,17,5,17,21,33,42,21,109,42,179,210,122,8,2,5,22,2,3,25,32,20,25,21,74,232,231,111,11,1,6,1,2,5,1,24,58,117,32,70,235,186,181,1,1,2,5,10,2,2,2,1,1,1,10,40,11,43,39,62,70,70,73
71,5,6,14,6,5,9,28,40,43,15,64,84,65,78,209,11,1,4,1,3,23,10,30,17,23,30,62,23,195,88,195,10,6,0,7,12,2,43,8,21,78,54,6,142,6,143,11,24,46,90,182,3,3,3,5,5,4,0,2,1,44,34,29,153,89,119
72,9,13,6,11,20,26,10,9,56,12,115,56,12,80,48,77,7,7,8,6,7,7,57,8,32,110,82,32,97,190,43,12,11,14,0,7,3,32,50,38,112,111,110,105,207,165,3,6,11,19,41,7,7,7,3,3,3,16,16,16,48,48,46,105,20,97
73,32,8,13,4,8,29,8,49,40,20,102,45,98,192,100,30,2,1,3,2,1,23,37,3,36,37,3,36,2,4,155,0,4,5,26,5,1,5,41,36,50,4,32,230,180,120,12,26,50,98,196,8,9,6,6,6,5,35,35,34,15,13,14,15,51,51
74,14,12,9,14,9,27,6,14,9,55,14,67,55,170,195,4,3,12,4,27,27,24,33,30,28,33,30,28,151,2,156,5,2,2,29,24,20,10,39,49,72,104,74,95,217,139,6,13,22,39,71,0,0,1,23,24,24,32,32,32,17,17,18,101,80,72
75,33,5,7,3,22,19,5,29,4,36,29,23,68,72,117,36,4,10,10,20,12,14,58,25,10,58,61,10,12,159,24,11,1,6,15,8,25,30,10,33,2,12,44,118,29,203,2,4,8,14,31,9,10,8,15,13,15,28,27,27,9,8,8,87,77,90
76,33,7,3,3,22,19,5,29,4,36,29,4,68,72,84,36,4,10,10,20,12,14,58,25,10,58,61,10,198,48,104,11,1,6,15,8,25,30,10,33,2,12,44,94,187,117,2,4,8,14,32,9,10,8,15,13,15,28,27,27,9,8,8,2,2,3
77,28,8,13,4,8,29,8,7,40,16,99,40,16,157,150,107,2,1,3,2,1,23,37,3,2,65,73,2,115,64,58,0,4,5,26,5,1,6,19,37,84,59,5,115,23,233,12,25,48,95,190,8,9,6,6,6,5,3,4,3,7,6,7,31,6,7
78,20,2,2,2,7,15,1,56,39,51,56,39,51,155,42,26,6,0,11,16,0,11,39,45,8,69,75,95,155,226,8,1,3,1,8,3,12,13,14,24,108,1,65,227,223,61,10,21,40,77,157,4,5,5,7,7,7,2,0,0,5,40,2,90,108,122
79,2,10,11,7,2,13,24,38,14,5,60,14,74,44,147,226,10,8,9,10,6,9,11,10,9,11,74,9,104,151,9,6,14,7,11,14,13,52,48,12,66,95,112,87,75,87,2,2,4,9,20,14,8,13,21,22,21,23,18,19,4,2,5,16,14,25
80,5,6,14,6,5,9,28,40,30,14,90,43,14,37,157,11,1,4,1,3,23,10,30,17,23,30,62,23,195,60,70,10,6,0,7,12,2,48,46,56,37,61,68,3,84,40,11,24,45,88,178,3,3,3,5,5,4,54,45,48,31,36,39,40,43,46
81,20,2,2,2,14,4,21,6,25,1,6,42,76,42,40,229,6,0,11,16,0,11,39,45,8,39,45,8,194,149,93,1,3,1,8,3,12,13,14,24,70,115,115,60,193,185,10,21,40,77,156,4,5,5,7,7,7,2,0,0,5,38,2,88,79,78
82,0,0,1,12,0,1,2,0,1,32,106,1,32,94,1,71,0,14,6,0,20,19,0,19,17,0,19,17,0,21,17,7,10,11,19,11,9,12,28,11,39,2,19,21,118,153,4,9,16,28,54,12,12,4,25,26,26,40,38,41,33,31,32,3,3,4
83,34,14,11,7,2,1,24,2,45,10,103,25,93,186,59,152,4,10,10,15,12,14,22,12,24,22,76,97,218,28,75,8,13,4,23,15,19,32,34,1,3,18,12,65,37,1,2,3,5,10,24,12,12,6,26,28,27,44,43,46,38,37,43,12,13,11
84,5,6,14,6,5,9,12,40,43,15,40,84,79,61,143,11,1,4,1,3,23,10,30,41,43,114,77,71,75,50,189,10,6,0,7,12,2,42,49,51,19,93,58,16,47,99,11,24,45,88,178,3,3,3,5,5,4,34,31,31,34,51,36,8,44,39
85,9,13,6,11,20,12,14,28,21,12,111,21,97,5,65,115,7,7,8,6,7,7,57,8,32,57,116,105,48,170,74,12,11,14,0,7,3,45,29,52,40,51,73,116,21,29,3,6,12,21,43,7,7,7,3,3,3,45,44,16,40,43,42,18,11,17
86,20,5,7,1,2,4,15,31,25,10,65,25,96,87,232,126,6,0,11,16,0,11,10,0,55,10,69,55,58,56,206,1,3,1,22,1,8,24,3,1,61,31,15,97,24,152,8,17,36,69,140,1,1,0,7,7,7,51,58,38,55,106,56,146,163,170
87,3,7,3,8,17,5,17,8,33,53,85,33,105,144,86,179,8,2,5,22,2,3,48,57,42,62,60,80,202,119,129,11,1,6,1,2,5,31,15,41,32,10,87,206,199,64,1,1,2,3,8,2,2,2,1,1,1,10,40,11,97,62,63,132,107,120
88,16,10,11,7,2,13,16,38,14,5,38,66,64,207,98,9,10,8,9,10,6,9,11,10,9,11,10,9,203,160,77,6,14,7,11,14,13,28,32,46,90,116,17,84,43,76,2,2,4,8,18,14,8,13,21,22,21,23,18,19,4,2,5,17,18,14
89,5,6,14,6,5,9,12,40,43,21,64,84,65,61,143,173,1,4,1,3,23,10,30,41,43,114,77,71,75,50,189,10,6,0,7,12,2,42,49,51,19,93,58,16,47,99,11,24,46,89,181,3,3,3,5,5,4,34,31,31,34,51,36,8,44,39
90,35,5,7,1,12,19,7,44,55,43,44,100,89,151,12,168,4,10,10,15,12,14,22,12,24,22,76,97,25,28,131,1,3,1,28,27,23,19,21,18,43,9,0,137,25,121,2,3,5,10,22,9,10,8,17,16,16,9,9,8,2,3,4,14,27,27
91,36,6,14,6,5,9,12,40,43,15,64,84,79,61,99,173,1,4,1,3,23,10,30,41,43,114,77,71,75,50,189,10,6,0,7,12,2,42,49,51,19,93,58,16,47,99,11,24,46,89,181,3,3,3,5,5,4,34,31,31,34,51,36,8,44,39
92,10,6,14,6,21,24,29,18,16,21,94,70,91,200,104,113,1,4,1,24,5,20,4,49,49,4,5,49,205,134,138,10,6,0,18,21,18,2,5,20,99,103,96,52,173,204,11,23,43,85,173,3,3,3,10,9,9,19,1,17,8,76,80,93,103,91
93,1,3,10,14,3,2,25,24,49,58,59,9,58,6,126,69,5,3,7,8,3,4,26,55,47,73,103,47,100,84,203,5,2,2,2,4,0,21,56,9,98,16,89,136,100,207,15,30,59,117,234,0,0,1,2,2,0,36,34,36,32,32,35,169,161,131
