doc_idx,true_label,kmeans_k4_s0,kmeans_k4_s1,kmeans_k4_s2,kmeans_k9_s0,kmeans_k9_s1,kmeans_k9_s2,kmeans_k18_s0,kmeans_k18_s1,kmeans_k18_s2,kmeans_k36_s0,kmeans_k36_s1,kmeans_k36_s2,kmeans_k72_s0,kmeans_k72_s1,kmeans_k72_s2,gmm_k4_s0,gmm_k4_s1,gmm_k4_s2,gmm_k9_s0,gmm_k9_s1,gmm_k9_s2,gmm_k18_s0,gmm_k18_s1,gmm_k18_s2,gmm_k36_s0,gmm_k36_s1,gmm_k36_s2,gmm_k72_s0,gmm_k72_s1,gmm_k72_s2,spectral_k4_s0,spectral_k4_s1,spectral_k4_s2,spectral_k9_s0,spectral_k9_s1,spectral_k9_s2,spectral_k18_s0,spectral_k18_s1,spectral_k18_s2,spectral_k36_s0,spectral_k36_s1,spectral_k36_s2,spectral_k72_s0,spectral_k72_s1,spectral_k72_s2,ward_k4,ward_k9,ward_k18,ward_k36,ward_k72,leiden_k4_s0,leiden_k4_s1,leiden_k4_s2,leiden_k9_s0,leiden_k9_s1,leiden_k9_s2,leiden_k18_s0,leiden_k18_s1,leiden_k18_s2,leiden_k36_s0,leiden_k36_s1,leiden_k36_s2,leiden_k72_s0,leiden_k72_s1,leiden_k72_s2
10,7,1,2,2,5,7,1,11,0,1,1,14,27,53,17,44,1,0,0,0,5,2,11,5,12,23,17,18,23,23,26,1,1,3,0,1,1,17,15,17,19,25,17,54,60,33,2,5,11,18,35,0,0,0,0,0,0,17,7,12,31,31,30,39,40,41
11,0,2,0,3,0,1,7,10,11,7,15,6,16,70,62,48,2,2,1,2,1,3,2,1,3,29,30,23,27,36,33,3,3,1,3,5,2,2,16,2,6,9,10,8,18,7,4,7,15,30,60,3,3,3,4,4,5,6,11,4,3,20,34,57,55,58
12,8,0,1,0,1,6,2,13,6,11,20,12,10,9,56,8,1,1,0,7,7,8,7,7,8,34,7,7,29,39,51,1,1,3,7,7,5,11,10,10,29,26,22,60,57,46,2,3,4,6,14,1,0,0,6,6,6,5,4,6,10,9,11,43,11,42
13,5,3,2,2,6,4,6,6,14,6,21,24,29,18,16,21,1,0,2,1,4,1,1,4,1,24,5,20,4,49,49,2,0,0,4,4,4,4,0,14,16,30,12,35,25,29,3,6,14,26,54,2,1,2,5,5,4,3,3,3,8,7,9,13,0,12
14,8,1,1,0,1,6,2,13,6,11,20,8,14,28,10,12,1,1,0,7,7,8,7,7,8,34,7,7,29,39,51,1,1,3,7,7,5,11,10,10,14,24,20,60,57,46,2,3,4,6,13,1,0,0,6,6,6,5,4,6,10,9,11,43,11,42
15,9,1,2,2,5,7,1,5,7,1,32,3,11,67,36,67,1,1,2,3,3,4,15,12,15,35,29,26,36,40,44,1,1,3,0,1,1,0,1,1,2,4,2,68,46,68,1,2,3,3,8,0,0,0,4,4,2,11,16,16,28,29,28,54,52,54
16,1,0,1,0,3,5,5,15,5,5,23,22,23,35,68,11,0,1,0,0,3,6,9,11,13,7,10,8,51,4,39,1,1,3,8,0,6,6,13,9,21,22,16,17,22,22,4,8,16,32,64,1,0,0,8,7,7,10,10,10,7,6,7,9,10,9
17,10,1,2,2,2,2,1,17,4,10,19,7,34,66,38,34,1,0,2,1,6,1,14,6,14,13,11,5,41,50,45,2,0,0,0,1,1,0,1,1,24,32,19,25,44,28,2,5,12,23,50,2,1,0,3,3,3,13,13,13,33,33,32,44,39,43
18,8,1,2,2,1,6,2,13,6,11,13,26,10,9,64,8,1,1,0,7,7,8,7,7,8,34,7,7,29,39,51,1,1,3,7,7,5,11,10,10,14,24,20,40,20,18,2,3,4,6,12,1,0,0,6,6,6,5,4,6,10,9,11,38,11,38
19,6,0,1,0,3,8,0,12,9,14,26,32,6,15,67,46,1,1,2,5,3,4,15,3,7,27,27,24,33,30,28,1,1,3,0,1,1,0,1,1,8,31,31,9,38,64,2,5,9,14,27,1,0,0,1,1,1,0,0,0,27,28,27,29,31,26
20,1,0,1,0,3,8,0,9,10,15,3,30,25,63,6,71,1,1,2,5,3,7,5,3,7,30,21,27,66,46,31,1,1,3,8,0,6,14,17,11,0,35,1,36,14,47,3,6,14,27,55,1,0,0,1,1,1,0,0,0,12,14,4,2,36,31
21,7,2,3,1,7,3,8,7,3,13,4,27,27,16,9,23,1,1,2,3,5,4,15,12,15,14,16,16,50,44,29,1,1,3,0,1,1,0,1,1,33,33,32,37,41,4,2,5,13,25,52,1,0,0,1,1,1,0,0,0,20,23,20,34,13,35
22,6,0,1,0,3,8,0,12,9,14,26,32,6,14,67,55,1,1,2,5,3,4,15,3,7,27,27,24,33,30,28,1,1,3,8,0,6,14,17,11,8,31,31,9,38,64,2,5,9,14,27,1,0,0,1,1,1,0,0,0,27,28,27,29,31,26
23,9,2,2,2,0,7,7,2,16,7,2,34,26,2,14,5,3,0,3,3,5,2,11,5,12,15,12,1,71,64,58,0,2,2,1,6,8,0,1,1,2,4,2,7,6,35,2,5,11,19,38,0,2,1,4,4,5,16,11,4,23,26,24,12,16,11
24,2,2,0,3,0,7,7,5,16,7,2,13,26,38,66,64,3,3,3,4,8,5,10,8,9,10,6,9,11,10,9,0,2,2,1,6,8,10,4,0,9,3,13,70,26,25,1,2,2,2,5,0,2,1,4,4,5,16,11,4,23,26,24,12,16,11
25,1,0,1,0,3,5,5,15,5,5,23,11,23,41,54,11,1,1,0,0,3,6,9,11,13,7,10,8,32,54,70,1,1,3,8,0,6,6,13,9,21,22,16,29,27,48,4,8,16,32,63,1,0,0,8,7,7,10,10,10,7,6,7,9,10,9
26,11,1,2,2,5,2,1,11,2,2,28,20,22,22,59,62,1,0,0,6,0,2,6,0,11,9,22,22,31,52,46,1,1,3,0,1,1,16,9,4,11,18,7,10,40,15,2,5,10,16,31,0,0,0,3,3,3,15,15,15,14,17,14,51,50,55
27,10,1,2,2,2,2,1,17,4,10,27,7,34,34,58,40,1,0,2,1,6,1,14,6,14,13,11,5,14,11,12,2,0,0,5,3,3,1,5,6,15,11,14,11,51,40,2,5,12,21,48,2,1,0,3,3,3,13,13,13,22,25,23,11,12,10
28,0,2,0,3,8,1,4,10,11,4,15,6,16,32,45,20,2,2,1,2,1,3,2,1,3,2,1,23,37,3,36,3,3,1,3,5,2,2,16,2,26,23,26,31,0,58,4,7,15,30,61,3,3,3,4,4,5,6,9,4,3,20,5,31,35,32
29,5,3,2,2,6,4,6,16,14,6,31,9,28,5,30,15,1,0,2,1,4,1,1,4,1,24,5,20,70,5,5,2,0,0,4,4,4,4,0,14,7,34,28,19,29,13,3,6,14,28,56,2,1,2,5,5,4,3,3,3,4,3,2,6,1,0
30,12,0,2,2,2,2,2,17,2,2,7,15,1,56,39,54,1,0,2,6,0,2,6,0,11,16,0,11,61,0,41,1,1,3,0,1,1,0,1,1,3,8,33,20,2,2,2,5,13,25,53,0,0,0,3,3,3,9,8,9,6,5,6,0,32,29
31,6,0,1,0,1,8,2,13,8,9,34,31,9,45,41,33,1,1,0,5,3,4,15,12,4,21,13,12,54,20,13,1,1,3,0,1,1,0,1,1,4,19,30,5,31,5,2,5,8,13,26,1,0,0,7,1,1,14,14,14,15,15,15,5,5,5
32,5,3,2,2,6,4,6,6,14,6,21,24,20,64,20,56,1,0,2,1,4,1,1,4,1,24,5,20,52,5,5,2,0,0,4,4,4,4,0,14,16,30,12,39,33,59,3,6,14,26,54,2,1,2,5,5,4,3,3,3,8,7,9,23,0,21
33,6,0,1,0,1,8,2,13,8,9,34,31,9,45,41,33,1,1,0,5,3,4,15,12,4,21,13,12,54,20,13,1,1,3,0,1,1,0,1,1,4,19,30,5,31,5,2,5,8,13,26,1,0,0,7,1,1,14,14,14,15,15,15,5,5,5
34,3,2,3,1,7,3,8,7,3,8,17,35,17,52,57,3,3,3,3,8,2,5,8,2,5,22,25,29,48,32,42,0,2,2,1,6,8,5,2,16,1,1,6,64,71,1,1,1,1,1,2,0,2,1,2,2,2,2,2,2,0,0,0,16,18,14
35,8,1,2,2,1,6,2,13,6,11,20,8,14,28,51,12,1,1,0,7,7,8,7,7,8,6,7,33,6,47,67,1,1,3,7,7,5,11,10,10,27,2,27,18,11,17,2,3,4,6,13,1,0,0,6,6,6,5,4,6,16,19,17,4,3,3
36,1,0,1,0,3,8,0,3,10,15,9,23,30,48,19,60,1,1,2,5,3,7,5,3,7,8,3,4,26,6,4,1,1,3,8,0,6,14,17,11,0,35,1,50,3,8,4,9,18,36,72,1,0,0,1,1,1,0,0,0,2,2,8,8,8,7
37,1,0,1,0,3,8,0,12,9,14,4,27,6,23,9,31,1,1,2,5,3,7,5,3,7,8,3,4,40,65,53,1,1,3,8,0,6,14,17,11,0,35,1,55,53,45,4,9,18,36,71,1,0,0,1,1,1,0,0,0,2,2,8,27,30,30
38,9,1,2,2,5,7,1,5,7,1,13,3,11,67,36,67,1,1,2,3,3,4,15,12,15,35,29,26,36,40,44,1,1,3,0,1,1,0,1,1,2,4,2,68,46,68,2,5,11,19,36,0,0,0,4,4,0,11,16,16,28,29,28,54,52,54
39,13,1,2,2,4,7,1,4,1,17,11,21,2,71,48,2,0,1,2,0,5,6,13,9,6,12,4,6,13,43,34,1,1,3,6,8,0,9,7,15,35,29,23,33,15,14,2,4,5,8,16,0,0,0,0,0,0,4,5,5,5,4,3,3,4,2
40,1,0,1,0,3,8,0,12,9,14,4,2,6,16,9,66,1,1,2,5,3,4,15,3,15,35,29,26,38,34,59,1,1,3,8,0,6,14,17,11,0,35,1,7,58,62,2,5,9,14,27,1,0,0,1,1,1,0,0,0,11,11,16,33,17,25
41,2,1,2,2,5,5,5,15,5,5,23,22,23,19,8,63,0,1,0,0,3,6,9,11,13,7,26,8,9,48,11,1,1,3,8,0,6,6,13,9,30,0,5,22,30,32,4,8,16,31,62,1,0,0,8,7,7,10,10,10,7,6,7,17,20,16
42,1,0,1,0,3,8,0,12,10,14,3,30,25,24,49,31,1,1,2,5,3,7,5,3,7,30,21,27,40,35,53,1,1,3,8,0,6,14,17,11,0,35,1,55,53,45,4,9,18,36,71,1,0,0,1,1,1,0,0,0,2,2,8,27,30,30
43,6,0,1,0,3,8,0,12,9,14,26,32,6,14,67,55,1,1,2,5,3,4,15,3,7,27,27,24,33,30,28,1,1,3,0,1,1,0,1,1,8,31,31,9,38,64,2,5,9,14,27,1,0,0,1,1,1,0,0,0,27,28,27,29,31,26
44,3,2,3,1,7,3,8,7,3,8,30,5,31,50,5,52,3,3,3,8,2,5,8,2,5,22,2,3,64,21,50,0,2,2,1,6,8,5,2,16,1,1,6,65,35,24,1,1,1,1,1,0,2,1,2,2,2,2,2,2,0,0,0,15,14,13
45,8,1,1,0,1,6,2,13,6,11,20,12,14,28,21,12,1,1,0,7,7,8,7,7,8,6,7,7,57,8,32,1,1,3,7,7,5,11,10,10,29,26,22,49,39,66,2,3,4,6,14,1,0,0,6,6,6,5,4,6,10,9,11,47,44,44
46,3,2,2,2,5,7,3,5,15,16,12,19,7,44,55,43,3,3,3,4,2,5,4,10,10,31,12,30,22,12,24,0,2,2,1,6,8,13,12,13,28,21,35,66,5,19,1,2,3,3,7,0,0,0,2,2,0,7,6,7,17,16,18,7,7,6
47,14,2,3,1,7,3,8,7,3,8,30,5,31,50,5,50,3,3,3,8,2,5,8,2,5,22,2,3,64,21,50,0,2,2,1,6,8,5,2,16,1,1,6,65,35,24,1,1,1,1,1,0,2,1,2,2,2,2,2,2,0,0,0,15,14,13
48,3,2,3,1,7,3,8,7,3,8,30,5,17,8,33,53,3,3,3,8,2,5,8,2,5,22,25,29,25,57,20,0,2,2,1,6,8,5,2,16,1,1,6,14,71,60,1,1,1,1,2,0,2,1,2,2,2,2,2,2,0,0,0,10,9,8
49,1,0,1,0,3,5,5,15,5,5,23,22,23,47,68,11,0,1,0,0,3,6,9,11,13,7,10,8,51,4,39,1,1,3,8,0,6,6,13,9,21,22,16,17,22,22,4,8,16,32,64,1,0,0,8,7,7,10,10,10,7,6,7,9,10,9
50,1,0,1,0,3,8,0,9,10,15,3,30,18,3,49,30,1,1,2,5,3,7,5,3,7,30,21,27,34,28,47,1,1,3,8,0,6,14,17,11,0,35,1,0,69,57,4,9,18,34,68,1,0,0,1,1,1,0,0,0,12,14,4,2,36,31
51,15,1,2,2,4,7,1,4,1,17,11,21,35,12,37,39,0,1,2,0,5,6,13,9,6,12,31,6,49,7,25,1,1,3,6,8,0,9,7,15,35,29,23,33,15,14,2,4,5,8,16,0,0,0,0,0,0,4,5,5,5,4,3,19,19,15
52,11,1,2,2,1,7,1,11,7,1,24,16,19,39,7,57,1,0,0,6,0,2,6,0,11,32,22,22,20,16,18,1,1,3,0,1,1,16,9,4,2,4,2,6,9,34,2,5,11,19,38,0,0,0,3,3,3,15,15,15,14,17,14,26,28,27
53,1,0,1,0,3,8,0,3,10,15,3,30,18,59,49,58,1,1,2,5,3,7,5,3,7,8,3,4,34,55,47,1,1,3,8,0,6,14,17,11,0,35,1,0,69,57,4,9,18,34,68,1,0,0,1,1,1,0,0,0,2,2,4,35,37,37
54,9,1,2,2,5,7,1,5,7,1,32,4,15,31,25,10,1,0,2,3,5,2,16,5,2,19,28,1,35,26,65,1,1,3,0,1,1,0,1,1,2,4,2,27,1,3,2,5,11,19,41,0,0,0,0,0,0,1,1,1,21,24,22,53,42,40
55,9,1,2,2,5,7,1,5,7,1,32,25,7,33,28,19,1,0,0,6,6,2,17,6,16,17,15,17,17,18,16,2,0,0,6,8,0,3,6,3,13,7,9,28,10,50,2,5,12,22,49,0,1,0,4,4,2,11,16,16,28,29,28,62,59,64
56,1,0,1,0,3,8,0,9,10,15,3,30,18,3,49,30,1,1,2,5,3,7,5,3,7,30,21,27,34,28,47,1,1,3,8,0,6,14,17,11,0,35,1,0,69,57,4,9,18,34,68,1,0,0,1,1,1,0,0,0,12,14,4,2,41,50
57,0,2,0,3,8,1,4,8,13,4,33,29,8,7,40,16,2,2,1,2,1,3,2,1,3,2,1,23,65,3,2,3,3,1,3,5,2,2,16,2,22,5,11,58,17,69,4,7,15,29,59,3,3,3,4,4,5,6,9,4,3,12,5,1,2,1
58,12,1,2,2,2,2,2,17,2,2,7,15,1,6,39,1,1,0,2,6,0,2,6,0,11,16,0,11,39,45,8,1,1,3,0,1,1,0,1,1,3,8,33,20,2,2,2,5,13,24,51,0,0,0,3,3,3,9,8,9,6,5,6,0,6,4
59,6,0,1,0,1,8,2,12,9,14,26,32,11,14,67,55,1,1,2,5,3,4,15,3,7,27,27,24,33,30,28,1,1,3,0,1,1,0,1,1,8,31,31,9,38,64,2,5,9,14,27,1,0,0,1,1,1,0,0,0,27,28,27,29,31,26
60,16,1,2,2,1,0,1,1,17,0,1,10,33,20,32,26,0,1,0,0,5,0,3,13,0,33,24,32,8,9,30,1,1,3,0,1,1,0,1,1,32,16,24,38,63,43,2,5,7,12,23,0,0,0,0,0,0,8,7,8,29,10,12,55,53,56
61,1,0,1,0,3,8,2,12,9,14,26,32,6,14,67,55,1,1,2,5,3,4,15,3,7,27,27,24,33,30,28,1,1,3,8,0,6,0,1,1,8,31,31,9,38,64,2,5,9,14,27,1,0,0,1,1,1,0,0,0,27,28,27,29,31,26
62,1,0,1,0,3,8,0,12,9,14,4,23,6,23,9,31,1,1,2,5,3,7,5,3,7,30,21,27,40,35,53,1,1,3,8,0,6,14,17,11,0,35,1,55,53,45,4,9,18,36,71,1,0,0,1,1,1,0,0,0,2,2,8,27,30,30
63,3,2,3,1,7,3,8,7,3,8,10,17,17,13,47,3,3,3,3,8,2,5,8,2,5,4,35,35,3,2,3,0,2,2,1,6,8,5,2,16,20,27,21,15,19,36,1,2,3,5,11,0,2,1,2,2,2,2,2,2,25,21,25,22,24,18
64,7,1,2,2,1,0,1,1,7,13,14,27,27,1,31,23,1,1,2,3,5,4,15,12,15,14,16,16,50,44,29,1,1,3,0,1,1,0,1,1,33,33,32,37,41,4,2,5,13,25,52,0,0,0,0,0,0,4,7,5,26,10,12,32,33,36
65,0,2,0,3,8,1,4,10,11,4,15,6,16,32,13,20,2,2,1,2,1,3,2,1,3,2,1,23,37,3,36,3,3,1,3,5,2,2,16,2,26,23,26,31,0,58,4,7,15,30,61,3,3,3,4,4,5,6,9,4,3,20,5,31,35,32
66,3,2,3,1,7,3,8,7,3,8,30,5,31,21,33,47,3,3,3,8,2,5,8,2,5,22,25,29,25,57,20,0,2,2,1,6,8,5,2,16,1,1,6,14,71,60,1,1,1,1,2,0,2,1,2,2,2,2,2,2,0,0,0,10,9,8
67,17,0,1,0,3,8,0,9,12,15,3,30,25,3,49,7,1,1,0,5,3,7,5,15,17,5,14,15,46,13,54,1,1,3,8,0,6,14,17,11,0,35,1,7,6,35,4,9,17,33,66,1,0,0,1,1,1,0,0,0,12,14,4,2,41,50
68,11,1,2,2,5,0,1,11,7,13,32,33,21,1,31,61,1,0,2,3,5,2,11,5,12,1,19,21,47,56,64,1,1,3,0,1,1,0,1,1,2,4,2,7,6,35,2,5,11,20,43,0,0,0,0,0,0,1,1,1,24,27,26,14,15,59
69,1,0,1,0,3,8,0,3,9,14,9,23,30,48,69,60,1,1,2,5,3,7,5,3,7,8,3,4,26,6,48,1,1,3,8,0,6,14,17,11,0,35,1,50,3,8,4,9,18,36,72,1,0,0,1,1,1,0,0,0,2,2,8,8,8,7
70,3,2,3,1,7,3,8,7,3,8,30,5,31,21,33,42,3,3,3,8,2,5,8,2,5,22,25,29,25,57,20,0,2,2,1,6,8,5,2,16,1,1,6,14,71,60,1,1,1,1,2,0,2,1,2,2,2,2,2,2,0,0,0,10,9,8
71,5,3,2,2,6,4,6,16,14,6,31,9,28,40,43,65,1,0,2,1,4,1,1,17,1,3,23,31,30,62,23,2,0,0,4,4,4,4,0,14,7,34,28,19,29,13,3,6,14,28,57,2,1,2,5,5,4,3,3,3,4,3,2,6,1,0
72,8,0,1,0,1,6,2,13,6,11,20,26,10,9,56,12,1,1,0,7,7,8,7,7,8,6,7,7,57,8,32,1,1,3,7,7,5,11,10,10,29,26,22,60,57,46,2,3,4,6,13,1,0,0,6,6,6,5,4,6,10,9,11,43,11,42
73,0,2,0,3,8,1,4,8,13,4,33,29,8,32,45,20,2,2,1,2,1,3,2,1,3,2,1,23,37,3,36,3,3,1,3,5,2,2,16,2,26,23,26,31,0,58,4,7,15,30,61,3,3,3,4,4,5,6,9,4,3,20,5,31,35,32
74,6,0,1,0,3,8,0,12,9,14,26,32,6,14,67,55,1,1,2,5,3,4,15,3,7,27,27,24,33,30,28,1,1,3,8,0,6,0,1,1,8,31,31,9,38,64,2,5,9,14,27,1,0,0,1,1,1,0,0,0,27,28,27,29,31,26
75,3,2,3,1,5,7,3,2,15,3,22,19,5,29,4,68,3,3,3,4,2,5,4,10,10,20,12,14,58,61,10,0,2,2,1,6,8,13,12,13,10,10,3,12,45,30,1,2,3,4,10,0,0,1,2,2,0,7,6,7,13,13,13,20,23,17
76,3,2,3,1,7,3,3,2,15,3,22,19,5,29,4,68,3,3,3,4,2,5,4,10,10,20,12,14,58,61,10,0,2,2,1,6,8,13,12,13,10,10,3,12,45,30,1,2,3,4,10,0,0,1,2,2,0,7,6,7,13,13,13,20,23,17
77,0,2,0,3,8,1,4,8,13,4,33,29,8,49,40,16,2,2,1,2,1,3,2,1,3,2,1,23,65,3,2,3,3,1,3,5,2,2,16,2,22,5,11,58,17,69,4,7,15,29,59,3,3,3,4,4,5,6,9,4,3,12,5,1,2,1
78,12,1,2,2,2,2,2,17,2,2,7,15,1,56,39,51,1,0,2,6,0,2,6,0,11,16,0,11,61,0,8,1,1,3,0,1,1,0,1,1,3,8,33,20,2,2,2,5,13,24,51,0,0,0,3,3,3,9,8,9,6,5,6,0,6,4
79,2,2,0,3,0,1,7,2,16,7,2,34,26,60,14,5,3,3,3,4,8,5,10,8,9,10,6,9,11,10,9,0,2,2,1,6,8,10,4,0,9,3,13,30,43,56,1,2,2,2,6,0,2,1,4,4,5,16,11,4,23,26,24,12,16,11
80,5,3,2,2,6,4,6,16,14,6,31,9,28,69,30,14,1,0,2,1,4,1,1,17,1,3,23,31,30,62,23,2,0,0,4,4,4,4,0,14,7,34,28,45,13,20,3,6,14,28,56,2,1,2,5,5,4,3,3,3,19,18,19,36,43,47
81,12,1,2,2,2,2,1,17,2,2,7,33,13,6,42,1,1,0,2,6,0,2,6,0,11,16,0,11,39,45,8,1,1,3,0,1,1,0,1,1,3,8,33,20,2,2,2,5,13,24,51,0,0,0,3,3,3,9,8,9,6,5,6,0,6,4
82,0,1,2,2,4,7,7,0,1,12,0,1,32,0,1,32,0,1,0,0,5,6,0,14,6,0,20,19,0,19,17,1,1,3,6,8,0,8,11,12,31,14,15,52,23,12,2,4,6,10,18,0,0,0,0,0,0,11,16,16,30,30,29,40,38,39
83,0,2,0,3,0,7,7,5,11,7,32,1,7,26,25,10,3,3,3,4,2,5,4,10,10,31,12,30,22,12,24,1,1,3,2,2,7,12,14,1,23,12,29,23,6,35,1,2,3,3,7,0,3,0,4,4,0,11,11,17,32,32,31,45,45,46
84,5,3,2,2,6,4,6,16,14,6,5,9,12,40,43,15,1,0,2,1,4,1,1,17,1,3,23,10,59,41,71,2,0,0,4,4,4,4,0,14,7,34,28,51,52,55,3,6,14,28,56,2,1,2,5,5,4,3,3,3,4,3,2,28,29,28
85,8,1,1,0,1,6,2,13,6,11,20,12,14,28,21,12,1,1,0,7,7,8,7,7,8,6,7,7,57,8,32,1,1,3,7,7,5,11,10,10,29,26,22,49,39,66,2,3,4,6,14,1,0,0,6,6,6,5,4,6,10,9,11,47,44,44
86,12,1,2,2,5,2,1,5,7,1,32,4,13,65,42,10,1,0,2,6,0,2,6,0,11,16,0,11,10,69,55,1,1,3,0,1,1,0,1,1,2,4,2,27,6,35,2,5,11,20,46,0,0,0,0,0,0,1,1,1,6,5,6,59,32,29
87,3,2,3,1,7,3,8,7,3,8,17,5,17,8,33,53,3,3,3,8,2,5,8,2,5,22,25,29,62,60,42,0,2,2,1,6,8,5,2,16,1,1,6,69,61,60,1,1,1,1,2,0,2,1,2,2,2,2,2,2,0,0,0,10,9,45
88,2,1,0,3,0,1,7,10,16,7,2,13,26,38,66,64,3,3,3,4,8,5,10,8,9,10,6,9,11,10,9,0,2,2,1,6,8,10,4,0,9,3,13,70,26,25,1,2,2,2,5,0,2,1,4,4,5,16,11,4,23,26,24,12,16,11
89,5,3,2,2,6,4,6,16,14,6,5,9,12,40,43,65,1,0,2,1,4,1,1,17,1,3,23,10,59,41,71,2,0,0,4,4,4,4,0,14,7,34,28,51,52,55,3,6,14,28,57,2,1,2,5,5,4,3,3,3,4,3,2,28,29,28
90,3,1,2,2,5,7,3,5,15,16,12,19,7,44,55,43,3,3,3,4,2,5,4,10,10,31,12,30,22,12,24,0,2,2,1,6,8,13,12,13,28,21,35,66,5,19,1,2,3,3,7,0,0,0,2,2,0,7,6,7,17,16,18,7,7,6
91,5,3,2,2,6,4,6,16,14,6,5,9,12,40,43,65,1,0,2,1,4,1,1,17,1,3,23,10,59,41,71,2,0,0,4,4,4,4,0,14,7,34,28,51,52,55,3,6,14,28,57,2,1,2,5,5,4,3,3,3,4,3,2,28,29,28
92,5,3,2,2,6,4,6,6,14,6,21,24,29,18,70,21,1,0,2,1,4,1,1,4,1,24,5,20,4,49,49,2,0,0,4,4,4,4,0,14,16,30,12,35,25,29,3,6,14,26,54,2,1,2,5,5,4,3,3,3,8,7,9,13,0,12
93,1,0,1,0,3,8,0,3,10,15,3,30,30,59,69,30,1,1,2,5,3,7,5,3,7,8,3,4,34,55,47,1,1,3,8,0,6,14,17,11,0,35,1,0,69,57,4,9,18,36,72,1,0,0,1,1,1,0,0,0,2,2,4,35,37,37
