doc_idx,true_label,kmeans_k22_s0,kmeans_k22_s1,kmeans_k22_s2,kmeans_k44_s0,kmeans_k44_s1,kmeans_k44_s2,kmeans_k89_s0,kmeans_k89_s1,kmeans_k89_s2,kmeans_k178_s0,kmeans_k178_s1,kmeans_k178_s2,kmeans_k356_s0,kmeans_k356_s1,kmeans_k356_s2,gmm_k22_s0,gmm_k22_s1,gmm_k22_s2,gmm_k44_s0,gmm_k44_s1,gmm_k44_s2,gmm_k89_s0,gmm_k89_s1,gmm_k89_s2,gmm_k178_s0,gmm_k178_s1,gmm_k178_s2,gmm_k356_s0,gmm_k356_s1,gmm_k356_s2,spectral_k22_s0,spectral_k22_s1,spectral_k22_s2,spectral_k44_s0,spectral_k44_s1,spectral_k44_s2,spectral_k89_s0,spectral_k89_s1,spectral_k89_s2,spectral_k178_s0,spectral_k178_s1,spectral_k178_s2,spectral_k356_s0,spectral_k356_s1,spectral_k356_s2,ward_k22,ward_k44,ward_k89,ward_k178,ward_k356,leiden_k22_s0,leiden_k22_s1,leiden_k22_s2,leiden_k44_s0,leiden_k44_s1,leiden_k44_s2,leiden_k89_s0,leiden_k89_s1,leiden_k89_s2,leiden_k178_s0,leiden_k178_s1,leiden_k178_s2,leiden_k356_s0,leiden_k356_s1,leiden_k356_s2
10,10,1,5,3,1,29,3,1,43,77,82,132,160,82,132,195,5,4,5,5,4,33,43,36,6,106,92,31,106,319,272,4,8,7,14,5,19,69,70,77,23,75,42,196,98,60,2,3,6,14,27,1,1,1,1,1,1,20,20,25,95,89,105,87,85,93
11,11,3,9,11,30,9,11,10,24,29,15,136,86,15,136,86,9,6,16,9,6,16,6,4,50,139,103,6,53,265,6,0,17,8,10,20,9,17,8,16,10,41,6,239,328,347,13,22,43,98,192,6,4,6,13,14,15,16,13,14,5,3,5,196,17,18
12,10,1,5,3,1,5,3,1,17,77,1,133,79,1,133,79,5,4,5,5,4,33,5,6,52,110,172,124,110,292,324,4,8,7,14,5,19,7,1,6,25,26,132,34,101,21,2,3,6,10,20,1,1,1,1,1,1,21,18,68,164,158,147,294,293,297
13,12,12,17,2,12,17,2,12,80,2,89,87,37,255,87,262,1,1,14,33,1,35,33,1,57,29,156,30,123,264,30,19,19,21,22,40,1,45,35,1,112,166,10,201,320,92,12,19,37,82,164,3,11,4,14,17,16,12,10,12,1,2,1,73,77,82
14,13,13,0,5,13,0,5,72,0,54,64,121,162,64,228,222,8,0,3,22,0,3,23,0,3,138,154,88,8,196,283,14,12,5,4,9,43,16,0,4,38,46,2,93,101,21,6,11,22,54,101,7,2,7,8,8,8,15,36,15,44,45,44,275,256,243
15,14,15,11,15,36,43,25,82,46,81,24,34,25,24,34,25,2,10,6,26,24,25,48,61,65,26,63,47,26,63,47,1,0,0,39,36,37,34,83,25,63,44,66,25,161,17,18,39,79,158,319,2,2,2,15,16,12,46,47,45,27,29,31,69,12,72
16,15,10,3,14,10,3,43,19,85,18,32,32,43,32,310,324,11,14,11,11,14,11,83,82,13,75,4,132,75,4,269,13,2,14,8,18,12,8,3,73,5,172,141,303,67,216,1,1,1,1,2,10,9,12,5,6,5,4,4,4,25,22,23,55,65,44
17,16,5,16,19,37,16,28,4,63,67,28,7,121,28,187,312,18,1,8,18,27,8,62,25,4,111,118,18,351,308,18,19,19,21,12,15,18,37,12,8,165,11,23,167,56,240,12,21,41,94,186,12,13,10,10,10,10,2,3,2,13,1,7,141,132,129
18,17,7,8,12,7,34,12,47,2,6,56,101,102,56,101,299,4,16,2,4,16,2,17,62,62,161,151,121,184,289,121,6,4,12,1,3,4,0,4,17,152,87,59,58,125,171,19,41,85,169,340,8,8,8,3,3,3,8,8,8,110,101,103,144,113,114
19,18,5,16,1,24,38,1,68,22,52,45,43,82,45,43,82,7,9,15,36,9,42,37,44,40,33,48,39,324,48,39,10,1,11,28,29,26,54,72,41,20,23,71,6,106,58,8,14,28,66,129,4,3,3,34,33,32,32,33,33,51,59,56,32,32,39
20,19,15,15,17,22,15,31,67,66,11,103,20,20,103,20,20,2,10,6,27,32,38,22,5,8,37,34,34,321,183,34,18,11,18,20,27,10,30,17,45,163,65,14,212,13,173,18,40,84,167,338,9,5,11,29,27,29,26,22,26,9,11,10,6,6,1
21,20,12,16,2,37,14,2,48,74,17,78,141,99,248,141,99,18,1,8,42,35,37,40,38,42,39,39,42,39,39,42,19,19,21,24,25,20,67,49,30,31,70,69,69,15,259,17,34,72,145,297,16,17,17,40,40,39,65,63,61,50,51,49,31,36,28
22,10,1,5,3,1,29,3,1,17,57,1,46,79,242,293,2,5,4,5,5,4,33,5,74,52,137,167,100,137,167,100,4,8,7,14,5,19,50,61,66,82,49,79,151,177,261,2,3,6,12,23,1,1,1,1,1,1,69,18,68,69,41,66,79,84,78
23,1,5,16,19,42,1,1,35,34,64,65,78,55,65,78,196,7,1,4,24,26,4,25,26,25,25,27,24,279,236,24,19,19,21,6,22,15,15,5,75,64,62,9,16,33,125,12,20,39,89,174,3,11,3,32,30,31,37,40,39,17,20,21,12,19,15
24,21,16,7,13,32,32,13,44,35,51,30,28,41,30,221,41,21,19,14,21,19,26,21,60,61,68,17,62,316,17,62,1,0,0,43,38,40,76,73,54,81,52,38,296,77,24,16,28,63,131,262,14,15,14,17,12,13,45,34,44,22,39,24,19,30,19
25,6,2,10,18,31,10,27,80,84,55,121,62,80,121,62,80,8,18,3,8,41,24,55,39,17,61,134,50,61,22,341,16,20,17,7,43,0,52,19,82,164,177,157,246,145,288,7,12,23,55,104,5,6,5,2,2,2,33,35,32,15,18,12,18,52,10
26,22,3,7,13,3,26,41,53,39,12,131,17,49,131,191,49,6,17,12,32,34,12,45,49,45,35,32,51,35,32,51,20,16,16,29,32,36,53,51,33,65,59,62,41,179,22,16,30,65,135,273,6,4,6,24,32,23,42,44,41,55,57,55,36,37,32
27,15,10,3,14,10,3,14,62,52,14,111,54,56,215,54,56,11,14,11,11,14,11,65,86,55,109,52,101,109,199,11,13,2,14,8,18,12,35,13,12,123,163,151,176,101,65,1,1,2,3,7,10,9,12,5,6,5,14,12,13,2,5,2,37,41,31
28,13,13,0,5,13,0,5,5,0,54,64,121,162,200,322,222,8,0,3,22,0,3,80,0,3,138,0,111,241,314,111,14,12,5,4,9,43,16,0,4,38,149,26,93,1,82,6,11,22,54,101,7,2,7,8,8,8,11,5,10,63,70,63,170,256,271
29,17,7,20,4,21,34,12,47,2,6,56,101,102,56,101,299,4,16,2,4,16,2,17,62,62,133,89,121,161,151,326,6,4,12,1,3,4,0,4,17,152,87,59,96,258,340,19,41,85,169,340,8,8,8,3,3,3,1,8,1,110,101,103,156,213,208
30,23,15,9,16,29,40,16,15,23,68,41,77,77,41,77,77,2,10,6,26,24,25,3,77,44,120,45,45,120,45,45,1,0,0,42,41,6,71,86,74,34,125,87,184,6,41,18,36,74,148,301,2,2,2,19,20,27,34,32,31,40,44,39,26,27,26
31,5,11,6,6,11,6,6,22,7,22,8,25,144,185,348,186,3,3,1,3,40,1,58,3,56,126,18,149,219,261,248,3,15,20,3,2,2,88,29,9,151,141,11,173,101,196,3,5,11,26,51,0,0,0,0,0,0,30,31,30,90,66,68,283,207,234
32,24,15,11,7,43,27,7,45,45,4,110,110,110,227,110,290,15,5,21,15,22,21,19,19,21,153,19,154,153,19,154,1,0,0,30,23,34,42,31,55,67,111,88,38,38,123,5,9,15,35,71,21,4,19,35,35,35,44,46,43,23,25,25,5,3,5
33,25,6,1,1,6,33,32,25,37,13,76,92,85,76,92,295,7,9,15,7,9,15,53,7,72,165,66,54,79,66,354,10,1,11,5,0,3,5,18,87,153,40,13,103,70,21,8,13,26,61,118,4,3,3,4,4,4,28,21,7,108,150,14,262,268,254
34,5,11,6,6,11,19,6,21,25,15,49,45,84,185,294,84,3,3,1,3,40,1,44,80,75,94,47,145,224,184,76,3,15,20,3,2,2,88,29,9,4,47,142,173,101,351,3,5,10,22,45,0,0,0,0,0,0,23,30,57,150,68,85,173,169,168
35,26,16,7,21,5,23,18,3,77,80,10,142,148,277,271,185,18,1,8,31,23,27,75,71,69,78,74,69,78,74,69,7,7,9,27,24,11,24,67,84,138,72,97,279,88,112,16,27,53,114,223,20,20,10,26,24,25,25,25,21,8,10,88,128,126,130
36,27,17,2,9,17,37,22,70,11,45,59,24,18,59,327,330,20,2,2,20,2,22,4,2,22,143,97,166,289,97,168,12,14,2,18,14,5,1,2,14,39,10,5,178,50,31,20,42,87,174,349,11,10,13,7,7,7,0,0,0,73,86,73,339,116,289
37,28,15,11,17,41,42,18,78,53,75,42,163,108,42,333,109,19,5,19,19,5,19,77,23,80,73,5,20,73,5,20,1,0,0,34,26,21,75,45,32,19,80,33,35,57,122,16,27,57,124,250,9,7,11,18,18,18,47,49,46,101,24,96,78,82,76
38,10,1,5,3,1,29,3,1,17,77,1,133,79,328,133,79,5,4,5,5,4,33,43,36,6,146,161,157,353,195,157,4,8,7,14,5,19,7,1,6,25,26,58,34,82,21,2,3,6,13,26,1,1,1,1,1,1,20,20,25,165,143,144,295,294,299
39,29,3,7,19,3,31,30,49,47,40,50,105,45,50,292,340,6,17,12,6,17,29,63,10,63,70,122,8,330,218,8,17,3,3,15,21,8,2,65,3,158,135,173,273,314,339,15,24,47,104,208,15,16,16,16,15,17,7,6,5,16,12,19,4,5,6
40,15,10,3,14,10,3,14,62,52,14,111,102,56,111,102,221,11,14,11,11,14,11,65,86,55,84,128,11,84,128,189,13,2,14,8,18,12,35,13,12,86,104,78,26,84,117,1,1,2,3,9,10,9,12,5,6,5,14,12,13,2,5,2,37,41,31
41,25,6,1,1,6,33,32,18,37,13,159,92,27,221,243,27,7,9,15,7,9,15,53,7,9,165,66,54,79,205,256,10,1,11,5,0,3,5,18,87,155,40,13,131,165,324,8,13,27,65,126,4,3,3,4,4,4,28,21,7,108,30,14,137,168,85
42,27,17,2,9,17,37,22,70,11,45,104,24,18,274,24,330,20,2,2,20,2,22,4,2,22,143,97,166,262,97,168,12,14,2,18,14,5,1,2,14,175,131,161,178,101,31,20,42,87,174,347,11,10,13,7,7,7,0,0,0,120,61,110,323,342,344
43,0,20,11,15,35,11,23,38,38,25,25,6,100,25,6,280,12,12,10,12,12,10,10,11,12,12,11,12,12,306,12,15,6,13,32,13,28,26,43,60,14,15,37,85,101,162,17,33,71,144,293,16,17,17,33,31,33,38,39,38,14,17,17,1,1,2
44,10,1,5,3,1,35,35,79,17,41,93,50,175,93,50,175,5,4,5,5,4,33,47,78,82,81,46,26,81,224,352,4,8,7,14,5,19,57,77,79,88,136,121,309,334,333,2,3,7,16,31,1,1,1,22,36,21,41,55,40,47,42,41,25,26,21
45,30,15,11,17,15,43,17,73,66,85,97,80,124,225,80,266,2,10,6,26,24,25,74,20,83,121,142,87,121,142,87,1,11,18,3,26,2,78,78,83,76,77,48,192,175,153,18,40,84,167,337,2,5,2,19,20,12,56,67,70,87,91,95,51,57,52
46,10,1,5,3,1,35,35,79,17,41,93,50,175,93,50,175,5,4,5,5,4,33,47,78,82,177,46,26,332,224,352,4,8,7,14,5,19,57,77,79,88,136,121,289,49,194,2,3,7,16,31,1,1,1,22,36,21,41,55,40,47,42,41,25,26,21
47,31,15,11,17,15,39,40,55,40,85,13,118,90,13,118,180,2,10,6,39,31,39,38,69,71,77,37,74,344,37,320,18,11,18,26,35,42,40,42,34,11,50,98,207,124,281,18,37,76,152,311,2,5,2,27,25,26,27,26,28,48,46,45,20,23,17
48,32,16,7,21,27,23,21,33,51,24,22,18,95,22,279,223,18,1,8,31,23,27,30,22,33,36,28,32,36,28,310,7,7,9,27,24,11,9,9,43,13,14,61,31,80,79,21,43,88,176,353,20,20,10,26,24,25,25,25,21,8,10,11,0,0,0
49,33,15,11,17,28,43,17,24,36,71,145,119,12,145,119,12,2,10,6,26,24,25,39,40,23,96,90,2,96,90,2,1,0,0,39,36,37,61,69,80,108,88,44,103,101,21,18,40,83,165,331,2,2,2,15,16,12,39,28,27,106,109,87,86,83,99
50,12,12,17,2,12,17,2,12,80,2,155,87,37,255,87,315,1,1,14,33,1,35,33,1,57,123,1,30,123,264,30,19,19,21,22,40,1,45,35,1,112,99,10,240,12,180,12,19,37,82,162,3,11,4,14,17,16,12,10,12,1,2,1,73,133,138
51,34,2,10,18,40,10,29,43,48,55,72,68,74,72,240,238,8,18,3,8,41,24,69,73,66,55,61,63,55,61,63,16,20,17,7,43,0,13,24,20,70,18,51,39,25,74,5,10,18,39,76,5,6,5,2,2,2,76,74,77,76,76,74,71,71,67
52,1,5,16,19,42,1,18,35,34,64,65,78,55,65,78,196,7,1,4,24,26,4,25,26,25,25,27,24,279,236,24,19,19,21,6,22,15,15,5,75,64,62,9,67,65,68,12,20,39,89,175,3,11,3,32,30,31,37,40,39,17,20,21,12,19,15
53,35,17,13,9,23,13,40,40,69,16,29,36,134,178,36,134,2,10,6,39,31,39,76,31,32,38,72,40,38,262,224,18,11,18,26,35,42,44,58,39,85,74,19,125,107,80,18,37,77,154,314,2,5,15,27,25,26,27,26,28,64,64,62,42,38,38
54,10,1,5,3,1,29,3,1,17,77,94,139,79,280,139,355,5,4,5,37,4,33,64,65,60,90,176,46,140,176,181,4,8,7,14,5,19,7,1,6,159,118,108,182,248,218,2,3,6,13,26,1,1,1,1,1,1,10,20,63,83,74,82,135,185,196
55,6,2,10,18,40,10,27,50,56,10,60,95,33,60,220,33,8,18,3,43,18,24,67,46,38,65,168,93,65,168,238,16,20,17,41,10,22,86,84,58,93,83,3,103,101,21,7,12,25,57,108,5,6,5,2,2,2,5,11,11,24,23,26,40,39,40
56,36,19,18,8,19,18,8,86,5,74,142,130,153,287,339,264,2,10,6,2,10,6,29,63,26,4,119,23,4,119,23,18,11,18,31,12,35,56,59,49,116,8,131,140,202,89,10,17,35,79,158,2,5,2,9,9,9,59,1,58,35,31,33,24,24,113
57,5,11,19,6,33,19,38,17,57,35,20,33,105,276,255,317,3,3,1,30,36,34,31,34,31,30,2,33,30,2,33,3,15,20,21,8,27,38,36,15,9,6,24,52,16,146,3,4,9,19,35,0,0,0,39,39,38,58,57,55,42,40,43,13,16,11
58,37,19,18,8,19,18,8,86,5,74,39,130,64,247,210,64,2,10,6,2,10,6,29,63,26,4,119,23,263,119,334,18,11,18,31,12,35,56,59,49,40,139,45,113,187,166,10,17,35,78,154,2,5,2,9,9,9,59,1,58,35,31,33,24,24,95
59,33,15,11,17,28,43,17,24,36,71,145,119,12,353,119,12,2,10,6,26,24,25,39,40,23,96,90,2,96,90,2,1,0,0,39,36,37,61,69,80,108,88,44,71,134,128,18,40,83,165,332,2,2,2,15,16,12,39,28,27,106,109,87,86,83,99
60,25,6,1,1,6,33,32,25,68,37,157,30,54,157,30,325,7,9,15,7,9,15,7,68,58,160,43,7,269,43,294,10,1,11,5,0,3,33,52,7,46,127,73,114,257,13,8,13,27,65,127,4,3,3,4,4,4,9,7,9,84,83,83,123,117,126
61,11,3,9,11,30,9,11,10,13,44,87,72,22,87,72,22,9,6,16,9,6,16,60,85,7,7,67,83,7,216,298,0,17,8,10,20,9,60,62,68,59,102,90,320,176,46,13,22,43,96,189,6,4,6,13,14,15,57,56,56,41,50,42,27,53,51
62,38,0,11,0,35,11,42,27,20,38,58,169,106,58,169,106,0,8,0,0,8,0,46,8,0,43,115,0,312,115,340,1,0,0,17,31,29,36,14,27,148,145,72,103,140,21,17,32,69,140,284,13,14,9,11,11,11,24,24,24,20,9,9,8,9,25
63,39,15,11,17,41,42,31,59,44,79,54,90,88,229,312,88,19,5,19,19,5,19,16,75,53,23,78,57,252,78,219,1,0,0,34,26,21,63,66,63,53,56,136,171,241,6,16,25,48,107,213,9,7,11,18,18,18,47,49,46,37,24,38,30,20,22
64,40,12,17,2,12,14,2,12,19,2,170,174,51,352,197,51,1,1,14,33,1,35,33,1,86,176,85,97,176,85,97,19,19,21,22,40,1,24,60,85,12,128,39,59,159,312,16,27,54,121,243,3,11,4,14,17,16,43,42,34,111,94,100,82,73,79
65,17,21,20,4,21,34,12,7,2,6,113,2,29,243,341,29,4,16,2,4,16,2,17,21,62,145,155,155,145,155,155,6,4,12,1,3,4,0,4,17,58,142,156,24,196,86,19,41,85,170,342,8,8,8,3,3,3,1,2,1,53,67,58,112,103,111
66,41,8,7,17,5,7,18,52,3,20,92,75,87,272,297,228,1,1,14,1,28,14,66,83,85,91,101,118,91,101,118,1,0,0,19,4,14,32,46,23,56,100,35,92,32,87,16,27,60,128,257,3,7,4,6,5,6,67,66,67,118,120,120,115,110,112
67,15,10,3,14,10,3,43,19,85,18,32,32,43,32,246,43,11,14,11,11,14,11,83,82,13,75,4,132,75,4,269,13,2,14,8,18,12,8,3,73,5,172,141,103,101,15,1,1,1,1,1,10,9,12,5,6,5,4,4,4,25,22,23,131,163,193
68,10,1,5,3,1,5,3,1,17,77,1,133,79,1,133,79,5,4,5,5,4,33,5,74,52,172,138,177,172,138,322,4,8,7,14,5,19,7,1,6,25,26,132,353,242,21,2,3,6,15,28,1,1,1,1,1,1,21,70,25,99,99,93,107,118,110
69,17,7,8,12,7,34,12,47,2,6,35,101,3,252,101,241,4,16,2,4,16,2,70,59,2,56,171,58,258,341,58,6,4,12,1,3,4,58,57,11,143,121,139,127,289,246,19,41,85,168,339,8,8,8,3,3,3,8,8,8,11,19,20,46,48,43
70,34,15,10,17,40,43,29,43,48,55,72,68,74,72,68,74,8,18,3,8,41,24,69,73,66,55,61,63,55,61,63,16,20,17,7,43,0,13,24,20,70,18,51,39,25,74,5,10,18,39,77,5,6,5,2,2,2,76,74,77,76,76,74,71,71,67
71,5,11,6,6,11,6,6,74,7,22,8,25,63,259,318,63,3,3,1,3,3,1,58,3,56,126,18,149,219,261,248,3,15,20,3,2,2,3,82,86,151,170,21,5,101,21,3,5,11,26,52,0,0,0,0,0,0,30,78,82,127,111,117,277,186,292
72,14,15,11,15,36,43,25,82,46,81,24,131,25,24,131,25,2,10,6,26,24,25,48,61,65,26,63,47,26,63,47,1,0,0,39,36,37,34,83,25,63,44,66,25,161,17,18,39,79,158,319,2,2,2,15,16,12,46,47,45,27,29,31,69,12,72
73,19,15,15,17,22,15,31,67,12,11,103,20,20,103,20,20,2,10,6,27,32,38,22,5,8,37,34,34,321,183,34,18,11,18,20,27,10,30,17,45,163,65,14,212,13,173,9,15,32,70,135,9,5,11,29,27,29,26,22,26,9,11,10,6,6,1
74,32,16,7,21,27,23,21,33,51,24,22,18,95,22,279,95,18,1,8,31,23,27,30,22,33,36,28,32,36,28,310,7,7,9,27,24,11,9,9,43,13,14,61,31,80,79,16,27,53,115,226,20,20,10,26,24,25,25,25,21,8,10,11,0,0,0
75,12,12,17,2,12,17,2,12,80,2,61,87,37,255,87,262,1,1,14,33,1,35,33,1,57,29,156,30,29,336,197,19,19,21,22,40,1,45,35,1,98,38,85,201,320,92,12,19,37,82,163,3,11,4,14,17,16,12,10,12,1,2,1,28,156,132
76,42,4,21,7,20,21,18,66,61,32,171,52,53,171,342,53,2,10,6,29,30,32,28,30,28,31,25,29,31,25,29,11,18,15,23,6,17,51,21,44,3,21,49,145,75,62,5,8,14,34,70,7,2,7,42,41,41,64,60,62,62,60,60,43,40,41
77,27,17,2,9,17,37,22,70,11,45,59,24,18,59,327,330,20,2,2,20,2,22,4,2,22,143,24,166,278,24,297,12,14,2,18,14,5,1,2,14,39,10,5,15,50,21,20,42,87,174,349,11,10,13,7,7,7,0,0,0,88,86,73,108,116,187
78,15,10,3,14,10,3,14,62,52,14,111,54,56,239,54,56,11,14,11,11,14,11,85,15,13,57,169,158,57,169,158,13,2,14,8,18,12,35,13,12,123,163,20,315,270,179,1,1,2,3,6,10,9,12,5,6,5,14,12,13,144,155,150,226,95,46
79,5,11,19,6,33,19,38,17,57,35,20,33,105,276,255,105,3,3,1,30,36,34,31,34,31,30,2,33,30,2,33,3,15,20,21,8,27,38,36,15,9,6,24,52,16,146,3,4,9,19,35,0,0,0,39,39,38,58,57,55,42,40,43,13,16,11
80,27,17,2,9,17,37,22,28,11,23,163,151,173,163,290,256,20,2,2,20,2,22,4,2,22,20,97,95,204,189,95,12,14,2,18,14,5,1,2,14,22,39,50,150,10,35,20,42,87,172,344,11,10,13,7,7,7,0,0,0,114,118,89,134,101,86
81,43,15,11,17,34,7,18,78,34,1,166,123,172,166,123,172,7,9,15,7,33,43,49,55,46,134,139,125,134,139,125,10,1,11,5,0,3,39,38,29,66,24,32,28,53,127,8,14,29,67,131,4,3,3,25,23,24,19,19,20,77,90,90,77,79,84
82,25,6,1,1,6,33,32,18,37,13,76,92,85,182,92,85,7,9,15,7,9,15,53,7,72,165,66,54,165,313,199,10,1,11,5,0,3,5,18,87,153,40,13,9,312,205,8,13,26,61,118,4,3,3,4,4,4,28,21,7,46,30,14,88,88,119
83,25,3,7,19,5,7,1,42,33,1,3,128,1,339,233,1,7,9,15,7,33,43,87,55,76,48,136,44,326,258,196,10,1,11,5,0,3,68,23,67,126,33,12,63,37,183,16,27,53,117,234,4,3,3,25,23,24,19,19,20,26,26,27,53,54,53
84,10,1,5,3,1,29,3,1,17,77,82,132,79,328,132,195,5,4,5,5,4,33,43,36,6,106,92,31,106,319,272,4,8,7,14,5,19,69,70,77,23,75,42,196,98,60,2,3,6,14,27,1,1,1,1,1,1,20,20,25,95,89,105,87,85,93
85,10,1,4,3,25,4,3,58,73,66,52,165,131,52,165,131,5,4,5,34,42,5,34,45,34,51,68,141,51,68,141,4,8,7,2,42,23,11,6,10,111,160,76,43,69,9,2,2,3,4,10,1,1,1,12,13,14,22,27,22,6,8,6,29,31,33
86,44,2,10,7,40,10,29,26,27,31,105,160,158,189,160,274,0,20,18,23,39,40,41,51,43,46,42,27,46,42,27,16,20,17,40,33,32,62,76,56,68,84,147,265,178,100,5,10,17,38,74,5,6,5,36,34,34,48,48,35,34,35,34,16,18,14
87,40,12,7,2,5,14,34,12,86,19,170,174,51,212,347,296,1,1,14,1,43,14,78,87,77,112,80,1,189,343,1,19,19,21,19,4,14,24,60,85,12,128,39,299,148,105,16,27,53,120,240,3,7,4,14,5,16,43,42,34,111,94,100,82,73,79
88,45,18,11,7,35,11,18,75,88,61,92,144,73,210,144,73,0,20,18,38,25,18,24,88,16,93,98,116,93,98,116,21,21,19,0,34,31,21,22,40,8,25,34,51,144,56,16,27,59,127,256,17,12,9,20,19,19,67,66,67,139,136,132,104,121,109
89,25,6,1,1,6,33,32,25,37,13,159,92,27,221,243,27,7,9,15,7,9,15,53,7,9,101,114,133,101,240,256,10,1,11,5,0,3,5,18,87,155,132,13,131,165,324,8,13,27,65,126,4,3,3,4,4,4,28,21,7,108,137,116,137,168,246
90,36,19,18,8,19,18,8,87,5,21,14,16,93,346,16,247,2,10,6,2,10,6,51,33,64,141,145,120,141,267,120,18,11,18,31,12,35,22,25,19,102,96,91,46,220,42,10,16,33,74,143,2,5,2,9,9,9,6,1,6,19,15,18,56,59,63
91,6,2,10,18,40,10,27,80,84,55,139,161,146,289,161,146,8,18,3,8,41,24,12,39,17,170,22,176,170,317,341,16,20,17,7,43,0,52,19,82,164,177,157,246,145,288,6,11,22,51,95,5,6,5,2,2,2,33,35,32,149,144,12,208,137,145
92,10,1,5,3,1,5,3,1,17,77,1,4,79,328,133,79,5,4,5,5,4,33,5,74,52,172,138,177,172,138,322,4,8,7,14,5,19,7,1,6,127,161,119,143,266,157,2,3,6,11,21,1,1,1,1,1,1,53,70,51,99,99,93,107,118,110
93,13,13,0,5,13,0,5,5,0,54,64,121,162,64,121,222,8,0,3,22,0,3,80,0,3,138,0,111,241,314,111,14,12,5,4,9,43,16,0,4,38,149,26,93,1,82,6,11,22,54,101,7,2,7,8,8,8,11,5,10,63,70,63,117,115,139
