doc_idx,true_label,kmeans_k2_s0,kmeans_k2_s1,kmeans_k2_s2,kmeans_k5_s0,kmeans_k5_s1,kmeans_k5_s2,kmeans_k10_s0,kmeans_k10_s1,kmeans_k10_s2,kmeans_k20_s0,kmeans_k20_s1,kmeans_k20_s2,kmeans_k40_s0,kmeans_k40_s1,kmeans_k40_s2,gmm_k2_s0,gmm_k2_s1,gmm_k2_s2,gmm_k5_s0,gmm_k5_s1,gmm_k5_s2,gmm_k10_s0,gmm_k10_s1,gmm_k10_s2,gmm_k20_s0,gmm_k20_s1,gmm_k20_s2,gmm_k40_s0,gmm_k40_s1,gmm_k40_s2,spectral_k2_s0,spectral_k2_s1,spectral_k2_s2,spectral_k5_s0,spectral_k5_s1,spectral_k5_s2,spectral_k10_s0,spectral_k10_s1,spectral_k10_s2,spectral_k20_s0,spectral_k20_s1,spectral_k20_s2,spectral_k40_s0,spectral_k40_s1,spectral_k40_s2,ward_k2,ward_k5,ward_k10,ward_k20,ward_k40,leiden_k2_s0,leiden_k2_s1,leiden_k2_s2,leiden_k5_s0,leiden_k5_s1,leiden_k5_s2,leiden_k10_s0,leiden_k10_s1,leiden_k10_s2,leiden_k20_s0,leiden_k20_s1,leiden_k20_s2,leiden_k40_s0,leiden_k40_s1,leiden_k40_s2
81,3,1,0,0,1,0,0,1,5,0,14,9,19,5,28,36,1,1,0,1,0,0,7,0,0,7,0,0,29,27,26,0,0,0,0,0,0,3,1,0,1,10,0,33,22,35,2,2,5,11,25,0,0,0,0,0,0,0,0,3,7,0,4,12,14,9
82,2,1,0,0,1,0,0,1,6,9,3,13,9,8,8,17,1,0,0,1,0,3,9,7,6,9,7,6,5,9,4,0,0,0,0,0,0,0,0,7,2,8,10,15,13,4,2,2,2,5,9,0,0,0,0,0,3,6,6,7,12,13,12,14,15,15
83,0,0,0,0,4,4,2,5,3,6,17,3,12,19,3,32,1,1,0,4,3,0,5,6,5,5,6,5,36,8,36,0,0,0,0,0,0,3,1,0,0,1,3,28,39,37,2,5,9,17,36,0,0,0,0,0,0,3,1,2,3,6,3,2,1,2
84,6,0,0,0,4,4,2,5,3,2,18,3,12,19,9,18,1,1,0,4,0,0,5,6,5,5,6,5,10,8,3,0,0,0,0,0,0,3,1,0,11,0,8,9,3,17,2,5,10,20,40,0,0,0,0,0,0,3,1,4,3,6,3,5,11,7
85,0,0,1,1,4,4,2,5,3,2,18,3,12,19,38,13,1,1,1,0,4,3,6,8,7,6,8,7,34,14,6,0,0,0,0,0,0,3,1,0,1,10,0,23,23,16,2,5,9,17,36,0,0,0,0,1,1,5,5,6,16,7,15,11,36,32
86,2,1,0,0,1,0,0,9,9,5,16,9,5,10,17,38,1,1,0,1,0,0,7,3,0,7,0,0,7,27,26,0,0,0,0,0,0,3,1,0,1,10,0,38,9,28,2,2,5,10,23,0,0,0,0,0,0,0,0,0,4,7,7,16,10,10
87,2,1,0,0,1,0,0,9,8,5,9,8,5,20,24,9,1,1,1,3,1,1,3,1,1,14,15,1,22,19,1,0,0,0,0,0,0,3,1,0,17,2,9,38,9,28,2,4,7,13,29,0,0,0,0,0,0,2,1,3,4,4,8,4,3,3
88,7,0,1,1,0,3,3,6,7,8,6,19,8,21,18,21,0,0,1,0,2,4,0,2,2,11,2,2,21,12,29,0,0,0,0,0,0,1,8,9,3,3,2,2,2,5,1,1,1,1,1,0,0,0,1,1,1,1,2,1,6,3,5,7,8,11
89,6,0,1,1,4,4,2,5,3,2,18,3,12,15,9,16,1,1,0,4,3,0,5,6,5,5,6,5,10,8,3,0,0,0,0,0,0,3,1,0,11,0,8,9,3,17,2,5,10,19,38,0,0,0,0,0,0,3,1,4,3,6,3,2,11,7
90,8,1,0,0,1,0,0,8,5,0,8,5,4,18,29,29,1,1,0,1,0,0,7,0,0,7,0,0,13,0,0,0,0,0,0,0,0,3,1,0,1,10,0,1,1,0,2,2,5,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,7,0,1,1,0,3,3,2,2,7,2,2,7,4,12,23,0,0,1,0,4,2,0,4,8,10,4,8,9,2,8,0,0,0,0,0,0,1,8,9,18,19,11,0,31,10,1,1,1,3,4,0,0,0,1,1,1,1,2,1,8,8,9,3,4,8
92,6,0,1,1,0,3,3,5,7,2,6,3,12,31,9,37,0,0,1,0,2,4,0,2,2,11,18,19,11,11,21,0,0,0,0,0,0,1,8,9,3,3,2,2,2,5,1,1,1,1,2,0,0,0,1,1,1,1,2,1,6,3,5,21,20,18
93,2,1,0,0,1,0,0,1,5,9,3,13,9,8,8,17,1,0,0,1,0,3,9,7,6,9,7,6,5,9,4,0,0,0,0,0,0,0,0,7,2,8,10,15,13,4,2,2,2,5,9,0,0,0,0,0,3,6,6,7,12,13,12,14,15,15
