doc_idx,true_label,kmeans_k2_s0,kmeans_k2_s1,kmeans_k2_s2,kmeans_k4_s0,kmeans_k4_s1,kmeans_k4_s2,kmeans_k7_s0,kmeans_k7_s1,kmeans_k7_s2,kmeans_k14_s0,kmeans_k14_s1,kmeans_k14_s2,kmeans_k28_s0,kmeans_k28_s1,kmeans_k28_s2,gmm_k2_s0,gmm_k2_s1,gmm_k2_s2,gmm_k4_s0,gmm_k4_s1,gmm_k4_s2,gmm_k7_s0,gmm_k7_s1,gmm_k7_s2,gmm_k14_s0,gmm_k14_s1,gmm_k14_s2,gmm_k28_s0,gmm_k28_s1,gmm_k28_s2,spectral_k2_s0,spectral_k2_s1,spectral_k2_s2,spectral_k4_s0,spectral_k4_s1,spectral_k4_s2,spectral_k7_s0,spectral_k7_s1,spectral_k7_s2,spectral_k14_s0,spectral_k14_s1,spectral_k14_s2,spectral_k28_s0,spectral_k28_s1,spectral_k28_s2,ward_k2,ward_k4,ward_k7,ward_k14,ward_k28,leiden_k2_s0,leiden_k2_s1,leiden_k2_s2,leiden_k4_s0,leiden_k4_s1,leiden_k4_s2,leiden_k7_s0,leiden_k7_s1,leiden_k7_s2,leiden_k14_s0,leiden_k14_s1,leiden_k14_s2,leiden_k28_s0,leiden_k28_s1,leiden_k28_s2
10,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,13,12,1,2,27,11,1,0,0,1,0,2,6,5,2,10,8,13,20,5,4,0,0,0,1,1,0,4,6,6,13,3,11,5,2,16,2,4,6,10,21,0,0,0,0,0,0,1,3,1,5,5,5,20,3,9
11,SearchScreeningEvent,0,0,1,2,0,1,2,1,1,7,8,9,22,9,1,1,0,0,1,0,2,6,5,2,4,5,13,23,22,9,0,0,0,1,1,0,4,6,6,4,0,4,24,20,2,2,4,6,10,21,0,0,0,0,0,0,1,3,1,7,7,7,12,10,5
12,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,24,14,3,1,0,0,1,3,1,1,6,5,9,4,7,21,4,20,0,0,0,1,1,0,3,1,2,2,5,2,12,4,9,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,7,12,7
13,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,3,20,7,1,0,0,3,0,2,3,4,4,8,3,3,3,21,26,0,0,0,0,0,3,0,0,4,8,6,3,1,15,20,2,2,3,6,12,0,0,0,3,3,3,4,4,4,4,4,4,14,9,15
14,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,2,2,1,0,0,1,3,1,5,3,1,5,6,6,21,4,20,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,6,1,4
15,BookRestaurant,0,1,0,2,1,0,4,5,0,11,5,12,6,12,16,1,0,0,2,2,0,2,2,0,2,13,0,27,27,22,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,4,0,2
16,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,2,2,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,1,1,26
17,BookRestaurant,0,1,0,2,1,0,4,5,5,11,5,10,6,19,16,1,0,0,2,2,0,2,2,0,2,13,0,19,27,8,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,18,0,0,0,1,1,1,2,1,2,0,0,0,4,0,2
18,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,6,15,16,24,1,0,0,1,3,1,1,6,5,1,4,7,1,26,10,0,0,0,1,1,0,3,1,2,2,5,2,4,13,27,1,1,2,3,7,0,0,0,0,0,0,0,0,0,3,3,3,2,6,3
19,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,0,26,18,0,1,1,0,1,3,0,1,3,0,1,2,0,20,27,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,15,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
20,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,15,23,3,1,0,0,1,3,1,1,6,5,13,4,1,12,6,19,0,0,0,1,1,0,3,1,2,2,5,2,4,13,27,1,1,2,3,7,0,0,0,0,0,0,0,0,0,3,3,3,2,7,3
21,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,3,18,7,1,0,0,3,0,2,3,4,4,8,3,3,16,21,24,0,0,0,0,0,3,0,0,4,8,6,3,27,27,7,2,2,3,6,10,0,0,0,3,3,3,4,4,4,4,4,4,3,5,6
22,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,24,14,3,1,0,0,1,3,1,1,6,5,9,4,7,10,13,1,0,0,0,1,1,0,3,1,2,2,5,2,12,4,9,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,7,6,7
23,BookRestaurant,0,1,0,2,1,0,4,5,5,11,5,5,6,19,16,1,0,0,2,2,0,2,2,0,2,13,0,19,27,8,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,18,0,0,0,1,1,1,2,1,2,0,0,0,4,0,2
24,SearchCreativeWork,0,1,1,2,0,1,5,1,4,10,9,13,27,24,6,1,0,0,1,0,2,4,0,6,7,10,11,15,10,6,0,0,0,1,1,0,5,5,5,6,4,7,8,5,13,2,4,7,14,28,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
25,SearchCreativeWork,0,0,1,2,0,1,5,1,4,8,1,7,25,22,5,1,0,0,1,0,2,4,0,6,6,11,9,11,14,7,0,0,0,1,1,0,5,5,5,6,4,7,16,26,23,2,4,7,12,23,0,0,0,0,0,0,1,6,1,11,11,11,19,15,21
26,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,0,26,26,0,1,1,0,1,3,0,1,3,0,1,2,0,20,27,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
27,SearchCreativeWork,0,0,1,2,0,1,5,1,4,8,9,7,13,5,17,1,0,0,1,0,2,4,0,6,6,7,4,7,8,16,0,0,0,1,1,0,5,5,5,9,9,6,17,10,11,2,4,7,11,22,0,0,0,0,0,0,6,6,6,10,10,10,15,17,18
28,SearchCreativeWork,1,1,1,1,3,2,1,3,2,8,9,13,27,6,6,1,0,0,1,0,2,4,0,6,7,10,4,15,10,6,0,0,0,1,1,0,5,5,5,6,4,7,8,5,13,1,1,2,2,4,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
29,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,0,26,26,0,1,1,0,1,3,0,1,3,0,1,2,0,20,27,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
30,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,6,18,16,24,1,0,0,1,3,1,1,6,5,13,4,1,12,6,19,0,0,0,1,1,0,3,1,2,2,5,2,12,4,9,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,7,12,7
31,SearchCreativeWork,0,1,1,3,1,1,5,1,4,10,9,13,27,6,14,1,0,0,1,0,2,4,0,6,7,10,4,15,10,6,0,0,0,0,0,3,0,0,4,6,4,7,8,5,13,2,4,7,14,28,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
32,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,13,12,1,2,25,11,1,0,0,1,0,2,6,5,2,6,11,9,23,22,7,0,0,0,1,1,0,4,6,6,6,4,7,16,26,23,2,4,6,10,21,0,0,0,0,0,0,1,3,1,11,11,11,19,15,21
33,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,15,23,3,1,0,0,1,3,1,1,6,5,9,4,7,1,26,10,0,0,0,1,1,0,3,1,2,2,5,2,4,13,27,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,2,6,3
34,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,3,10,7,1,0,0,3,0,2,3,4,4,8,3,3,16,21,24,0,0,0,0,0,3,0,0,4,8,6,3,27,27,7,2,2,3,6,10,0,0,0,3,3,3,4,4,4,4,4,4,3,5,6
35,SearchCreativeWork,0,1,1,2,0,1,5,1,4,8,9,13,27,6,6,1,0,0,1,0,2,4,0,6,7,10,4,15,10,6,0,0,0,1,1,0,5,5,5,6,4,7,8,5,13,1,1,2,2,4,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
36,GetWeather,0,1,1,0,2,3,0,2,3,6,3,4,7,21,20,0,1,1,0,1,3,0,1,3,11,1,10,8,19,13,1,1,1,2,2,1,2,4,1,5,7,5,10,7,5,2,3,4,7,14,1,1,1,2,2,2,3,2,3,1,1,1,8,11,10
37,SearchCreativeWork,0,1,1,2,0,1,5,1,4,8,9,13,27,6,6,1,0,0,1,0,2,4,0,6,7,10,4,15,10,6,0,0,0,1,1,0,5,5,5,6,4,7,8,5,13,2,4,7,14,28,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
38,SearchCreativeWork,0,1,1,2,0,1,5,0,4,10,0,13,26,0,19,1,0,0,1,0,2,4,0,6,7,0,11,6,0,6,0,0,0,1,1,0,5,5,5,11,11,12,21,19,24,2,4,7,14,27,0,0,0,0,0,0,6,6,6,6,6,6,21,16,12
39,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,11,2,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,1,1,1
40,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,21,23,3,1,0,0,1,3,1,1,6,5,13,4,1,12,6,19,0,0,0,1,1,0,3,1,2,2,5,2,4,13,27,1,1,2,3,6,0,0,0,0,0,0,0,0,0,3,3,3,2,7,3
41,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,10,10,10,1,0,0,3,0,2,3,4,4,8,3,3,16,21,24,0,0,0,0,0,3,0,0,4,8,6,3,27,27,7,2,2,3,6,13,0,0,0,3,3,3,4,4,4,4,4,4,3,5,6
42,BookRestaurant,0,1,0,2,1,0,4,5,0,11,6,12,6,19,13,1,0,0,2,2,0,2,2,0,2,2,8,2,2,14,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,18,0,0,0,1,1,1,2,1,2,0,0,0,11,0,22
43,BookRestaurant,0,1,0,2,1,0,4,5,0,11,6,0,6,19,0,1,0,0,2,2,0,2,2,0,2,13,0,17,17,0,0,0,0,3,3,2,6,3,3,3,1,0,22,11,8,2,4,5,8,18,0,0,0,1,1,1,2,1,2,0,0,0,17,21,14
44,PlayMusic,1,1,1,1,3,2,1,3,2,4,1,8,1,22,23,1,0,0,1,3,1,1,6,5,12,4,12,14,16,12,0,0,0,1,1,0,3,1,2,12,10,9,20,18,18,1,1,2,2,3,0,0,0,0,0,0,0,0,0,12,12,12,23,22,23
45,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,2,2,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,1,1,1
46,SearchCreativeWork,0,1,1,2,0,1,5,1,4,8,9,13,18,24,24,1,0,0,1,0,2,4,0,6,7,0,11,25,23,6,0,0,0,1,1,0,5,5,5,10,12,13,6,22,17,2,4,7,13,25,0,0,0,0,0,0,6,6,6,9,9,9,27,26,25
47,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,4,2,19,15,22,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,6,1,4
48,BookRestaurant,0,1,0,2,1,0,4,5,5,11,5,5,6,19,16,1,0,0,2,2,0,2,2,0,2,13,0,19,27,8,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,4,0,2
49,SearchCreativeWork,0,0,1,2,0,1,5,1,4,8,9,7,13,5,17,1,0,0,1,0,2,4,0,6,6,7,4,7,8,16,0,0,0,1,1,0,5,5,5,9,9,6,17,10,11,2,4,7,11,22,0,0,0,0,0,0,6,6,6,10,10,10,15,17,18
50,BookRestaurant,0,1,0,2,1,0,4,5,5,9,5,5,5,1,9,1,0,0,2,2,0,2,2,0,2,13,0,27,27,22,0,0,0,3,3,2,6,3,3,3,1,0,23,21,3,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,4,0,16
51,GetWeather,0,1,1,0,2,3,0,2,3,0,3,4,7,21,18,0,1,1,0,1,3,0,1,3,11,1,10,8,19,13,1,1,1,2,2,1,2,4,1,5,7,5,10,7,5,2,3,4,7,14,1,1,1,2,2,2,3,2,3,1,1,1,8,11,10
52,BookRestaurant,0,1,0,2,1,0,4,5,5,9,5,5,5,12,16,1,0,0,2,2,0,2,2,0,2,13,0,27,27,22,0,0,0,3,3,2,6,3,3,3,1,0,23,21,3,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,4,0,2
53,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,13,12,1,2,27,11,1,0,0,1,0,2,6,5,2,10,8,13,20,5,4,0,0,0,1,1,0,4,6,6,13,3,11,5,2,16,2,4,6,10,21,0,0,0,0,0,0,1,3,1,5,5,5,12,3,9
54,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,17,26,4,0,1,1,0,1,3,0,1,3,0,1,2,18,1,2,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
55,BookRestaurant,0,1,0,2,1,0,4,5,5,11,5,5,6,19,16,1,0,0,2,2,0,2,2,0,2,13,0,19,27,8,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,4,0,2
56,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,2,12,1,23,7,11,1,0,0,1,0,2,6,5,2,10,9,5,13,11,18,0,0,0,1,1,0,4,6,6,13,3,11,0,8,1,2,4,6,9,19,0,0,0,0,0,0,1,3,1,5,5,5,10,13,11
57,GetWeather,0,1,1,0,2,3,0,2,3,12,13,4,17,4,27,0,1,1,0,1,3,0,1,3,0,1,2,24,1,21,1,1,1,2,2,1,2,4,1,5,7,5,13,3,22,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,22,19,20
58,SearchCreativeWork,0,1,1,2,0,1,5,1,4,8,9,13,27,24,6,1,0,0,1,0,2,4,0,6,7,10,4,15,10,6,0,0,0,1,1,0,5,5,5,6,4,7,8,5,13,2,4,7,14,28,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
59,RateBook,0,1,1,3,1,1,6,6,6,5,2,11,20,17,15,1,0,0,3,0,2,3,4,4,3,12,3,9,15,11,0,0,0,0,0,3,0,0,4,0,8,8,27,27,7,2,2,3,6,11,0,0,0,3,3,3,4,4,4,8,8,8,13,14,13
60,SearchCreativeWork,0,1,1,2,0,1,5,1,4,8,1,13,25,24,6,1,0,0,1,0,2,4,0,6,7,10,4,15,10,6,0,0,0,1,1,0,5,5,5,6,4,7,8,5,13,2,4,7,14,28,0,0,0,0,0,0,6,6,6,6,6,6,5,4,8
61,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,4,2,19,15,12,1,0,0,1,3,1,5,3,1,5,6,6,21,18,20,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,1,0,0,0,0,0,0,5,5,5,2,2,2,26,27,4
62,GetWeather,0,1,1,0,2,3,0,2,3,12,13,4,17,4,27,0,1,1,0,1,3,0,1,3,0,1,2,24,1,21,1,1,1,2,2,1,2,4,1,5,7,5,13,3,22,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,22,19,20
63,PlayMusic,1,1,1,1,3,2,5,1,4,10,9,6,18,16,24,1,0,0,1,3,1,1,6,5,1,4,7,26,12,10,0,0,0,1,1,0,3,1,2,2,5,2,26,17,19,2,4,7,13,26,0,0,0,0,0,0,0,0,0,9,9,9,18,18,17
64,SearchCreativeWork,0,0,1,2,0,1,5,1,4,8,9,7,13,5,17,1,0,0,1,0,2,4,0,6,6,11,9,11,14,7,0,0,0,1,1,0,5,5,5,6,4,7,16,26,23,2,4,7,11,22,0,0,0,0,0,0,1,6,1,10,10,10,15,15,21
65,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,9,14,3,1,0,0,1,3,1,1,6,5,9,4,7,10,13,1,0,0,0,1,1,0,3,1,2,2,5,2,12,4,9,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,7,12,7
66,BookRestaurant,0,1,0,2,1,0,4,5,0,11,6,12,6,19,16,1,0,0,2,2,0,2,2,0,2,13,0,27,2,22,0,0,0,3,3,2,6,3,3,3,1,0,2,0,15,2,4,5,8,18,0,0,0,1,1,1,2,1,2,0,0,0,11,0,2
67,GetWeather,0,1,1,0,2,3,0,2,3,6,13,4,17,26,4,0,1,1,0,1,3,0,1,3,0,1,2,18,1,2,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
68,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,2,2,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,6,1,4
69,BookRestaurant,0,1,0,2,1,0,4,5,0,9,5,5,5,1,9,1,0,0,2,2,0,2,2,0,2,13,0,27,27,22,0,0,0,3,3,2,6,3,3,3,1,0,23,21,3,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,4,20,16
70,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,11,3,21,1,0,0,3,0,2,3,4,4,3,3,3,22,24,15,0,0,0,0,0,3,0,0,4,7,13,10,11,25,12,2,2,3,5,9,0,0,0,3,3,3,4,4,4,13,13,13,24,23,24
71,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,2,2,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,1,1,1
72,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,7,8,9,16,9,1,1,0,0,1,0,2,6,5,2,4,5,5,4,9,9,0,0,0,1,1,0,4,6,6,4,0,4,14,12,26,2,4,6,9,19,0,0,0,0,0,0,1,3,1,7,7,7,9,10,5
73,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,3,10,7,1,0,0,3,0,2,3,4,4,8,3,3,3,21,24,0,0,0,0,0,3,0,0,4,8,6,3,27,27,7,2,2,3,6,13,0,0,0,3,3,3,4,4,4,4,4,4,3,5,6
74,SearchCreativeWork,0,0,1,2,0,1,5,1,4,8,9,7,13,5,17,1,0,0,1,0,2,4,0,6,6,7,4,7,8,16,0,0,0,1,1,0,5,5,5,9,9,6,17,10,11,2,4,7,11,22,0,0,0,0,0,0,6,6,6,10,10,10,15,17,18
75,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,8,14,3,1,0,0,1,3,1,1,6,5,9,4,7,10,13,1,0,0,0,1,1,0,3,1,2,2,5,2,4,13,27,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,2,6,3
76,RateBook,1,1,1,3,1,1,3,4,6,3,7,3,10,8,10,1,0,0,3,0,2,3,4,4,8,3,3,16,3,3,0,0,0,0,0,3,0,0,4,8,6,3,1,15,7,2,2,3,6,11,0,0,0,3,3,3,4,4,4,4,4,4,3,9,19
77,RateBook,0,1,1,3,1,1,3,4,6,3,7,3,3,10,7,1,0,0,3,0,2,3,4,4,8,3,3,16,21,24,0,0,0,0,0,3,0,0,4,8,6,3,27,27,7,2,2,3,6,13,0,0,0,3,3,3,4,4,4,4,4,4,3,5,6
78,BookRestaurant,0,1,0,2,1,0,4,5,5,9,5,12,5,12,9,1,0,0,2,2,0,2,2,0,2,13,0,27,27,22,0,0,0,3,3,2,6,3,3,3,1,0,23,21,3,2,4,5,8,17,0,0,0,1,1,1,2,1,2,0,0,0,16,20,16
79,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,0,26,26,0,1,1,0,1,3,0,1,3,0,1,2,0,20,27,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
80,AddToPlaylist,1,1,1,1,3,2,1,3,2,1,10,2,12,2,2,1,0,0,1,3,1,5,3,1,5,6,6,5,7,5,0,0,0,1,1,0,1,2,0,1,2,1,7,1,0,1,1,1,1,2,0,0,0,0,0,0,5,5,5,2,2,2,1,1,1
81,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,2,12,1,16,7,11,1,0,0,1,0,2,6,5,2,10,8,5,13,5,18,0,0,0,1,1,0,4,6,6,13,3,11,14,12,26,2,4,6,9,19,0,0,0,0,0,0,1,3,1,5,5,5,10,13,11
82,BookRestaurant,0,1,0,2,1,0,4,5,0,11,6,0,6,19,0,1,0,0,2,2,0,2,2,0,2,13,0,17,17,0,0,0,0,3,3,2,6,3,3,3,1,0,22,11,8,2,4,5,8,18,0,0,0,1,1,1,2,1,2,0,0,0,17,21,14
83,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,17,26,26,0,1,1,0,1,3,0,1,3,0,1,2,0,20,27,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,16,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
84,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,13,12,1,2,25,11,1,0,0,1,0,2,6,5,2,10,8,13,20,5,25,0,0,0,1,1,0,4,6,6,6,4,7,5,2,16,2,4,6,10,21,0,0,0,0,0,0,1,3,1,5,5,5,20,3,9
85,RateBook,0,1,1,3,1,1,6,6,6,5,2,11,20,17,15,1,0,0,3,0,2,3,4,4,3,12,3,9,15,11,0,0,0,0,0,3,0,0,4,0,8,8,9,9,6,2,2,3,4,8,0,0,0,3,3,3,4,4,4,8,8,8,13,14,13
86,SearchScreeningEvent,0,0,1,2,0,1,2,5,1,2,12,1,23,7,11,1,0,0,1,0,2,6,5,2,10,9,5,13,11,18,0,0,0,1,1,0,4,6,6,13,3,11,0,8,1,2,4,6,9,19,0,0,0,0,0,0,1,3,1,5,5,5,10,13,11
87,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,15,23,3,1,0,0,1,3,1,1,6,5,13,4,1,12,6,19,0,0,0,1,1,0,3,1,2,2,5,2,4,13,27,1,1,2,3,7,0,0,0,0,0,0,0,0,0,3,3,3,2,6,3
88,GetWeather,0,1,1,0,2,3,0,2,3,0,13,4,0,26,26,0,1,1,0,1,3,0,1,3,0,1,2,18,20,2,1,1,1,2,2,1,2,4,1,5,7,5,3,24,4,2,3,4,7,15,1,1,1,2,2,2,3,2,3,1,1,1,0,2,0
89,PlayMusic,1,1,1,1,3,2,1,3,2,4,11,8,8,14,3,1,0,0,1,3,1,1,6,5,13,4,1,12,6,19,0,0,0,1,1,0,3,1,2,2,5,2,12,4,9,1,1,2,3,5,0,0,0,0,0,0,0,0,0,3,3,3,7,12,7
