doc_idx,true_label,kmeans_k4_s0,kmeans_k4_s1,kmeans_k4_s2,kmeans_k7_s0,kmeans_k7_s1,kmeans_k7_s2,kmeans_k14_s0,kmeans_k14_s1,kmeans_k14_s2,kmeans_k28_s0,kmeans_k28_s1,kmeans_k28_s2,kmeans_k56_s0,kmeans_k56_s1,kmeans_k56_s2,gmm_k4_s0,gmm_k4_s1,gmm_k4_s2,gmm_k7_s0,gmm_k7_s1,gmm_k7_s2,gmm_k14_s0,gmm_k14_s1,gmm_k14_s2,gmm_k28_s0,gmm_k28_s1,gmm_k28_s2,gmm_k56_s0,gmm_k56_s1,gmm_k56_s2,spectral_k4_s0,spectral_k4_s1,spectral_k4_s2,spectral_k7_s0,spectral_k7_s1,spectral_k7_s2,spectral_k14_s0,spectral_k14_s1,spectral_k14_s2,spectral_k28_s0,spectral_k28_s1,spectral_k28_s2,spectral_k56_s0,spectral_k56_s1,spectral_k56_s2,ward_k4,ward_k7,ward_k14,ward_k28,ward_k56,leiden_k4_s0,leiden_k4_s1,leiden_k4_s2,leiden_k7_s0,leiden_k7_s1,leiden_k7_s2,leiden_k14_s0,leiden_k14_s1,leiden_k14_s2,leiden_k28_s0,leiden_k28_s1,leiden_k28_s2,leiden_k56_s0,leiden_k56_s1,leiden_k56_s2
10,13,2,0,3,2,5,6,7,13,13,7,12,14,10,2,27,1,0,0,5,4,4,6,6,4,5,7,4,5,30,54,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,24,1,1,1,3,3,3,5,5,4,0,3,0,0,0,0
11,14,2,0,3,2,5,6,7,5,13,23,22,2,6,40,2,1,0,0,5,4,4,6,6,4,5,7,4,48,30,53,2,2,2,3,1,4,0,6,9,12,9,4,4,10,52,1,2,4,9,20,1,1,1,3,3,3,8,9,9,8,9,8,4,43,36
12,8,3,3,2,5,3,4,6,12,9,10,15,20,32,19,12,0,1,1,4,6,1,12,9,7,7,9,16,8,20,7,1,0,0,4,4,5,5,1,0,22,16,15,39,23,55,3,5,10,17,33,0,0,0,0,0,0,6,6,6,15,15,15,16,13,13
13,9,3,3,2,5,3,4,6,6,10,2,23,20,17,8,16,0,1,1,6,1,1,8,1,8,24,18,21,27,22,21,1,0,0,4,4,5,5,7,3,26,21,25,50,8,32,3,5,10,18,35,0,0,0,0,0,0,10,8,10,16,19,16,26,25,23
14,2,3,3,1,3,6,1,9,10,1,8,9,1,22,37,1,0,1,1,6,1,1,8,11,9,11,10,18,7,41,9,1,0,0,4,4,5,8,11,6,1,2,2,10,12,0,4,7,12,23,46,0,0,0,0,0,0,2,4,5,7,8,7,2,1,2
15,3,1,2,0,1,2,0,1,7,7,6,17,5,37,30,24,1,2,0,1,2,0,1,4,0,23,16,13,18,51,30,2,2,2,5,6,3,5,5,3,24,0,26,2,1,1,1,1,2,2,4,1,1,1,1,1,1,0,0,0,24,23,24,18,19,21
16,2,3,3,1,3,6,1,9,10,1,8,18,1,22,37,1,0,1,1,6,1,1,8,11,9,11,10,18,7,41,9,1,0,0,4,4,5,8,11,6,1,2,2,10,12,0,4,7,12,23,46,0,0,0,0,0,0,2,4,5,7,8,7,2,1,2
17,3,1,2,0,1,2,0,11,4,7,24,17,18,36,30,48,1,2,0,1,2,0,1,4,0,1,11,22,28,25,34,2,2,2,5,6,3,5,5,3,4,19,23,48,53,43,1,1,2,3,7,1,1,1,1,1,1,0,0,0,3,10,9,37,38,33
18,8,3,3,2,5,3,4,3,12,9,2,23,20,40,8,16,0,1,1,4,6,1,12,9,7,7,9,16,39,28,31,1,0,0,4,4,5,5,1,0,5,24,27,2,48,40,4,7,13,25,51,0,0,0,0,0,0,6,6,6,22,16,22,33,37,15
19,5,1,2,0,1,2,0,2,2,0,5,27,12,50,25,13,1,2,0,1,2,0,11,4,11,26,20,10,12,10,13,2,2,2,5,6,3,2,3,12,10,11,17,12,45,16,1,1,1,1,2,1,1,1,1,1,1,0,0,0,3,7,6,15,10,6
20,7,3,3,1,3,6,1,8,10,8,18,21,22,27,1,4,0,1,1,6,1,1,2,8,1,20,6,25,32,13,25,1,0,0,4,4,5,1,7,13,17,10,22,33,46,4,4,7,13,25,48,0,0,0,0,0,0,7,7,8,25,24,25,27,27,26
21,10,0,0,2,0,4,5,13,8,6,4,20,19,44,26,7,2,3,2,2,3,2,3,12,13,17,26,19,22,16,20,0,1,3,6,2,1,10,4,10,21,18,19,9,22,37,2,3,6,12,25,2,2,2,2,2,2,13,13,13,23,22,23,25,23,22
22,7,2,3,1,3,6,6,8,5,8,23,22,2,6,40,2,1,0,0,5,4,4,10,6,4,21,14,17,14,18,41,1,0,0,4,4,5,5,7,3,0,19,7,2,1,9,1,2,4,9,20,0,0,0,0,0,4,8,9,9,8,9,8,54,55,53
23,4,1,2,0,1,2,0,1,7,7,1,3,26,1,47,55,1,2,0,1,2,0,1,4,0,8,19,20,30,12,32,2,2,2,5,6,3,5,5,3,20,25,3,28,30,22,1,1,2,4,11,1,1,1,1,1,1,0,0,0,19,2,12,28,24,27
24,12,2,0,3,4,0,2,5,0,3,14,19,23,53,36,42,1,0,0,1,0,6,5,0,6,6,0,6,31,38,5,2,2,2,3,1,4,7,0,5,6,7,11,32,29,18,1,2,5,11,24,1,1,1,4,4,5,4,3,2,2,0,1,11,7,29
25,11,0,0,2,0,4,5,12,3,6,3,7,4,38,48,5,2,3,2,2,3,2,3,2,2,2,2,2,44,43,16,0,1,3,6,2,1,3,9,4,16,4,8,27,36,36,2,3,7,13,28,2,2,2,2,2,2,1,1,1,1,1,2,8,8,17
26,6,3,3,1,3,6,3,0,11,2,25,4,15,0,42,37,0,1,1,0,6,5,0,13,5,14,5,5,15,33,55,1,0,0,0,5,0,13,2,2,15,20,12,29,50,51,4,6,11,22,43,0,0,0,5,5,4,3,2,3,10,12,11,20,20,16
27,12,2,0,3,4,0,2,5,0,3,14,13,5,41,0,42,1,0,0,1,0,6,5,0,6,6,0,6,31,0,5,2,2,2,3,1,4,7,0,5,6,7,11,1,3,5,1,1,2,2,3,1,1,1,4,4,5,4,3,2,2,0,1,1,4,5
28,12,2,0,3,4,0,2,5,0,3,14,13,23,28,20,34,1,0,0,1,0,6,5,0,6,6,0,6,31,38,5,2,2,2,3,1,4,7,0,5,6,7,11,1,3,5,1,2,3,8,19,1,1,1,4,4,5,4,3,2,2,0,1,1,7,29
29,5,1,2,0,1,2,0,1,2,0,13,3,25,23,3,26,1,2,0,1,2,0,1,4,0,23,16,13,45,27,43,2,2,2,5,6,3,5,5,3,24,0,26,41,27,43,4,7,13,25,50,1,1,1,1,1,1,0,0,0,24,23,24,18,19,21
30,7,3,3,1,3,6,1,9,10,8,18,21,22,48,24,4,0,1,1,6,1,1,2,8,1,20,6,25,32,13,25,1,0,0,4,4,5,1,7,13,17,10,22,16,43,26,4,7,13,25,48,0,0,0,0,0,0,7,7,8,25,24,25,27,27,26
31,11,0,0,2,0,4,5,13,8,6,4,20,19,34,4,23,2,3,2,2,3,2,3,2,2,2,2,2,43,2,42,0,1,3,6,2,1,3,9,4,16,4,8,49,52,14,2,3,6,12,26,2,2,2,2,2,2,1,1,1,1,1,2,10,8,32
32,13,2,0,3,2,5,6,7,13,13,7,12,14,21,2,27,1,0,0,5,4,4,6,6,4,5,7,4,48,30,4,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,24,1,1,1,3,3,3,5,5,4,0,3,0,0,0,0
33,7,3,3,1,3,6,1,8,10,8,0,1,22,52,50,16,0,1,1,6,1,1,2,8,1,15,6,23,20,37,28,1,0,0,4,4,5,5,7,3,0,13,7,36,18,50,4,7,13,25,49,0,0,0,0,0,0,7,7,8,5,5,5,34,34,37
34,9,3,3,2,5,3,4,6,6,10,22,6,3,15,43,19,0,1,1,4,6,1,9,10,10,10,8,8,10,14,10,1,0,0,1,0,6,9,13,11,14,6,9,15,19,8,3,5,9,16,32,0,3,0,0,0,0,12,12,12,21,20,20,17,17,14
35,12,2,0,3,4,0,2,5,0,3,14,19,23,28,20,44,1,0,0,1,0,6,5,0,6,6,0,6,31,0,5,2,2,2,3,1,4,7,0,5,6,7,11,1,3,5,1,1,2,3,8,1,1,1,4,4,5,4,3,2,2,0,1,50,52,50
36,5,1,2,0,1,2,0,2,2,0,17,27,12,20,25,22,1,2,0,1,2,0,11,4,11,26,20,10,12,10,13,2,2,2,5,6,3,2,3,12,10,11,17,12,45,16,1,1,1,1,2,1,1,1,1,1,1,0,0,0,3,7,6,15,10,6
37,11,0,0,2,0,4,5,12,3,6,3,7,4,38,48,9,2,3,2,2,3,2,3,2,2,2,2,2,44,43,16,0,1,3,6,2,1,3,9,4,16,4,8,27,36,36,2,3,7,13,28,2,2,2,2,2,2,1,1,1,1,1,2,8,8,17
38,11,0,0,2,0,4,5,13,8,6,4,20,19,34,41,30,2,3,2,2,3,2,3,2,2,2,2,2,16,39,44,0,1,3,6,2,1,3,9,4,16,4,8,3,7,2,2,3,6,12,26,2,2,2,2,2,2,1,1,1,1,1,2,23,15,25
39,1,3,3,1,5,3,4,6,6,10,0,26,15,17,8,6,0,1,1,6,1,1,8,1,8,24,1,21,4,35,40,1,0,0,4,4,5,11,1,0,25,5,1,22,17,24,3,5,10,18,35,0,0,0,0,0,0,6,6,6,12,13,13,6,9,8
40,7,3,3,1,3,6,1,9,10,8,18,25,22,19,34,4,0,1,1,6,1,1,2,8,1,15,24,1,13,21,1,1,0,0,4,4,5,1,7,13,13,17,10,8,20,47,4,7,13,24,47,0,0,0,0,0,0,7,7,8,5,5,5,7,6,7
41,10,0,0,2,0,4,5,13,8,6,4,20,19,44,26,7,2,3,2,2,3,2,3,12,13,17,26,19,22,16,20,0,1,3,6,2,1,10,4,10,21,18,19,9,22,37,2,3,6,12,25,2,2,2,2,2,2,13,13,13,23,22,23,25,23,22
42,3,2,2,3,2,5,6,11,5,13,23,22,2,6,40,39,1,0,0,1,2,0,1,4,0,1,27,22,1,40,46,2,2,2,5,6,3,5,5,3,12,9,4,4,10,52,1,1,2,3,6,1,1,1,3,3,3,8,9,9,8,9,8,4,43,4
43,3,1,2,0,1,2,0,11,4,7,19,17,24,36,30,10,1,2,0,1,2,0,1,4,0,1,11,22,28,25,34,2,2,2,5,6,3,5,5,3,4,19,23,48,53,43,1,1,2,3,7,1,1,1,1,1,1,0,0,0,3,10,9,37,38,33
44,8,3,3,2,5,3,4,3,12,9,10,24,9,55,53,8,0,1,1,4,6,1,7,9,7,19,22,7,17,45,15,1,0,0,4,4,5,11,1,0,25,5,1,40,55,41,3,5,10,20,37,0,0,0,0,0,0,6,6,6,12,13,13,6,9,8
45,1,2,0,3,4,0,2,5,0,3,6,0,5,28,36,34,1,0,0,1,0,6,5,0,6,6,0,6,6,36,37,2,2,2,3,1,4,7,0,5,6,7,11,35,33,35,1,1,2,2,3,1,1,1,4,4,5,4,3,2,27,27,27,36,32,42
46,12,2,0,3,4,0,2,5,0,3,14,19,23,53,36,44,1,0,0,1,0,6,5,0,6,6,0,6,31,38,5,2,2,2,3,1,4,7,0,5,6,7,11,1,3,5,1,2,3,8,19,1,1,1,4,4,5,4,3,2,2,0,1,11,7,29
47,1,3,3,1,3,6,1,8,9,12,15,26,13,45,49,54,0,1,1,6,1,1,13,5,12,9,12,12,9,29,48,1,0,0,4,4,5,5,7,3,0,13,7,55,14,44,4,7,14,26,53,0,0,0,0,0,4,3,2,7,6,6,4,5,3,3
48,3,1,2,0,1,2,0,11,7,7,19,17,24,14,27,10,1,2,0,1,2,0,1,4,0,1,27,22,1,40,46,2,2,2,5,6,3,5,5,3,4,19,23,23,4,1,1,1,2,3,6,1,1,1,1,1,1,0,0,0,20,21,6,31,43,39
49,12,2,0,3,4,0,2,5,0,3,14,19,23,28,36,34,1,0,0,1,0,6,5,0,6,6,0,6,31,0,5,2,2,2,3,1,4,7,0,5,6,7,11,1,3,5,1,1,2,3,8,1,1,1,4,4,5,4,3,2,2,0,1,11,7,29
50,4,1,2,0,1,2,0,1,7,7,11,3,10,49,45,36,1,2,0,1,2,0,1,4,0,22,19,0,29,15,0,2,2,2,5,6,3,5,5,3,7,27,5,42,51,49,1,1,2,5,13,1,1,1,1,1,1,0,0,0,14,18,14,29,28,30
51,6,3,3,1,3,6,3,0,11,2,25,4,15,0,42,37,0,1,1,0,6,5,0,13,5,14,5,5,15,33,55,1,0,0,0,5,0,13,2,2,15,20,12,29,50,51,4,6,11,22,43,0,0,0,5,5,4,3,2,3,10,12,11,20,20,16
52,4,1,2,0,1,2,0,11,4,0,21,16,6,26,54,53,1,2,0,1,2,0,1,4,0,27,19,20,24,23,23,2,2,2,5,6,3,5,5,3,4,19,23,31,44,19,1,1,2,4,9,1,1,1,1,1,1,0,0,0,11,2,18,47,18,47
53,13,2,0,3,2,5,6,7,13,13,7,12,14,21,7,43,1,0,0,5,4,4,6,6,4,5,7,4,48,30,4,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,23,1,1,1,3,3,3,5,5,4,0,3,0,0,0,0
54,5,1,2,0,1,2,0,11,4,0,17,8,17,20,17,22,1,2,0,1,2,0,11,4,11,13,11,26,37,44,36,2,2,2,5,6,3,5,5,3,4,19,23,45,37,33,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,7,6,21,31,6
55,3,1,2,0,1,2,0,11,4,0,19,8,0,36,17,48,1,2,0,1,2,0,1,4,0,1,11,20,28,25,34,2,2,2,5,6,3,5,5,3,4,19,23,48,53,54,1,1,2,3,7,1,1,1,1,1,1,0,0,0,3,10,9,35,39,33
56,13,2,0,3,2,5,6,7,13,13,7,12,14,21,2,27,1,0,0,5,4,4,6,6,4,5,7,4,48,30,53,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,24,1,1,1,3,3,3,5,5,4,0,3,0,0,0,0
57,5,1,2,0,1,2,0,2,2,0,17,27,17,20,25,22,1,2,0,1,2,0,11,4,11,26,20,10,12,10,13,2,2,2,5,6,3,2,3,12,10,11,17,12,45,16,1,1,1,1,2,1,1,1,1,1,1,0,0,0,3,7,6,15,10,6
58,11,0,0,2,0,4,5,12,3,6,3,7,4,38,48,5,2,3,2,2,3,2,3,2,2,2,2,2,44,43,16,0,1,3,6,2,1,3,9,4,16,4,8,3,7,2,2,3,7,13,28,2,2,2,2,2,2,1,1,1,1,1,2,23,15,25
59,9,3,1,2,6,1,4,4,1,5,9,10,7,39,13,28,3,1,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,1,2,3,2,6,10,7,3,3,6,11,11,3,3,4,8,15,31,3,0,3,6,6,6,11,11,11,17,17,17,9,11,11
60,11,0,0,2,0,4,5,13,8,6,4,20,19,34,4,23,2,3,2,2,3,2,3,2,2,2,2,2,43,2,42,0,1,3,6,2,1,3,9,4,16,4,8,3,7,2,2,3,6,12,26,2,2,2,2,2,2,1,1,1,1,1,2,23,15,9
61,1,3,3,1,5,3,1,8,9,12,0,26,13,4,55,16,0,1,1,6,1,1,13,5,12,9,12,12,52,5,27,1,0,0,4,4,5,5,7,3,0,13,7,55,14,44,4,7,14,26,52,0,0,0,0,0,0,3,2,7,6,6,4,5,3,54
62,5,1,2,0,1,2,0,2,2,0,5,27,12,25,27,13,1,2,0,1,2,0,11,4,11,13,11,26,37,44,36,2,2,2,5,6,3,2,5,3,4,19,23,38,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,7,6,15,39,39
63,8,3,3,2,5,3,4,6,6,9,2,23,20,40,8,49,0,1,1,4,6,1,12,9,7,4,9,16,23,49,47,1,0,0,4,4,5,5,7,3,5,24,27,20,42,23,3,5,10,20,38,0,0,0,0,0,0,10,8,10,22,16,22,41,35,15
64,11,0,0,2,0,4,5,12,8,6,3,20,19,34,46,9,2,3,2,2,3,2,3,2,2,2,2,2,16,39,44,0,1,3,6,2,1,3,9,4,16,4,8,3,7,2,2,3,6,12,26,2,2,2,2,2,2,1,1,1,1,1,2,23,15,25
65,8,3,3,2,5,3,4,3,12,9,10,24,9,55,53,8,0,1,1,4,6,1,7,9,7,19,22,7,17,45,15,1,0,0,4,4,5,11,1,0,25,5,1,40,55,41,3,5,10,20,37,0,0,0,0,0,0,6,6,6,12,13,13,6,9,8
66,4,1,2,0,1,2,0,1,7,7,11,3,26,33,16,55,1,2,0,1,2,0,1,4,0,8,19,20,18,46,22,2,2,2,5,6,3,5,5,3,4,19,23,6,9,6,1,1,2,4,10,1,1,1,1,1,1,0,0,0,11,2,12,22,18,20
67,6,3,3,1,3,6,3,0,9,2,25,26,15,45,31,37,0,1,1,0,6,5,0,13,5,14,25,5,15,17,6,1,0,0,0,5,0,13,2,2,19,15,14,13,16,7,4,6,11,22,42,0,0,0,5,5,4,3,2,3,10,12,11,32,30,35
68,2,3,3,1,3,6,1,9,10,1,8,9,1,22,37,41,0,1,1,6,1,1,8,11,9,11,10,18,7,41,9,1,0,0,4,4,5,8,11,6,1,2,2,10,12,0,4,7,12,23,46,0,0,0,0,0,0,2,4,5,7,8,7,2,1,2
69,3,1,2,0,1,2,0,11,4,0,24,17,18,18,52,22,1,2,0,1,2,0,1,4,0,1,4,22,35,48,17,2,2,2,5,6,3,5,5,3,4,19,23,2,1,1,1,1,2,3,6,1,1,1,1,1,1,0,0,0,13,10,9,13,16,24
70,10,0,0,2,0,4,5,10,3,6,27,7,4,43,33,15,2,3,2,2,3,2,3,12,13,12,15,15,25,52,35,0,1,3,6,2,1,12,12,8,8,12,20,19,28,29,2,3,7,14,29,2,2,2,2,2,2,1,1,1,4,4,3,14,12,12
71,2,3,3,1,3,6,1,9,10,1,8,18,1,22,22,11,0,1,1,6,1,1,8,11,9,11,10,18,7,41,9,1,0,0,4,4,5,8,11,6,1,2,2,10,12,0,4,7,12,23,45,0,0,0,0,0,0,2,4,5,7,8,7,2,1,2
72,13,2,0,3,2,5,6,7,13,13,7,12,14,21,7,31,1,0,0,5,4,4,6,6,4,5,7,4,5,30,54,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,24,1,1,1,3,3,3,5,5,4,0,3,0,0,0,0
73,10,0,0,2,0,4,5,10,8,6,4,20,19,5,29,7,2,3,2,2,3,2,3,12,13,17,26,19,22,16,20,0,1,3,6,2,1,10,4,10,21,18,19,9,22,37,2,3,7,14,30,2,2,2,2,2,2,13,13,13,23,22,23,25,23,22
74,11,0,0,2,0,4,5,12,3,6,3,7,4,38,48,5,2,3,2,2,3,2,3,2,2,2,2,2,44,43,16,0,1,3,6,2,1,3,9,4,16,4,8,27,36,36,2,3,7,13,28,2,2,2,2,2,2,1,1,1,1,1,2,8,15,17
75,7,3,3,1,3,6,1,8,10,8,18,25,22,54,34,4,0,1,1,6,1,1,2,8,1,15,24,1,13,21,1,1,0,0,4,4,5,1,7,13,13,17,10,8,20,47,4,7,13,24,47,0,0,0,0,0,0,7,7,8,5,5,5,7,6,7
76,9,3,1,2,6,1,4,4,1,5,9,10,7,39,13,28,3,1,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,1,2,3,2,6,10,7,3,3,6,11,11,3,3,4,8,15,31,3,0,3,6,6,6,11,11,11,17,17,17,9,11,11
77,10,0,0,2,0,4,5,13,8,6,4,20,19,16,21,30,2,3,2,2,3,2,3,12,13,12,15,27,2,26,2,0,1,3,6,2,1,12,12,8,8,12,20,44,54,10,2,3,6,12,27,2,2,2,2,2,2,1,1,1,4,4,3,19,21,18
78,4,1,2,0,1,2,0,11,7,7,21,16,6,33,16,10,1,2,0,1,2,0,1,4,0,22,19,0,29,50,0,2,2,2,5,6,3,5,5,3,4,19,23,23,4,1,1,1,2,4,12,1,1,1,1,1,1,0,0,0,14,18,14,29,40,46
79,6,3,3,1,3,6,3,8,9,2,25,26,15,45,31,37,0,1,1,0,6,5,0,13,5,14,25,5,15,17,6,1,0,0,0,5,0,13,2,2,19,15,14,13,16,7,4,6,11,22,42,0,0,0,5,5,4,3,2,3,10,12,11,32,30,35
80,1,3,0,1,3,6,3,8,9,2,15,26,15,0,42,37,0,1,1,0,6,5,0,13,5,14,5,5,15,33,55,1,0,0,4,4,5,13,2,2,15,20,12,29,50,51,4,6,11,22,43,0,0,0,5,5,4,3,2,3,10,12,11,20,20,16
81,13,2,0,3,2,5,6,7,13,13,12,2,11,35,15,14,1,0,0,5,4,4,6,6,4,5,23,24,26,6,4,2,2,2,3,1,4,5,6,3,24,0,26,2,1,1,1,1,2,7,17,1,1,1,3,3,3,5,5,4,26,26,26,44,45,45
82,4,1,2,0,1,2,0,1,7,7,11,3,26,8,16,55,1,2,0,1,2,0,1,4,0,8,19,20,11,46,22,2,2,2,5,6,3,5,5,3,20,25,3,28,30,22,1,1,2,4,11,1,1,1,1,1,1,0,0,0,19,2,12,28,24,27
83,6,3,3,1,3,6,3,0,11,11,26,4,27,42,14,32,0,1,1,0,6,5,0,7,5,0,17,11,47,53,11,1,0,0,0,5,0,4,8,1,9,8,13,17,5,15,4,6,11,21,39,0,0,0,5,5,4,9,10,3,9,11,10,3,2,1
84,13,2,0,3,2,5,6,7,13,13,12,2,14,24,7,43,1,0,0,5,4,4,6,6,4,5,23,24,26,24,29,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,23,1,1,1,3,3,3,5,5,4,0,25,0,24,22,19
85,9,3,3,2,5,3,4,6,6,10,22,6,3,15,43,19,0,1,1,4,6,1,9,10,10,10,8,8,10,14,10,1,0,0,1,0,6,9,13,11,14,6,9,15,19,8,3,5,9,16,32,0,3,0,0,0,0,12,12,12,21,20,20,17,17,14
86,14,2,0,3,2,5,6,7,5,13,23,22,2,6,40,2,1,0,0,5,4,4,10,6,4,21,14,17,14,18,14,2,2,2,3,1,4,0,6,9,12,9,4,4,10,52,1,2,4,9,20,1,1,1,3,3,3,8,9,9,8,9,8,4,5,4
87,8,3,3,2,5,3,4,6,6,9,2,24,10,40,53,6,0,1,1,4,6,1,12,1,8,4,9,16,23,49,47,1,0,0,4,4,5,5,1,0,5,24,27,2,1,1,3,5,10,20,37,0,0,0,0,0,0,10,8,10,22,16,22,41,35,15
88,5,1,2,0,1,2,0,2,4,0,1,8,17,1,47,48,1,2,0,1,2,0,1,4,0,8,19,20,30,12,32,2,2,2,5,6,3,5,5,3,20,25,3,28,30,22,1,1,2,3,8,1,1,1,1,1,1,0,0,0,19,2,12,28,24,27
89,7,3,3,1,3,6,1,8,10,8,18,25,22,54,34,4,0,1,1,6,1,1,2,8,1,15,24,1,13,21,1,1,0,0,4,4,5,1,7,13,13,17,10,8,20,47,4,7,13,24,47,0,0,0,0,0,0,7,7,8,5,5,5,7,6,7
90,6,3,3,1,3,6,3,0,11,2,25,4,15,0,42,37,0,1,1,0,6,5,0,13,5,14,5,5,15,33,55,1,0,0,0,5,0,13,2,2,15,20,12,29,50,51,4,6,11,22,43,0,0,0,5,5,4,3,2,3,10,12,11,20,20,16
91,13,2,0,3,2,5,6,7,13,13,7,12,14,10,7,31,1,0,0,5,4,4,6,6,4,5,7,4,5,30,54,2,2,2,3,1,4,0,6,9,11,1,24,5,6,48,1,2,5,11,24,1,1,1,3,3,3,5,5,4,0,3,0,0,0,0
92,6,3,3,1,3,6,3,0,11,11,26,4,27,42,14,17,0,1,1,0,6,5,0,7,5,0,17,11,0,9,52,1,0,0,0,5,0,4,8,1,9,8,13,52,40,13,1,1,2,3,7,0,0,0,5,5,4,9,10,3,9,11,10,3,2,1
93,7,3,3,1,3,6,1,8,9,8,16,1,22,54,1,4,0,1,1,6,1,1,2,8,1,15,6,23,20,37,28,1,0,0,4,4,5,1,7,13,0,13,7,33,46,4,4,7,13,25,49,0,0,0,0,0,0,7,7,8,5,5,5,34,34,37
