doc_idx,true_label,kmeans_k14_s0,kmeans_k14_s1,kmeans_k14_s2,kmeans_k29_s0,kmeans_k29_s1,kmeans_k29_s2,kmeans_k58_s0,kmeans_k58_s1,kmeans_k58_s2,kmeans_k116_s0,kmeans_k116_s1,kmeans_k116_s2,kmeans_k232_s0,kmeans_k232_s1,kmeans_k232_s2,gmm_k14_s0,gmm_k14_s1,gmm_k14_s2,gmm_k29_s0,gmm_k29_s1,gmm_k29_s2,gmm_k58_s0,gmm_k58_s1,gmm_k58_s2,gmm_k116_s0,gmm_k116_s1,gmm_k116_s2,gmm_k232_s0,gmm_k232_s1,gmm_k232_s2,spectral_k14_s0,spectral_k14_s1,spectral_k14_s2,spectral_k29_s0,spectral_k29_s1,spectral_k29_s2,spectral_k58_s0,spectral_k58_s1,spectral_k58_s2,spectral_k116_s0,spectral_k116_s1,spectral_k116_s2,spectral_k232_s0,spectral_k232_s1,spectral_k232_s2,ward_k14,ward_k29,ward_k58,ward_k116,ward_k232,leiden_k14_s0,leiden_k14_s1,leiden_k14_s2,leiden_k29_s0,leiden_k29_s1,leiden_k29_s2,leiden_k58_s0,leiden_k58_s1,leiden_k58_s2,leiden_k116_s0,leiden_k116_s1,leiden_k116_s2,leiden_k232_s0,leiden_k232_s1,leiden_k232_s2
43,37,0,3,6,9,17,13,0,27,56,0,27,56,155,231,198,11,2,4,14,3,3,34,14,21,34,14,21,60,134,227,5,3,4,18,18,11,14,6,10,46,65,24,77,13,22,1,2,2,3,6,0,9,11,13,5,9,1,3,1,1,88,86,7,20,70
44,14,4,1,8,13,1,21,21,12,1,79,28,75,157,185,103,12,1,9,9,10,19,8,28,56,8,28,56,9,51,55,3,1,0,0,7,8,31,39,47,66,105,112,183,166,221,9,16,31,58,109,11,13,10,15,19,16,14,14,16,25,23,24,10,6,7
45,40,11,11,11,4,12,16,32,23,26,32,99,26,153,51,110,10,5,10,26,4,25,33,32,52,74,59,52,216,43,19,2,0,2,9,8,5,36,48,12,49,34,87,124,19,223,12,22,41,82,162,5,2,0,5,0,13,18,18,18,59,28,29,57,78,80
46,2,4,7,10,18,22,20,43,25,30,43,25,30,74,71,174,5,6,6,18,17,20,6,51,10,6,51,58,108,20,209,8,10,10,28,28,22,12,30,43,5,21,29,5,11,151,9,15,28,53,101,8,10,8,4,7,4,22,20,21,15,8,11,151,157,117
47,0,10,4,4,12,13,23,51,10,7,100,63,67,45,225,57,1,9,1,1,11,1,46,41,1,59,41,1,34,93,1,9,2,9,11,5,9,29,22,24,65,70,67,153,43,176,6,11,20,37,71,9,0,1,6,8,7,21,21,22,19,17,15,18,16,25
48,0,0,3,6,3,4,5,23,4,43,89,4,43,18,85,137,13,1,13,28,16,0,31,33,47,31,33,90,231,77,186,2,0,2,1,8,6,36,56,17,73,98,66,205,47,31,1,2,2,5,12,0,9,11,13,9,8,53,23,4,102,62,91,123,120,112
49,0,10,4,4,12,13,23,51,10,7,51,10,81,41,29,131,1,9,1,1,11,1,46,41,1,46,41,113,104,200,183,9,2,9,11,5,9,16,5,3,50,63,77,149,140,70,6,10,18,31,63,9,0,1,6,8,7,21,21,22,79,84,80,70,99,69
50,42,11,9,11,7,16,25,36,9,27,36,87,27,95,41,18,10,5,10,26,4,27,48,35,53,48,35,53,35,57,37,10,8,12,4,13,7,13,29,13,34,36,15,73,63,59,11,19,36,69,131,13,2,0,27,27,26,36,35,35,30,39,28,32,18,29
51,26,8,13,0,28,24,10,6,33,0,82,33,87,91,158,81,2,10,0,12,19,17,36,45,22,36,81,22,79,157,101,0,9,11,15,2,24,39,13,18,13,28,71,17,77,135,13,23,43,85,166,4,4,4,1,3,3,10,17,10,29,16,21,9,4,10
52,44,7,2,10,6,28,11,13,35,40,103,69,40,151,197,213,8,4,12,25,25,14,16,52,17,58,94,91,122,4,48,9,2,9,22,25,14,54,20,25,38,20,2,60,10,174,8,14,26,50,96,3,0,1,0,1,1,8,7,7,49,42,54,47,32,35
53,4,13,10,7,23,25,5,30,52,19,76,91,93,31,102,206,13,1,13,8,9,0,5,1,26,5,107,97,121,146,219,2,0,2,1,8,6,0,4,52,111,34,87,186,72,108,1,1,1,1,2,0,5,6,12,12,14,34,46,48,40,48,51,44,50,53
54,0,11,9,2,4,16,0,41,54,25,69,54,0,153,200,51,10,5,10,26,4,27,33,32,43,33,32,43,20,124,51,2,7,1,13,4,5,34,24,38,16,79,30,75,147,202,11,20,37,72,138,1,2,0,10,11,13,15,12,13,21,34,29,149,106,106
55,0,13,8,5,26,11,12,30,38,19,94,38,19,107,12,228,6,11,3,22,18,24,21,38,18,106,86,18,59,31,28,11,0,2,1,8,6,48,4,50,11,115,14,116,1,90,14,29,54,110,217,6,5,6,9,25,12,43,38,39,60,97,96,113,152,127
56,12,4,1,8,20,1,14,47,37,12,47,37,12,37,38,212,13,13,6,5,15,21,29,17,24,29,17,24,25,16,18,3,1,0,2,3,16,41,9,11,19,64,26,20,68,34,9,16,30,56,107,10,7,9,21,22,22,16,15,25,34,6,36,11,12,8
57,40,8,13,0,28,24,10,6,2,55,77,93,59,158,163,50,3,12,2,3,2,15,3,2,40,69,71,40,180,147,168,0,9,11,1,8,6,36,56,2,25,34,87,156,28,208,14,29,53,108,214,4,4,4,1,3,3,17,2,14,61,69,97,180,129,171
58,0,4,9,2,3,16,1,9,54,24,9,54,36,135,73,200,5,6,6,18,17,20,6,40,10,66,40,10,93,166,215,2,0,2,1,8,6,36,56,17,16,79,30,75,24,171,14,28,52,105,203,2,12,5,11,11,8,24,11,23,28,65,30,104,133,191
59,52,1,5,3,5,6,6,38,18,42,101,66,52,4,17,6,3,12,2,15,13,11,11,44,3,11,98,3,68,49,198,1,5,8,14,15,19,7,36,34,0,77,87,186,150,108,4,8,12,19,40,2,1,3,3,4,2,9,29,15,13,12,17,53,41,62
60,0,3,2,7,16,23,9,16,22,48,63,68,93,179,136,222,8,4,12,25,25,10,16,34,17,58,34,17,21,130,170,2,0,2,1,8,6,36,4,17,49,115,87,186,28,108,10,17,32,62,117,3,5,1,0,16,1,33,7,29,64,100,61,156,130,207
61,0,12,12,9,27,27,27,40,57,29,40,57,70,121,162,179,7,6,8,17,26,9,42,18,33,42,63,33,71,101,87,2,7,1,1,8,6,10,2,2,98,88,72,186,9,24,7,12,23,43,81,1,8,7,8,2,10,52,30,31,84,82,89,66,61,76
62,48,4,1,8,20,1,21,21,12,1,21,108,74,157,93,96,10,5,10,7,23,8,7,8,6,84,105,80,36,100,228,3,1,0,9,8,5,4,7,37,82,48,101,183,21,221,9,16,31,58,109,5,2,0,5,0,0,19,18,26,14,23,12,59,69,44
63,9,9,0,12,21,0,19,11,0,23,96,67,23,27,186,123,4,0,5,4,0,5,4,0,4,4,0,65,135,0,79,4,4,3,3,0,12,25,16,14,22,46,81,189,29,131,5,9,15,26,55,7,6,5,7,6,6,0,0,0,0,0,0,0,0,0
64,53,1,5,3,2,8,6,8,18,5,105,73,42,194,193,16,3,12,2,15,13,11,45,11,28,110,65,28,29,11,104,1,5,8,14,15,19,36,56,17,25,14,82,186,2,222,4,8,13,21,44,2,1,3,3,4,2,7,8,15,110,47,70,30,151,45
65,48,4,1,8,20,1,21,21,12,1,21,12,75,157,84,77,12,1,9,9,10,19,8,28,56,8,28,56,9,51,55,3,1,0,0,7,8,31,39,47,66,87,65,183,166,221,9,16,31,58,109,11,13,10,15,19,16,14,14,16,25,23,24,10,6,7
66,44,7,4,4,12,13,11,51,10,7,42,10,44,11,225,157,1,9,1,1,11,1,1,7,31,46,89,113,73,175,78,9,2,9,1,8,6,16,56,17,25,34,87,4,28,108,6,11,22,42,80,9,0,1,6,8,7,13,21,9,72,98,95,156,139,207
67,14,7,2,7,6,28,11,2,35,40,114,35,40,151,39,60,1,9,1,1,11,1,1,7,31,58,94,91,201,159,164,9,2,9,22,25,14,11,53,53,89,85,16,138,85,94,6,11,22,42,80,3,0,1,6,8,7,13,16,9,7,4,19,179,162,148
68,11,0,3,6,9,17,13,44,16,45,89,31,66,14,46,168,11,2,4,14,3,3,34,14,21,34,14,21,130,134,77,5,3,4,18,18,11,46,14,49,85,34,87,44,94,12,1,2,2,4,10,0,9,11,13,5,9,1,3,1,1,1,1,7,20,65
69,26,13,13,5,22,9,7,27,41,55,6,41,55,172,35,43,6,11,3,2,1,0,2,24,0,89,24,0,184,119,184,2,0,2,9,8,5,36,48,12,109,92,79,56,150,104,14,27,51,102,197,4,4,4,16,20,18,35,57,10,59,28,62,57,78,80
70,0,13,8,2,26,4,12,23,4,43,30,4,43,18,85,137,10,11,13,28,16,0,21,1,26,21,74,0,105,84,0,2,0,2,1,8,6,36,56,17,91,94,98,186,28,3,14,29,58,116,232,6,5,0,10,9,8,53,23,54,102,93,83,165,144,155
71,45,11,9,2,4,10,12,20,54,36,93,2,36,27,5,3,3,12,2,3,2,15,3,2,40,69,71,40,180,147,168,2,0,2,1,8,6,36,56,17,25,34,87,186,28,108,14,29,56,113,223,7,6,5,7,26,6,46,47,44,53,71,66,12,77,6
72,39,8,13,0,28,24,10,6,33,0,82,33,87,91,104,81,2,10,0,12,19,17,36,45,22,36,81,22,79,157,101,0,9,11,15,2,24,39,13,18,13,28,71,17,77,135,13,23,43,85,166,4,4,4,1,3,3,10,17,10,29,16,21,9,4,10
73,39,8,13,0,3,24,10,6,8,17,77,5,17,22,118,180,2,10,0,12,19,17,14,12,48,14,83,109,144,220,69,0,9,11,1,8,6,36,56,17,77,113,22,84,65,227,14,28,52,105,202,4,4,4,1,3,3,10,2,31,94,26,42,111,188,152
74,26,3,8,7,24,23,7,30,57,48,97,68,90,156,188,222,6,11,13,2,1,0,5,24,5,65,84,88,67,80,207,2,0,2,1,15,6,48,4,50,11,115,14,43,143,194,10,17,32,60,112,3,5,12,16,16,14,35,17,29,100,70,61,130,86,124
75,9,9,0,12,21,0,19,11,0,23,11,0,82,143,0,123,4,0,5,4,0,5,4,0,4,4,0,65,135,0,79,4,4,3,3,0,12,25,16,14,22,46,81,157,151,209,5,9,15,26,55,7,6,5,7,6,6,0,0,0,0,0,0,0,0,0
76,0,2,3,13,23,19,16,0,3,53,66,3,53,152,159,223,0,8,7,0,22,7,0,56,34,0,56,105,0,128,23,13,11,5,27,24,25,36,42,17,40,86,44,202,33,159,1,1,1,1,2,0,12,2,12,12,15,26,10,4,42,40,48,37,39,34
77,0,13,10,11,24,11,16,32,52,33,83,91,97,136,102,93,10,5,10,26,4,25,44,36,51,52,36,51,75,191,211,2,0,2,1,8,6,16,48,12,79,103,76,142,28,3,14,29,54,110,216,5,2,0,5,25,0,42,43,42,52,58,55,55,74,53
78,0,12,12,9,18,22,8,40,57,30,40,70,89,156,115,220,5,6,6,6,17,20,6,40,10,66,40,10,142,98,54,2,0,1,28,28,22,52,34,31,92,80,90,97,87,54,7,12,23,45,86,8,10,8,4,7,4,11,13,8,41,32,32,54,59,23
79,4,11,10,2,8,4,12,23,4,43,99,104,43,24,27,63,9,7,13,27,7,22,51,10,35,51,68,77,44,90,29,2,0,2,1,8,6,36,56,17,49,13,0,7,224,101,14,27,49,98,189,5,12,0,19,11,24,50,23,41,8,30,79,191,168,181
80,13,9,0,12,21,10,19,11,0,49,93,0,82,27,190,75,4,0,5,4,0,5,4,0,4,67,64,4,43,179,66,4,4,3,3,0,12,56,33,16,81,12,54,114,121,45,5,9,15,27,57,7,6,5,7,6,6,0,0,0,0,0,0,12,37,6
81,0,13,8,5,26,15,12,16,38,33,94,103,97,107,161,20,10,5,10,28,16,25,44,36,51,44,36,51,75,191,82,11,0,2,1,8,6,16,48,12,56,93,100,39,170,127,14,29,54,110,216,6,2,0,10,25,28,41,31,39,77,83,57,82,74,81
82,0,10,7,8,20,26,26,32,56,35,22,56,35,149,123,79,9,7,7,9,7,26,38,26,9,38,26,35,46,74,36,13,11,5,20,1,18,30,1,26,99,26,57,118,169,99,14,25,45,89,173,11,3,10,18,17,19,20,19,17,69,9,5,92,40,67
83,50,5,6,1,17,6,17,57,4,43,57,4,43,134,85,11,3,12,2,3,2,15,39,37,16,3,2,16,148,189,126,1,5,8,1,12,2,40,28,54,73,98,66,159,18,211,14,29,58,116,231,2,1,3,11,9,8,12,23,11,8,62,16,62,66,61
84,37,0,3,6,9,17,13,44,16,45,89,31,66,106,46,35,11,2,4,14,3,3,34,14,21,34,14,21,164,12,22,5,3,4,18,18,11,46,14,49,85,3,18,167,206,27,1,2,2,4,10,0,9,11,13,5,9,1,3,1,1,1,1,6,2,2
85,53,1,5,3,2,8,6,8,36,5,105,73,31,57,193,203,3,12,2,15,13,11,11,44,50,62,44,60,194,121,223,1,5,8,14,15,19,2,46,51,41,101,36,57,132,88,4,8,13,22,46,2,1,3,3,4,2,7,8,15,46,47,33,30,42,45
86,39,8,13,0,28,21,10,34,2,0,77,114,78,128,134,217,2,10,0,12,19,17,14,12,48,86,12,48,66,161,158,0,9,11,6,27,0,17,38,1,32,47,35,219,137,15,13,23,42,84,164,4,4,4,1,3,3,17,2,14,16,14,10,4,8,5
87,5,10,10,11,8,10,23,20,12,54,20,115,54,92,112,211,12,1,9,23,28,16,20,20,19,20,20,19,22,30,25,6,6,6,12,11,10,22,11,9,2,42,10,61,30,109,6,10,16,28,58,11,13,10,28,26,16,46,47,44,58,60,58,33,38,37
88,50,5,6,1,17,6,28,57,1,11,8,1,11,34,70,69,3,12,2,15,13,11,11,44,50,62,96,50,127,50,61,7,12,7,10,16,20,37,50,28,70,74,17,15,57,87,3,6,9,15,31,10,7,9,14,13,11,3,5,2,27,50,49,35,25,27
89,57,12,12,9,27,20,27,40,24,9,80,82,9,80,162,179,7,6,8,17,8,12,50,57,55,61,63,55,150,221,151,2,7,1,23,22,4,10,2,42,104,0,94,67,123,117,7,12,23,43,82,1,4,7,8,21,10,49,30,52,61,82,102,136,115,71
90,0,12,12,9,27,20,27,40,24,29,40,24,29,87,49,82,7,6,8,17,12,28,9,30,11,60,91,100,219,111,62,2,7,1,23,22,4,50,23,39,93,82,75,227,100,118,7,12,23,43,81,1,8,7,8,2,10,4,1,5,4,21,37,27,23,22
91,39,8,13,0,28,24,10,6,33,55,82,33,87,94,206,32,2,10,0,12,19,17,36,45,22,36,81,22,79,157,101,0,9,11,15,2,24,39,13,18,4,2,68,94,167,184,13,23,43,85,165,4,4,4,1,3,3,10,17,10,29,16,21,9,4,10
92,13,9,0,12,21,10,19,11,53,23,93,89,1,27,98,189,4,0,5,4,0,5,4,0,4,67,64,4,4,179,148,4,4,3,3,0,12,56,33,16,81,12,54,52,4,56,5,9,15,27,56,7,6,5,7,6,6,0,0,0,53,71,66,12,77,6
93,0,6,3,13,19,25,4,35,29,44,64,29,107,40,210,45,9,8,7,16,21,7,10,3,44,10,72,64,80,217,12,13,11,5,1,8,6,36,56,17,25,34,87,186,28,108,2,3,4,8,18,0,3,2,18,24,21,20,24,28,105,112,69,125,90,153
