doc_idx,true_label,kmeans_k3_s0,kmeans_k3_s1,kmeans_k3_s2,kmeans_k6_s0,kmeans_k6_s1,kmeans_k6_s2,kmeans_k11_s0,kmeans_k11_s1,kmeans_k11_s2,kmeans_k22_s0,kmeans_k22_s1,kmeans_k22_s2,kmeans_k44_s0,kmeans_k44_s1,kmeans_k44_s2,gmm_k3_s0,gmm_k3_s1,gmm_k3_s2,gmm_k6_s0,gmm_k6_s1,gmm_k6_s2,gmm_k11_s0,gmm_k11_s1,gmm_k11_s2,gmm_k22_s0,gmm_k22_s1,gmm_k22_s2,gmm_k44_s0,gmm_k44_s1,gmm_k44_s2,spectral_k3_s0,spectral_k3_s1,spectral_k3_s2,spectral_k6_s0,spectral_k6_s1,spectral_k6_s2,spectral_k11_s0,spectral_k11_s1,spectral_k11_s2,spectral_k22_s0,spectral_k22_s1,spectral_k22_s2,spectral_k44_s0,spectral_k44_s1,spectral_k44_s2,ward_k3,ward_k6,ward_k11,ward_k22,ward_k44,leiden_k3_s0,leiden_k3_s1,leiden_k3_s2,leiden_k6_s0,leiden_k6_s1,leiden_k6_s2,leiden_k11_s0,leiden_k11_s1,leiden_k11_s2,leiden_k22_s0,leiden_k22_s1,leiden_k22_s2,leiden_k44_s0,leiden_k44_s1,leiden_k44_s2
11,3,1,2,0,1,2,4,1,10,3,1,4,10,1,4,28,1,1,0,1,3,4,7,9,3,9,9,3,9,9,3,0,0,0,0,4,1,5,2,7,12,11,5,17,3,6,2,4,8,15,28,0,1,0,2,2,2,9,9,10,10,9,10,8,9,9
12,4,0,1,1,0,0,1,0,0,9,11,0,6,36,38,18,0,0,1,0,0,1,0,0,6,0,0,18,36,0,18,0,0,0,0,4,1,5,2,7,0,3,1,2,38,3,1,1,1,3,3,1,0,1,0,0,0,1,1,1,0,0,0,6,6,21
13,0,0,1,1,3,0,1,0,6,9,0,15,0,43,34,38,2,2,0,2,2,0,2,6,0,10,16,0,27,16,0,0,0,0,2,0,2,4,8,1,21,16,3,11,43,20,2,4,5,9,15,0,0,0,1,1,1,0,0,8,9,8,8,16,14,20
14,6,1,2,0,1,2,0,6,3,4,13,19,19,19,17,34,1,1,0,1,3,4,1,5,7,1,5,8,1,5,8,0,0,0,5,1,0,6,9,2,5,7,11,13,8,38,2,4,9,17,33,0,1,0,4,2,2,6,6,6,3,3,3,5,5,0
15,0,1,0,0,3,4,5,4,6,8,19,14,9,27,14,9,2,2,0,2,2,0,2,6,0,10,11,17,10,29,17,0,0,0,2,0,2,4,8,1,21,16,3,1,14,5,2,4,5,9,14,0,0,0,1,1,1,0,0,8,9,8,13,15,15,26
16,1,1,2,2,4,5,2,3,4,6,15,7,5,40,7,5,1,2,2,4,3,2,5,4,5,5,4,4,5,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
17,1,1,2,2,4,5,2,3,4,6,15,7,5,40,31,5,1,2,2,4,3,2,5,4,5,5,4,4,5,34,41,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,18,19,19
18,3,1,0,0,3,4,0,4,5,0,13,6,3,19,27,33,1,1,0,1,3,4,7,9,3,9,9,3,28,22,31,0,0,0,0,4,1,5,2,7,0,3,1,43,42,40,2,4,9,16,30,0,0,0,2,2,2,9,9,4,18,9,12,35,38,13
19,7,1,2,0,1,2,4,9,7,5,17,9,11,26,25,11,0,0,1,3,5,5,4,3,4,3,3,15,38,3,15,2,2,2,4,3,3,3,0,6,17,17,20,5,4,24,3,5,10,20,37,1,2,2,5,5,5,7,7,7,5,4,4,33,33,35
20,2,1,0,0,3,4,0,4,5,0,18,19,20,18,42,20,2,2,0,2,2,0,9,2,8,15,10,7,15,31,30,0,0,0,2,0,2,8,4,9,10,0,10,21,25,13,2,4,9,17,31,0,0,0,1,1,1,4,4,4,7,10,9,10,32,33
21,2,1,0,0,3,4,5,4,6,8,21,8,12,21,8,12,2,2,0,2,2,0,9,2,8,13,2,16,24,2,33,0,0,0,2,0,2,8,4,9,1,12,14,25,33,23,2,4,9,19,35,0,0,0,1,1,1,4,4,4,11,11,15,30,29,31
22,8,2,1,1,5,1,3,5,1,1,5,1,16,5,1,36,0,0,1,0,0,1,6,8,9,6,12,9,6,12,9,0,0,0,0,4,1,1,1,5,4,5,12,10,9,36,1,2,3,6,9,1,0,1,0,0,0,3,3,2,1,6,6,0,1,5
23,4,0,1,1,0,0,1,8,0,9,10,16,18,38,29,41,0,0,1,0,0,1,0,10,6,11,15,11,11,15,43,0,0,0,0,4,1,10,10,10,16,20,0,30,11,32,1,1,1,1,1,1,0,1,0,0,0,10,10,2,14,14,14,17,17,17
24,9,1,0,0,3,4,0,4,5,0,21,6,3,32,6,33,2,2,0,2,2,0,9,2,8,13,2,16,13,25,16,0,0,0,2,0,2,8,4,9,19,15,15,38,7,43,2,4,9,18,34,0,0,0,1,1,1,4,4,4,11,16,12,25,26,13
25,2,1,0,0,3,4,0,4,5,0,18,19,20,13,19,32,2,2,0,2,2,0,9,2,8,15,10,7,37,31,30,0,0,0,2,0,2,8,4,9,10,0,10,14,18,16,2,4,9,17,33,0,0,0,1,1,1,4,4,4,7,10,9,10,13,16
26,3,2,1,1,2,3,3,1,10,3,0,15,2,41,34,1,0,0,1,0,4,1,8,7,1,7,21,19,41,21,19,0,0,0,0,4,1,7,6,3,18,6,19,1,38,3,2,4,9,16,30,1,0,1,0,0,0,8,8,9,17,7,7,35,27,27
27,1,1,2,2,4,5,2,3,4,6,15,7,5,15,31,5,1,2,2,4,3,2,5,4,5,5,4,4,29,34,41,0,0,0,3,2,5,0,3,0,7,2,8,29,32,21,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,18,19,19
28,5,1,2,0,1,2,4,7,2,7,3,13,8,3,24,24,1,1,0,5,1,3,3,1,2,16,20,14,22,20,14,1,1,1,1,5,4,2,5,4,8,14,6,9,16,8,3,6,11,22,44,2,1,0,3,3,3,2,2,3,15,17,16,22,23,23
29,1,1,2,2,4,5,2,3,4,6,15,7,5,15,7,5,1,2,2,4,3,2,5,4,5,5,4,4,34,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
30,2,1,0,0,3,4,0,4,5,0,21,8,12,30,30,12,2,2,0,2,2,0,9,2,8,8,10,7,8,37,7,0,0,0,2,0,2,8,4,9,1,12,14,41,17,15,2,4,9,19,36,0,0,0,1,1,1,4,4,4,7,11,9,26,28,28
31,7,1,2,0,1,2,4,9,7,5,7,20,4,7,9,37,0,0,1,3,5,5,4,3,4,3,3,5,3,24,5,2,2,2,4,3,3,3,0,6,2,8,2,22,10,9,3,5,10,20,38,1,2,2,5,5,5,7,7,7,5,4,4,3,2,1
32,4,0,1,1,0,0,1,0,0,9,11,0,6,28,38,6,0,0,1,0,0,1,0,0,6,0,0,18,36,0,18,0,0,0,0,4,1,5,2,7,0,3,1,2,38,3,1,1,1,3,3,1,0,1,0,0,0,1,1,1,0,0,0,13,7,15
33,4,0,1,1,0,0,1,0,0,9,11,0,6,11,0,18,0,0,1,0,0,1,0,0,6,0,0,18,36,0,42,0,0,0,0,4,1,5,2,7,0,3,1,2,38,3,1,1,1,3,3,1,0,1,0,0,0,1,1,1,0,0,0,6,6,6
34,5,1,2,0,1,2,4,7,2,7,3,5,8,33,39,25,1,1,0,5,1,3,3,1,2,4,1,2,4,40,28,1,1,1,1,5,4,2,5,4,6,4,7,7,12,25,3,6,11,21,40,2,1,0,3,3,3,2,2,3,4,2,2,9,12,8
35,1,1,2,2,4,5,2,3,4,6,15,7,5,40,31,3,1,2,2,4,3,2,5,4,5,5,4,4,39,27,36,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,4,6,11,19,0,1,0,2,4,4,5,5,5,2,1,1,1,0,30
36,5,1,2,0,1,2,4,7,2,7,3,5,8,35,5,23,1,1,0,5,1,3,3,1,2,16,1,2,16,36,2,1,1,1,1,5,4,2,5,4,6,4,7,26,2,2,3,6,11,21,42,2,1,0,3,3,3,2,2,3,4,2,2,4,4,2
37,6,1,2,0,1,2,4,6,3,4,8,2,19,42,36,19,1,1,0,1,3,4,1,5,7,1,5,8,35,5,8,0,0,0,5,1,0,6,9,2,5,7,11,0,37,14,2,4,7,14,27,0,1,0,4,2,2,6,6,6,3,3,3,5,5,0
38,2,1,0,0,3,4,0,4,5,0,21,8,12,21,8,12,2,2,0,2,2,0,9,2,8,8,10,7,8,37,7,0,0,0,2,0,2,8,4,9,1,12,14,41,17,15,2,4,9,19,36,0,0,0,1,1,1,4,4,4,7,11,9,26,28,28
39,7,1,2,0,1,2,4,9,7,5,7,20,4,7,9,37,0,0,1,3,5,5,4,3,4,3,3,5,3,24,5,2,2,2,4,3,3,3,0,6,2,8,2,22,10,9,3,5,10,20,38,1,2,2,5,5,5,7,7,7,5,4,4,3,2,1
40,4,0,1,0,0,0,1,0,0,9,20,0,6,10,43,10,0,0,1,0,0,1,0,0,6,14,18,6,14,30,6,0,0,0,0,4,1,5,2,7,0,3,1,43,42,40,1,1,1,3,4,1,0,1,0,0,0,1,1,1,18,0,0,13,7,15
41,8,2,1,1,5,1,3,5,1,1,5,1,1,5,1,36,0,0,1,0,0,1,6,8,9,6,12,9,6,12,9,0,0,0,0,4,1,1,1,5,4,5,12,10,9,36,1,2,3,5,7,1,0,1,0,0,0,3,3,2,1,6,6,0,1,12
42,4,0,1,1,0,0,1,0,0,9,11,0,6,28,38,43,0,0,1,0,0,1,0,0,6,0,0,18,36,0,42,0,0,0,0,4,1,5,2,7,0,3,1,2,38,3,1,1,1,3,3,1,0,1,0,0,0,1,1,1,0,0,0,6,6,21
43,2,1,0,0,3,4,0,4,5,0,13,19,20,13,41,40,2,2,0,2,2,0,9,2,8,15,10,7,37,31,30,0,0,0,2,0,2,8,4,9,15,19,17,28,36,33,2,4,9,17,32,0,0,0,1,1,1,4,4,4,7,11,9,26,28,28
44,10,2,1,1,2,3,3,2,9,10,14,3,2,41,3,2,0,0,1,0,4,1,8,7,1,7,21,19,25,21,19,0,0,0,0,4,1,7,6,3,18,6,19,33,20,11,1,2,2,4,6,1,0,1,0,0,0,8,8,9,17,7,7,27,27,29
45,5,1,2,0,1,2,4,7,2,7,3,5,8,33,32,25,1,1,0,5,1,3,3,1,2,4,1,2,4,1,13,1,1,1,1,5,4,2,5,4,6,4,7,7,12,25,3,6,11,21,40,2,1,0,3,3,3,2,2,3,4,2,2,9,12,8
46,9,1,0,0,3,4,5,10,8,2,16,12,13,34,15,26,2,2,0,2,2,0,2,6,10,17,8,0,17,8,25,0,0,0,2,0,2,4,8,1,3,1,3,40,23,31,2,4,6,10,17,0,0,0,1,1,1,0,0,0,13,13,8,11,10,10
47,9,1,0,0,3,4,5,10,8,2,16,12,13,34,12,26,2,2,0,2,2,0,2,6,10,17,8,0,17,8,25,0,0,0,2,0,2,4,8,1,3,1,3,40,23,31,2,4,6,10,17,0,0,0,1,1,1,0,0,0,13,13,8,11,10,10
48,1,1,2,2,4,5,2,3,4,6,6,7,5,40,7,22,1,2,2,4,3,2,5,4,5,5,4,4,34,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
49,6,1,2,0,1,2,4,1,10,3,13,11,3,1,11,1,1,1,0,1,3,4,1,5,7,1,5,8,35,5,8,0,0,0,5,1,0,6,9,2,5,7,11,0,37,14,2,4,7,14,27,0,1,0,4,2,2,6,6,6,3,3,3,5,5,0
50,0,1,0,0,3,4,5,4,6,8,19,14,9,27,14,0,2,2,0,2,2,0,2,6,0,10,11,17,10,29,17,0,0,0,2,0,2,4,8,1,21,16,3,34,27,19,2,4,5,9,16,0,0,0,1,1,1,0,0,8,9,8,8,34,34,36
51,7,1,2,0,1,2,4,9,7,5,17,10,21,26,26,21,0,0,1,3,5,5,4,3,4,3,3,5,32,23,40,2,2,2,4,3,3,3,0,6,2,8,2,8,15,35,3,5,10,20,39,1,2,2,5,5,5,7,7,7,5,4,4,20,20,24
52,1,1,2,2,4,5,2,3,4,6,15,7,5,15,31,5,1,2,2,4,3,2,5,4,5,5,4,4,5,4,4,0,0,0,3,2,5,0,3,0,7,2,8,35,39,30,2,3,4,7,11,0,1,0,2,4,4,5,5,5,2,1,1,1,36,40
53,2,1,0,0,3,4,0,4,5,0,18,19,20,22,19,32,2,2,0,2,2,0,9,2,8,15,10,7,15,10,27,0,0,0,2,0,2,8,4,9,10,0,10,14,18,16,2,4,9,17,33,0,0,0,1,1,1,4,4,4,7,10,9,10,13,16
54,7,1,2,0,1,2,4,9,7,5,17,9,11,26,25,11,0,0,1,3,5,5,4,3,4,3,3,15,38,3,15,2,2,2,4,3,3,3,0,6,17,17,20,5,4,24,3,5,10,20,37,1,2,2,5,5,5,7,7,7,5,4,4,33,33,35
55,7,1,2,0,1,2,4,9,7,5,7,20,4,7,9,29,0,0,1,3,5,5,4,3,4,3,3,15,38,3,15,2,2,2,4,3,3,3,0,6,2,8,2,22,10,9,3,5,10,20,38,1,2,2,5,5,5,7,7,7,5,4,4,3,2,1
56,4,0,1,1,0,0,1,0,0,9,0,0,6,11,0,30,0,0,1,0,0,1,0,0,6,0,0,18,36,0,42,0,0,0,0,4,1,5,2,7,0,3,1,2,38,3,1,1,1,3,3,1,0,1,0,0,0,1,1,1,0,0,0,6,6,6
57,8,2,1,1,5,1,3,5,1,1,5,1,16,5,1,36,0,0,1,0,0,1,6,8,9,6,12,9,31,12,29,0,0,0,0,4,1,1,1,5,4,5,12,10,9,36,1,2,3,6,9,1,0,1,0,0,0,3,3,2,1,6,6,0,1,5
58,3,1,2,0,1,2,4,1,10,3,1,4,10,1,4,28,1,1,0,1,3,4,7,9,3,9,9,3,9,9,3,0,0,0,0,4,1,5,2,7,12,11,5,17,3,6,2,4,7,14,24,0,1,0,2,2,2,9,9,10,10,9,10,8,9,9
59,7,1,2,0,1,2,4,9,7,5,7,20,4,7,10,4,0,0,1,3,5,5,4,3,4,3,3,5,3,24,5,2,2,2,4,3,3,3,0,6,2,8,2,22,10,9,3,5,10,20,38,1,2,2,5,5,5,7,7,7,5,4,4,3,2,1
60,1,1,2,2,4,5,2,3,4,6,13,7,3,19,37,3,1,2,2,4,3,2,5,4,5,5,4,4,34,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,11,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
61,1,1,2,2,4,5,2,3,4,6,6,7,5,40,7,22,1,2,2,4,3,2,5,4,5,5,4,4,34,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
62,8,2,1,1,5,1,3,5,1,1,5,1,1,5,1,36,0,0,1,0,0,1,6,8,9,6,12,9,6,12,9,0,0,0,0,4,1,1,1,5,4,5,12,10,9,36,1,2,3,5,7,1,0,1,0,0,0,3,3,2,1,6,6,0,1,5
63,9,1,0,0,3,4,5,10,8,2,13,18,3,19,37,3,2,2,0,2,2,0,2,6,10,2,13,10,21,13,10,0,0,0,2,0,2,4,8,1,3,1,18,1,6,0,2,4,6,11,19,0,0,0,1,1,1,0,0,0,6,5,5,2,11,37
64,1,1,2,2,4,5,2,3,4,6,6,7,5,6,7,22,1,2,2,4,3,2,5,4,5,5,4,4,34,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
65,0,1,0,0,3,4,0,4,5,0,19,14,3,43,14,0,2,2,0,2,2,0,2,6,0,10,16,17,26,29,17,0,0,0,2,0,2,4,8,1,21,16,3,34,27,19,2,4,5,9,16,0,0,0,1,1,1,0,0,8,9,8,8,34,34,36
66,2,1,0,0,3,4,0,4,5,0,21,8,12,21,30,12,2,2,0,2,2,0,9,2,8,15,10,7,15,31,30,0,0,0,2,0,2,8,4,9,1,12,14,21,25,13,2,4,9,17,31,0,0,0,1,1,1,4,4,4,7,11,9,26,32,28
67,8,2,1,1,5,1,3,5,1,1,2,1,16,2,35,16,0,0,1,0,0,1,6,8,9,6,12,9,31,42,29,0,0,0,0,4,1,1,1,5,4,5,12,10,9,36,1,2,3,6,9,1,0,1,0,0,0,3,3,2,1,15,17,28,22,5
68,2,1,0,0,3,4,0,4,5,0,21,8,12,30,30,12,2,2,0,2,2,0,9,2,8,8,10,7,8,37,7,0,0,0,2,0,2,8,4,9,1,12,14,41,17,15,2,4,9,19,36,0,0,0,1,1,1,4,4,4,7,11,9,26,28,28
69,7,1,2,0,1,2,4,9,7,5,7,20,4,17,20,4,0,0,1,3,5,5,4,3,4,3,3,5,38,3,15,2,2,2,4,3,3,3,0,6,2,8,2,22,10,9,3,5,10,20,39,1,2,2,5,5,5,7,7,7,5,4,4,20,20,24
70,3,1,0,0,3,4,0,4,6,0,13,14,3,19,37,3,1,1,0,1,3,4,7,9,3,9,9,3,28,22,31,0,0,0,2,0,2,5,2,7,21,16,3,1,38,3,2,4,9,16,30,0,0,0,1,2,1,9,9,4,10,9,12,35,38,13
71,4,0,1,1,0,0,1,0,0,9,20,0,6,10,43,10,0,0,1,0,0,1,0,0,6,14,18,6,14,30,6,0,0,0,0,4,1,5,2,7,0,3,1,43,42,40,1,1,1,3,4,1,0,1,0,0,0,1,1,1,18,0,0,13,7,15
72,2,1,0,0,3,4,0,4,5,0,18,19,20,18,42,20,2,2,0,2,2,0,9,2,8,15,10,7,15,31,30,0,0,0,2,0,2,8,4,9,10,0,10,21,25,13,2,4,9,17,31,0,0,0,1,1,1,4,4,4,7,10,9,10,32,33
73,5,1,2,0,1,2,4,7,2,7,3,5,8,33,39,25,1,1,0,5,1,3,3,1,2,4,1,2,4,40,28,1,1,1,1,5,4,2,5,4,6,4,7,7,12,25,3,6,11,21,42,2,1,0,3,3,3,2,2,3,4,2,2,9,12,8
74,4,0,1,1,0,0,1,0,0,9,20,0,6,10,43,10,0,0,1,0,0,1,0,0,6,14,18,6,14,30,6,0,0,0,0,4,1,5,2,7,0,3,1,43,42,40,1,1,1,3,4,1,0,1,0,0,0,1,1,1,18,0,0,13,7,15
75,0,1,0,1,3,4,5,4,6,8,0,15,0,43,14,38,2,2,0,2,2,0,2,6,0,10,16,0,27,16,0,0,0,0,2,0,2,4,8,1,21,16,3,11,43,20,1,1,1,2,2,0,0,0,1,1,1,0,0,8,9,8,8,16,14,20
76,5,1,2,0,1,2,4,7,2,7,3,5,8,35,32,23,1,1,0,5,1,3,3,1,2,4,1,2,4,1,13,1,1,1,1,5,4,2,5,4,6,4,7,24,35,41,3,6,11,21,42,2,1,0,3,3,3,2,2,3,4,2,2,9,41,8
77,4,0,1,1,0,0,1,0,0,9,0,0,6,0,0,6,0,0,1,0,0,1,0,0,6,0,0,18,36,35,42,0,0,0,0,4,1,5,2,7,0,3,1,2,38,3,1,1,1,3,4,1,0,1,0,0,0,1,1,1,0,0,0,12,7,6
78,2,1,0,0,3,4,0,4,5,0,18,19,20,22,19,32,2,2,0,2,2,0,9,2,8,15,10,7,15,10,27,0,0,0,2,0,2,8,4,9,3,1,3,14,18,16,2,4,9,17,33,0,0,0,1,1,1,4,4,4,7,10,9,10,13,16
79,8,2,1,1,5,1,3,5,1,1,5,1,1,31,23,31,0,0,1,0,0,1,6,8,9,6,12,9,6,41,37,0,0,0,0,4,1,1,1,5,4,5,12,42,40,26,1,2,3,5,7,1,0,1,0,0,0,3,3,2,1,6,6,21,24,25
80,5,1,2,0,1,2,4,7,2,7,3,5,8,33,32,25,1,1,0,5,1,3,3,1,2,4,1,2,4,40,28,1,1,1,1,5,4,2,5,4,6,4,7,7,12,25,3,6,11,21,40,2,1,0,3,3,3,2,2,3,4,2,2,9,12,8
81,6,1,2,0,1,2,4,6,3,4,8,17,19,8,33,42,1,1,0,1,3,4,1,5,7,1,5,8,30,5,39,0,0,0,5,1,0,6,9,2,5,7,11,13,8,38,2,4,7,14,27,0,1,0,4,2,2,6,6,6,3,3,3,5,5,0
82,2,1,0,0,3,4,0,4,5,0,21,8,12,30,30,12,2,2,0,2,2,0,9,2,8,8,10,7,8,37,7,0,0,0,2,0,2,8,4,9,1,12,14,41,17,15,2,4,9,19,36,0,0,0,1,1,1,4,4,4,7,11,9,26,28,28
83,2,1,0,0,3,4,0,4,5,0,13,19,3,39,37,3,2,2,0,2,2,0,9,2,8,13,2,16,24,2,33,0,0,0,2,0,2,4,8,1,21,16,3,40,23,31,2,4,6,10,17,0,0,0,1,1,1,0,0,0,13,13,8,30,10,10
84,9,1,0,0,3,4,5,10,8,2,16,18,13,29,18,13,2,2,0,2,2,0,2,6,10,2,17,10,21,17,35,0,0,0,2,0,2,4,8,1,3,1,3,1,6,0,2,4,6,11,20,0,0,0,1,1,1,0,0,0,6,5,5,2,3,3
85,5,1,2,0,1,2,4,7,2,7,3,5,8,35,5,23,1,1,0,5,1,3,3,1,2,4,1,2,4,1,13,1,1,1,1,5,4,2,5,4,6,4,7,26,2,2,1,1,1,2,2,2,1,0,3,3,3,2,2,3,4,2,2,4,4,2
86,5,1,2,0,1,2,4,7,2,7,3,13,8,3,13,8,1,1,0,5,1,3,3,1,2,12,19,13,12,19,22,1,1,1,1,5,4,9,7,8,13,13,9,12,13,27,3,6,11,22,43,2,1,0,3,3,3,2,2,3,20,19,19,37,35,39
87,9,1,0,0,3,4,5,4,8,2,9,6,7,32,27,33,2,2,0,2,2,0,9,2,8,13,2,16,13,25,16,0,0,0,2,0,2,8,4,9,19,15,15,31,0,29,2,4,9,18,34,0,0,0,1,1,1,4,4,4,11,16,12,25,26,13
88,8,2,1,1,5,1,3,5,1,1,2,1,16,23,35,16,0,0,1,0,0,1,6,8,9,6,12,9,31,42,29,0,0,0,0,4,1,1,1,5,4,5,12,10,9,36,1,2,3,6,9,1,0,1,0,0,0,3,3,2,1,15,17,28,22,5
89,3,1,2,0,1,2,4,1,10,3,1,4,10,1,4,28,1,1,0,1,3,4,7,9,3,9,9,3,9,9,3,0,0,0,0,4,1,5,2,7,12,11,5,17,3,6,2,4,8,15,28,0,1,0,2,2,2,9,9,10,10,9,10,8,9,9
90,5,1,2,0,1,2,4,7,2,7,3,13,8,3,13,24,1,1,0,5,1,3,3,1,2,16,20,14,22,20,14,1,1,1,1,5,4,2,5,4,6,4,7,26,2,2,3,6,11,22,44,2,1,0,3,3,3,2,2,3,15,2,16,22,23,23
91,9,1,0,0,3,4,5,10,8,2,4,18,13,4,22,39,2,2,0,2,2,0,2,6,10,18,17,10,2,17,35,0,0,0,2,0,2,4,8,1,20,21,21,19,22,18,2,4,6,11,20,0,0,0,1,1,1,0,0,0,19,18,18,31,30,32
92,1,1,2,2,4,5,2,3,4,6,15,7,5,40,31,5,1,2,2,4,3,2,5,4,5,5,4,4,29,34,41,0,0,0,3,2,5,0,3,0,7,2,8,29,32,21,2,3,4,7,11,0,1,0,2,4,4,5,5,5,2,1,1,18,19,19
93,1,1,2,2,4,5,2,3,4,6,6,7,5,15,7,22,1,2,2,4,3,2,5,4,5,5,4,4,5,4,4,0,0,0,3,2,5,0,3,0,7,2,8,18,41,1,2,3,4,7,10,0,1,0,2,4,4,5,5,5,2,1,1,1,0,4
