doc_idx,true_label,kmeans_k19_s0,kmeans_k19_s1,kmeans_k19_s2,kmeans_k38_s0,kmeans_k38_s1,kmeans_k38_s2,kmeans_k77_s0,kmeans_k77_s1,kmeans_k77_s2,kmeans_k154_s0,kmeans_k154_s1,kmeans_k154_s2,kmeans_k308_s0,kmeans_k308_s1,kmeans_k308_s2,gmm_k19_s0,gmm_k19_s1,gmm_k19_s2,gmm_k38_s0,gmm_k38_s1,gmm_k38_s2,gmm_k77_s0,gmm_k77_s1,gmm_k77_s2,gmm_k154_s0,gmm_k154_s1,gmm_k154_s2,gmm_k308_s0,gmm_k308_s1,gmm_k308_s2,spectral_k19_s0,spectral_k19_s1,spectral_k19_s2,spectral_k38_s0,spectral_k38_s1,spectral_k38_s2,spectral_k77_s0,spectral_k77_s1,spectral_k77_s2,spectral_k154_s0,spectral_k154_s1,spectral_k154_s2,spectral_k308_s0,spectral_k308_s1,spectral_k308_s2,ward_k19,ward_k38,ward_k77,ward_k154,ward_k308,leiden_k19_s0,leiden_k19_s1,leiden_k19_s2,leiden_k38_s0,leiden_k38_s1,leiden_k38_s2,leiden_k77_s0,leiden_k77_s1,leiden_k77_s2,leiden_k154_s0,leiden_k154_s1,leiden_k154_s2,leiden_k308_s0,leiden_k308_s1,leiden_k308_s2
10,11,18,1,12,34,1,26,28,25,13,118,22,124,261,22,241,16,8,14,20,10,16,39,56,54,45,97,8,45,307,8,0,16,6,10,37,28,29,37,47,16,70,55,292,114,229,15,28,54,109,219,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
11,11,18,1,12,34,1,26,28,25,13,118,63,43,278,63,241,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,125,70,55,9,202,12,15,28,54,109,217,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
12,11,18,1,3,34,1,26,67,74,32,9,107,27,261,107,27,16,8,14,20,10,16,70,12,10,138,87,42,262,261,42,0,16,6,10,37,28,54,9,23,113,43,75,95,219,53,15,28,54,109,219,6,5,7,16,16,15,21,23,4,48,36,14,238,225,234
13,11,18,1,12,34,1,26,28,25,13,78,22,124,78,22,124,16,8,14,20,10,16,39,56,54,143,56,8,244,56,300,0,16,6,10,37,28,29,37,47,16,70,114,273,114,71,15,28,54,109,218,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
14,11,18,1,12,34,1,26,28,25,13,118,63,43,279,22,43,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,125,70,55,9,114,12,15,28,54,109,218,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
15,11,18,1,1,34,1,26,28,25,13,78,22,124,78,22,124,16,8,14,20,10,16,39,56,54,143,56,8,244,56,300,0,16,17,10,37,28,29,37,47,16,70,114,273,114,71,15,28,54,109,218,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
16,11,18,1,1,34,1,26,67,74,32,9,22,95,9,107,241,16,8,14,20,10,16,70,12,10,138,87,42,138,87,305,0,16,6,10,37,28,54,9,23,106,58,23,49,75,83,15,28,55,112,222,6,5,7,16,16,15,21,23,4,14,118,14,98,101,132
17,11,18,1,3,34,1,26,67,74,32,9,107,53,9,107,53,16,8,14,20,10,16,70,12,10,138,87,42,262,261,42,0,16,6,10,37,28,54,9,23,113,43,75,95,3,7,15,28,55,112,223,6,5,7,16,16,15,21,23,4,48,65,58,146,143,142
18,11,18,1,12,34,1,26,28,25,13,118,63,43,279,63,43,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,125,70,55,9,202,12,15,28,54,109,217,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
19,11,18,1,12,34,1,26,28,25,13,78,22,124,78,22,124,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,16,70,114,273,114,71,15,28,54,109,218,6,5,7,16,16,15,57,23,60,27,32,29,10,9,12
20,11,18,1,1,34,1,26,70,74,47,59,22,123,59,197,123,16,8,14,20,10,16,70,12,10,142,26,100,142,26,100,0,16,6,10,37,28,54,9,23,106,58,23,49,75,83,15,28,55,110,220,6,5,7,16,16,15,21,23,4,14,118,14,98,101,132
21,11,18,1,12,34,1,26,28,25,13,118,63,43,279,63,43,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,125,70,55,9,202,12,15,28,54,109,217,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
22,11,18,1,1,34,1,26,70,45,47,59,22,123,59,197,123,16,8,14,20,10,16,70,12,10,142,26,100,142,26,100,0,16,6,10,37,28,54,9,23,106,58,23,49,75,83,15,28,55,110,220,1,3,4,16,16,15,21,23,4,14,118,117,98,101,132
23,11,18,1,3,34,1,26,67,74,32,9,107,95,9,107,95,16,8,14,20,10,16,70,12,10,138,87,42,138,87,305,0,16,6,10,37,28,54,9,23,113,43,75,95,219,53,15,28,55,112,222,6,5,7,16,16,15,21,23,4,14,36,14,26,30,18
24,11,18,1,12,34,1,26,28,25,13,118,63,43,279,63,43,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,125,70,55,9,202,12,15,28,54,109,217,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
25,11,18,1,12,34,1,26,28,25,13,78,22,124,78,22,124,16,8,14,20,10,16,39,56,54,45,97,8,275,97,8,0,16,6,10,37,28,29,37,47,125,70,55,273,114,71,15,28,54,109,218,6,5,7,16,16,15,57,64,60,27,32,29,10,9,12
26,11,18,1,1,34,1,26,70,74,47,59,22,123,59,197,123,16,8,14,20,10,16,70,12,10,142,26,100,142,26,100,0,16,6,10,37,28,54,9,23,106,58,23,49,75,83,15,28,55,110,220,6,5,7,16,16,15,21,23,4,14,118,14,98,101,132
27,11,18,1,1,34,1,26,70,74,47,59,22,123,59,197,123,16,8,14,20,10,16,70,12,10,142,26,100,142,26,100,0,16,6,10,37,28,54,9,23,106,58,23,49,75,83,15,28,55,110,220,6,5,7,16,16,15,21,23,4,14,118,14,98,101,132
28,13,17,8,15,16,26,21,3,37,42,67,66,30,272,257,30,15,15,15,11,37,18,50,15,41,64,149,97,64,149,97,4,18,17,0,0,22,60,30,68,152,97,0,150,2,205,18,36,72,142,285,9,11,9,5,6,6,0,0,0,45,60,47,147,186,166
29,13,9,13,1,18,16,10,30,20,19,2,71,28,184,212,166,10,4,12,4,6,29,26,52,24,50,17,27,231,242,141,4,18,17,6,30,17,24,42,54,18,39,43,109,57,160,3,9,15,31,62,1,3,4,21,19,22,33,36,35,11,16,17,226,133,131
30,13,9,10,1,2,27,10,17,7,23,48,48,142,185,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,52,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
31,13,9,1,1,34,1,26,28,10,13,78,22,124,78,22,124,16,8,14,20,10,16,39,56,54,143,56,8,143,56,256,4,18,17,6,5,13,45,18,16,16,81,114,262,200,71,18,36,72,142,285,6,5,7,16,16,15,57,40,60,27,32,29,248,186,59
32,13,9,10,1,2,27,10,17,7,23,48,48,142,167,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,263,108,170,2,7,11,23,45,1,3,4,21,19,22,48,56,48,23,28,34,32,138,145
33,13,9,13,1,18,16,10,17,20,23,92,18,28,249,18,284,10,4,12,4,6,29,26,52,24,50,17,27,50,17,141,4,18,17,6,6,5,45,18,16,129,53,17,193,282,173,2,7,11,23,46,1,3,4,21,19,22,33,36,35,144,127,126,171,138,145
34,13,9,13,1,5,27,10,30,10,19,22,3,12,157,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,4,4,17,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
35,13,9,10,1,2,27,10,17,7,23,48,48,142,185,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,52,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
36,13,9,10,1,2,27,10,17,7,23,48,48,13,185,48,13,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,11,25,4,66,34,41,57,41,14,295,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
37,13,9,10,1,2,27,4,17,7,23,48,48,142,167,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,299,264,2,1,2,11,25,4,66,34,41,57,41,14,263,108,170,2,7,11,23,45,1,3,4,21,19,22,48,56,48,23,28,34,32,138,145
38,13,9,13,1,2,27,10,63,7,61,89,48,59,185,48,59,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,11,25,4,66,34,41,57,41,14,295,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
39,13,9,13,1,18,27,10,30,10,19,22,3,12,184,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,4,18,17,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,32,64,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
40,13,9,13,1,2,27,10,63,7,61,98,48,59,98,48,169,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,236,215,198,2,7,11,22,43,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
41,13,9,10,1,2,27,10,17,7,23,92,18,142,185,18,51,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,11,25,4,66,34,41,57,41,14,52,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,135,60,57
42,13,9,13,1,18,27,10,63,10,61,22,3,12,184,198,12,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,4,4,17,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
43,13,9,13,1,18,16,10,30,10,19,2,3,12,184,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,4,18,17,6,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
44,13,9,13,1,18,4,10,30,10,19,22,3,12,184,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,4,4,17,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
45,13,9,10,1,2,27,10,17,7,23,48,48,142,185,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,52,215,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
46,13,17,15,15,16,26,21,3,37,13,78,22,124,78,22,124,16,8,14,20,10,16,39,56,54,143,56,8,143,56,256,4,18,17,0,0,22,45,30,68,16,53,114,262,200,71,18,36,72,142,285,6,11,9,16,16,15,57,64,60,27,32,29,201,186,202
47,13,9,13,1,2,27,10,17,7,23,92,48,142,185,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,52,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
48,13,9,13,1,2,27,10,17,7,23,92,48,13,222,265,13,10,4,12,4,6,29,53,25,61,5,58,53,5,295,264,2,1,2,11,25,4,66,34,41,98,96,17,263,249,170,2,7,11,23,46,1,3,4,21,19,22,48,56,48,23,28,34,160,138,145
49,13,9,13,1,5,4,10,30,10,19,22,3,12,184,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,18,4,17,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
50,13,9,10,1,2,27,10,17,7,23,92,48,142,185,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,11,25,4,66,34,41,57,41,14,52,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
51,13,9,0,1,18,16,10,11,20,15,34,18,28,249,18,224,10,4,12,4,6,29,26,52,24,50,137,150,157,137,257,4,18,17,2,6,5,33,30,67,142,53,136,239,160,173,2,7,11,23,46,1,3,4,21,19,22,33,36,35,101,127,126,171,80,68
52,13,0,13,11,5,4,29,10,10,7,22,120,12,184,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,18,4,1,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
53,13,9,13,1,18,4,10,30,10,19,22,3,12,184,198,166,0,13,5,0,29,24,48,5,25,152,40,152,152,286,152,4,4,17,24,5,13,49,4,33,148,39,43,25,68,10,3,9,15,31,62,2,0,0,14,27,33,41,40,40,16,13,18,64,69,67
54,13,9,13,1,2,27,10,63,7,61,98,48,59,98,48,169,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,6,25,4,66,34,41,57,41,14,236,215,198,2,7,11,22,43,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
55,13,9,13,1,2,27,10,17,7,23,92,48,142,185,48,142,10,4,12,4,6,29,53,25,61,5,58,53,5,58,53,2,1,2,11,25,4,66,34,41,57,41,14,52,9,198,2,7,11,22,44,1,3,4,21,19,22,48,56,48,23,28,34,32,60,57
56,32,2,12,5,36,20,14,43,52,12,133,2,121,133,2,272,12,2,7,16,26,5,32,33,43,10,130,13,272,43,13,5,8,7,23,16,11,27,76,11,134,138,67,290,36,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,96,98,75,70,87,56
57,32,2,12,5,36,20,14,43,52,74,133,2,121,276,253,289,12,2,7,16,26,5,32,33,43,10,130,121,272,43,13,5,8,7,23,16,11,27,76,11,86,6,142,290,36,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,126,8,63,87,179
58,32,2,12,5,36,20,14,43,52,74,11,92,121,11,203,307,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,126,120,74,40,56,43,11,20,34,71,143,3,7,5,22,22,19,6,8,8,5,11,8,63,15,10
59,32,2,12,5,36,20,14,43,52,74,11,92,121,288,203,256,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,126,120,74,40,56,43,11,20,34,71,143,3,7,5,22,22,19,6,8,8,5,11,8,63,15,10
60,32,2,12,5,36,20,14,43,52,74,11,92,121,11,253,307,12,2,7,16,26,5,32,63,43,10,43,13,272,43,13,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
61,32,2,12,5,36,20,14,43,52,74,133,92,121,276,253,289,12,2,7,16,26,5,32,33,43,10,130,121,272,43,13,5,8,7,23,16,11,27,76,11,134,138,94,290,36,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,87,10
62,32,2,12,5,36,20,14,43,52,74,11,92,121,11,92,121,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,254,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
63,32,2,12,5,36,20,14,43,52,74,11,92,121,11,253,121,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,254,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
64,32,2,12,5,36,20,14,43,52,74,11,92,121,276,253,121,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
65,32,2,12,5,36,20,14,43,52,74,133,92,121,276,253,217,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,213,198
66,32,2,6,18,3,20,19,43,64,74,129,46,71,276,266,289,12,2,16,6,7,9,61,51,3,108,102,99,108,102,263,5,8,7,2,6,5,45,18,60,97,53,71,127,194,222,10,19,31,65,131,3,7,5,8,7,8,9,11,11,142,147,60,176,234,230
67,32,2,12,5,36,20,14,43,52,74,11,92,121,276,253,289,12,2,7,16,26,5,32,63,43,118,43,13,201,198,183,5,8,7,23,16,11,27,76,11,77,105,121,114,190,121,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,87,82,96
68,32,2,12,5,36,20,14,43,52,74,133,2,121,133,2,272,12,2,7,16,26,5,32,63,43,10,43,13,272,43,13,5,8,7,23,16,11,27,76,11,86,6,142,290,36,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,63,213,198
69,32,2,12,5,36,20,14,43,52,12,133,65,121,133,65,272,12,2,7,16,26,5,32,33,43,140,130,121,140,130,121,5,8,7,23,16,11,62,0,39,134,138,67,230,274,147,11,20,34,72,144,3,7,5,22,22,19,6,8,8,96,98,75,70,140,56
70,32,2,12,5,36,20,14,43,52,74,11,92,121,11,253,121,12,2,7,16,26,5,32,63,43,118,43,13,201,198,183,5,8,7,23,16,11,27,76,11,32,57,94,75,254,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,253,213,198
71,32,2,12,5,36,20,14,43,52,74,11,92,121,11,203,256,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,126,120,74,40,56,43,11,20,34,71,143,3,7,5,22,22,19,6,8,8,5,11,8,63,15,10
72,32,2,12,5,36,20,14,43,52,74,11,92,121,276,253,289,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
73,32,2,12,5,36,20,14,43,52,74,11,92,121,276,253,289,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
74,32,2,12,5,36,20,14,43,52,12,133,65,121,133,65,217,12,2,7,16,26,5,32,33,43,140,130,121,140,130,121,5,8,7,23,16,11,27,76,11,134,138,67,212,154,147,11,20,34,72,144,3,7,5,22,22,19,6,8,8,96,98,75,70,87,56
75,32,2,12,5,36,20,14,43,52,74,133,92,121,276,253,289,12,2,7,16,26,5,32,33,43,10,130,121,272,43,13,5,8,7,23,16,11,27,76,11,32,57,94,75,235,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,87,10
76,32,2,12,5,36,20,14,43,52,74,11,92,121,276,253,289,12,2,7,16,26,5,32,63,43,10,43,13,272,43,13,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
77,32,2,12,5,36,20,14,43,52,74,11,92,121,11,253,121,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,32,57,94,75,254,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,63,15,10
78,32,2,12,5,36,20,14,43,52,74,11,92,121,276,253,289,12,2,7,16,26,5,32,63,43,10,43,13,272,43,13,5,8,7,23,16,11,27,76,11,32,57,94,75,235,8,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,28,15,10
79,32,2,12,5,36,20,14,43,52,74,11,92,121,288,203,256,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,126,120,74,40,56,43,11,20,34,71,143,3,7,5,22,22,19,6,8,8,5,11,8,63,15,10
80,32,2,12,5,36,20,14,43,52,74,11,92,121,11,203,307,12,2,7,16,26,5,32,63,43,118,43,13,118,176,243,5,8,7,23,16,11,27,76,11,126,120,74,40,56,43,11,20,34,71,143,3,7,5,22,22,19,6,8,8,5,11,8,63,15,10
81,32,2,12,5,36,20,14,43,52,12,133,2,121,133,2,272,12,2,7,16,26,5,32,33,43,140,130,121,140,130,121,5,8,7,23,16,11,27,76,11,134,138,67,290,36,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,96,98,75,70,87,56
82,32,2,12,5,36,20,14,43,52,12,133,65,121,133,65,272,12,2,7,16,26,5,32,33,43,140,130,121,140,130,121,5,8,7,23,16,11,27,76,11,134,138,67,212,274,147,11,20,34,72,144,3,7,5,22,22,19,6,8,8,96,98,75,70,140,56
83,32,2,12,5,36,20,14,43,52,12,133,2,121,276,253,217,12,2,7,16,26,5,32,33,43,10,130,121,10,43,13,5,8,7,23,16,11,27,76,11,134,138,67,290,36,280,11,20,34,72,145,3,7,5,22,22,19,6,8,8,5,11,8,70,87,56
84,17,11,18,14,23,29,28,58,24,16,144,21,23,144,21,23,5,18,13,17,17,12,45,10,42,32,18,46,288,18,272,16,12,8,27,21,3,68,1,63,121,103,150,107,59,38,16,30,59,120,234,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
85,17,11,18,14,23,29,28,58,24,16,49,49,23,49,49,232,5,18,13,17,17,12,45,10,42,117,121,122,222,121,122,16,12,8,27,21,3,68,1,63,146,67,1,223,125,86,16,30,59,120,235,14,13,12,9,18,20,3,3,3,128,0,134,186,153,162
86,17,11,18,14,23,29,28,58,24,16,144,21,23,144,21,23,5,18,13,17,17,12,45,10,42,32,18,46,222,209,46,16,12,8,27,21,3,68,1,63,121,103,150,107,59,38,16,30,59,120,234,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
87,17,11,18,14,23,29,28,58,24,16,144,21,23,144,21,23,5,18,13,17,17,12,45,10,42,32,18,46,288,18,272,16,12,8,27,21,3,68,1,63,8,103,3,107,59,38,16,30,59,120,234,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
88,17,2,12,14,36,29,28,58,24,74,106,21,23,106,250,289,5,18,13,17,17,12,45,10,42,32,18,46,222,209,46,16,12,8,27,21,3,68,1,63,8,45,3,99,94,185,16,30,59,120,237,14,13,12,9,18,20,3,3,3,1,0,1,55,74,58
89,17,11,18,14,23,29,28,58,24,16,144,21,23,144,21,23,5,18,13,17,17,12,45,10,42,32,18,46,288,18,272,16,12,8,27,21,3,68,1,63,121,103,150,107,59,38,16,30,59,120,234,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
90,17,11,18,14,23,29,28,58,24,16,144,21,23,144,21,23,5,18,13,17,17,12,45,10,42,32,18,46,288,18,272,16,12,8,27,21,3,68,1,63,121,103,150,107,59,38,16,30,59,120,234,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
91,17,11,18,14,23,29,28,58,24,16,106,49,23,106,250,167,5,18,13,17,17,12,45,10,42,32,18,46,32,209,277,16,12,8,27,21,3,68,1,63,8,45,3,99,94,185,16,30,59,120,236,14,13,12,9,18,20,3,3,3,1,0,1,55,74,58
92,17,2,12,14,36,29,28,58,24,16,144,21,23,144,250,23,5,18,13,17,17,12,45,10,42,32,18,46,32,209,46,16,12,8,27,21,3,68,1,63,8,103,3,39,88,158,16,30,59,120,237,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
93,17,11,18,14,23,29,28,58,24,16,144,21,23,144,21,23,5,18,13,17,17,12,45,10,42,32,18,46,288,18,272,16,12,8,27,21,3,68,1,63,121,103,150,107,59,38,16,30,59,120,234,14,13,12,9,18,20,3,3,3,1,0,1,34,32,42
